0.000000000000000000e+00,7.008471205843410280e+04,8.809205837261385750e+04,8.399153157950042805e+04,8.398030257206715760e+04,8.458544047828404291e+04,7.606030781001193100e+04,7.945090584547109029e+04,7.803854914634005399e+04,8.517659252990543609e+04,8.385966864877405169e+04,8.456059582954461803e+04,8.292727260439407837e+04,8.614878030013926036e+04,8.796948932550674363e+04,8.645671783984980721e+04,8.547949799600151891e+04,8.241762990627068211e+04,8.499022795319111901e+04,8.728634371585620102e+04,8.931651564136729576e+04,9.280486127891267824e+04,9.455990418832222349e+04,8.953777417034721293e+04,9.016936169775482267e+04,8.839139135008650192e+04,8.979934962102220743e+04,8.990932095777394716e+04,9.243046690403120010e+04,9.295893923768430250e+04,9.084168259789337753e+04,9.502407295583561063e+04,9.115804301482278970e+04,8.842400507596481475e+04,8.686865854244769434e+04,8.446446034293014964e+04,8.730874124850348744e+04,8.504332940584798052e+04,8.901894077268215187e+04,9.375100560799443338e+04,8.483416881974096759e+04
7.008471205843410280e+04,0.000000000000000000e+00,6.482289200362327392e+04,8.370124849445511063e+04,8.257257380034541711e+04,8.373384101127955364e+04,6.860425974247857812e+04,6.718114495504974911e+04,6.666202717164329079e+04,7.111872798041050555e+04,7.647893473908913438e+04,7.967774099828023463e+04,7.379740983382317063e+04,7.090136919716975535e+04,7.539638202104008815e+04,7.722302018433033663e+04,7.614433193924328953e+04,7.391891734028290375e+04,7.104922321373838349e+04,7.450326225814352802e+04,7.839346197249591933e+04,8.245019005246490997e+04,8.788751268543885089e+04,8.821573464972992952e+04,7.735700174928735942e+04,7.454866945108682557e+04,7.896364186011756829e+04,8.276998126587853767e+04,8.075980529111583019e+04,8.606085677559660689e+04,8.312255337174261513e+04,8.653916535262060643e+04,9.090048156680683314e+04,8.555434615662260330e+04,8.222691866140137427e+04,7.816134521292801946e+04,8.147128420856494631e+04,7.886456945957255084e+04,7.638149595070922805e+04,8.568261540413851617e+04,8.439727954858522571e+04
8.809205837261385750e+04,6.482289200362327392e+04,0.000000000000000000e+00,6.255250898949905240e+04,7.893604320493713021e+04,8.059158131928944204e+04,8.188204135458634119e+04,6.576944265053846175e+04,7.461015762062295107e+04,6.828819799048746063e+04,7.556198148380519706e+04,7.642058175415598089e+04,8.102556682416833064e+04,7.077855494144458498e+04,6.936397571520520432e+04,7.319414021176852111e+04,7.420401401317324780e+04,7.512390449927565351e+04,7.297777439826414047e+04,7.043333524966119148e+04,7.388862908707695897e+04,7.642004458465213247e+04,7.920549313610352692e+04,8.578071666777160135e+04,8.323202209077935549e+04,7.133638006560585927e+04,6.869998813269652601e+04,7.666938576160639059e+04,7.507140608264604816e+04,7.265461149196949555e+04,7.737211580849059101e+04,7.128716500179650029e+04,7.697526409414573573e+04,7.888054699255348532e+04,7.598351281426998321e+04,7.491856709057961416e+04,7.247561602380887780e+04,7.773059132071275963e+04,7.067604331331091817e+04,6.901673217152536381e+04,7.761272430273283680e+04
8.399153157950042805e+04,8.370124849445511063e+04,6.255250898949905240e+04,0.000000000000000000e+00,6.407770896503343829e+04,7.856514751430704200e+04,7.802367970349239476e+04,8.306476819049572805e+04,7.663049184530272032e+04,8.104859655665229366e+04,7.558042382849095156e+04,8.142890628623199882e+04,8.206818561784582562e+04,8.201021205783213372e+04,7.717571016014862107e+04,7.452885930170741631e+04,7.824451316339663754e+04,7.912417198119187378e+04,7.895708173086546594e+04,7.642872023501039075e+04,7.393844103992645978e+04,7.553904798588789708e+04,8.058124366725565051e+04,7.939515508521540323e+04,8.382636327963697840e+04,7.944627312676596921e+04,7.131785069039548398e+04,7.173184142302782857e+04,7.470089000979378761e+04,7.222890857964138559e+04,7.156493626035202760e+04,7.212139401675593399e+04,6.737735029669749201e+04,6.978258293215895537e+04,7.054515484628871491e+04,6.968960979797384061e+04,7.212224607158903382e+04,7.155412688367541705e+04,7.528634117356056231e+04,6.927881315464663203e+04,6.774924580699189391e+04
8.398030257206715760e+04,8.257257380034541711e+04,7.893604320493713021e+04,6.407770896503343829e+04,0.000000000000000000e+00,6.780071489737697993e+04,7.874595588514619158e+04,7.434974628163808666e+04,8.253951696509265457e+04,7.596411739857503562e+04,7.465711797554259829e+04,7.010720568790304242e+04,8.100437852127228689e+04,8.338479544437106233e+04,7.842546158923985786e+04,8.031327429300147924e+04,7.519396203431801405e+04,8.033255168079851137e+04,7.913005291334124922e+04,7.275646119233743229e+04,6.862364866046825773e+04,6.550812125958931574e+04,7.059075397198379505e+04,8.505967080009909114e+04,7.810551781179424142e+04,7.799564084793181974e+04,7.273954558765653928e+04,6.871528689201551606e+04,7.173080565338069573e+04,7.005098486813217460e+04,7.012674505922253593e+04,7.263044847240186937e+04,7.313959382505848771e+04,7.025491455438610865e+04,6.952230644140698132e+04,6.611481829692354950e+04,6.480050554861251294e+04,6.998378779783481150e+04,6.613840700642376032e+04,7.517680094543364248e+04,7.182239371582581953e+04
8.458544047828404291e+04,8.373384101127955364e+04,8.059158131928944204e+04,7.856514751430704200e+04,6.780071489737697993e+04,0.000000000000000000e+00,7.292539663804609154e+04,7.046060478203899402e+04,7.421129828084274777e+04,7.597936252342298394e+04,6.876190866447892040e+04,6.378564350952263339e+04,6.479917398043205321e+04,7.864538881778017094e+04,7.937552523819633643e+04,7.532572895897942362e+04,7.769895756826936849e+04,7.256463833522616187e+04,7.784698012265891884e+04,7.398730897753199679e+04,6.603396526417520363e+04,6.225184922599280981e+04,5.879011318590445444e+04,6.962815128497984551e+04,8.339490078038295906e+04,7.739490527868247591e+04,7.437394870143492881e+04,6.936293733463765238e+04,7.091162528992335137e+04,6.965041056077419489e+04,7.275931718917192484e+04,7.019171317029985948e+04,7.463785516305762576e+04,7.723520905236054386e+04,7.376818709051099722e+04,7.251132764547113038e+04,6.321031150786182843e+04,6.596208550263840880e+04,7.112155314492686011e+04,6.151613909729155421e+04,7.816984783118976338e+04
7.606030781001193100e+04,6.860425974247857812e+04,8.188204135458634119e+04,7.802367970349239476e+04,7.874595588514619158e+04,7.292539663804609154e+04,0.000000000000000000e+00,7.633552002956716751e+04,5.803562107000459218e+04,7.250984900146120344e+04,6.910054689095886715e+04,7.055910512251658656e+04,6.123370405100377684e+04,6.780096206200038432e+04,7.745041160678469168e+04,7.446209076281895977e+04,7.379216884774442588e+04,7.273212569439838990e+04,6.825851886142088915e+04,7.230315080673769990e+04,7.111838804461630934e+04,6.973576557745585160e+04,7.283015324005053844e+04,6.710445260287600104e+04,7.224194588953026687e+04,7.657450636424760160e+04,7.811009903070327709e+04,7.527661497362492082e+04,7.279323910989685101e+04,7.857969817008334212e+04,7.226148578996660945e+04,8.334447034142322082e+04,7.674018731209683756e+04,7.782396004174646805e+04,7.767236100674694171e+04,7.382889215344228433e+04,7.621196652618884400e+04,6.398632827135177649e+04,7.401237406395940343e+04,7.923666503248772642e+04,6.535662242493804661e+04
7.945090584547109029e+04,6.718114495504974911e+04,6.576944265053846175e+04,8.306476819049572805e+04,7.434974628163808666e+04,7.046060478203899402e+04,7.633552002956716751e+04,0.000000000000000000e+00,7.507465173263385077e+04,5.364559455965351663e+04,6.643533642669480469e+04,6.301972384554048040e+04,7.235109045919564960e+04,6.719234650782222161e+04,6.897999464128992986e+04,7.672660537675238447e+04,6.925922334739538201e+04,6.969970796502997109e+04,6.902651867737625435e+04,6.403928531751878472e+04,6.671367739079671446e+04,7.079225226090222714e+04,7.401532971954192908e+04,8.399876861288695363e+04,7.480275182891325676e+04,7.267612145332810178e+04,7.303635225621907739e+04,7.531133071627223399e+04,7.669600544834809261e+04,7.503738544792014000e+04,8.188430736701730348e+04,7.776393666702012706e+04,8.611910572176068672e+04,8.141737947610377159e+04,7.704525340693326143e+04,7.471017521372999181e+04,7.025724246053172101e+04,7.650904923459449492e+04,6.784538510685450456e+04,7.847692193411006883e+04,8.358318818915964221e+04
7.803854914634005399e+04,6.666202717164329079e+04,7.461015762062295107e+04,7.663049184530272032e+04,8.253951696509265457e+04,7.421129828084274777e+04,5.803562107000459218e+04,7.507465173263385077e+04,0.000000000000000000e+00,7.040198234587926709e+04,5.911574939988638653e+04,6.893112456538643164e+04,6.056339465455802565e+04,6.881326086172177747e+04,7.305522248679585755e+04,6.906286304556847608e+04,7.520385020359791815e+04,6.528795466822109302e+04,6.435455433117865323e+04,6.799293517919321312e+04,6.635634529001178453e+04,6.886957863919450028e+04,7.679308280833007302e+04,7.614216323896888935e+04,8.079734183487320843e+04,7.521395467260350415e+04,7.532600933248957153e+04,7.467307927316485438e+04,7.336301106308665476e+04,7.949037171134889650e+04,7.583061912239833327e+04,8.439147451467394421e+04,8.296104269224008021e+04,8.117694870980645646e+04,7.927064267951328657e+04,7.374646450968552381e+04,7.578621949081790808e+04,6.783234504061123880e+04,7.587676599142198393e+04,7.629881226538674673e+04,7.776074145666413824e+04
8.517659252990543609e+04,7.111872798041050555e+04,6.828819799048746063e+04,8.104859655665229366e+04,7.596411739857503562e+04,7.597936252342298394e+04,7.250984900146120344e+04,5.364559455965351663e+04,7.040198234587926709e+04,0.000000000000000000e+00,6.282222947904497414e+04,6.418170186207581719e+04,7.591522431251493981e+04,6.758530978367049829e+04,6.980045932685973821e+04,7.614602144487955957e+04,7.033729582090185431e+04,7.334302048760114121e+04,6.512740612473356305e+04,6.098611734026931663e+04,6.536393074029566196e+04,6.911685910356634122e+04,7.510817450063940487e+04,8.389634483962811646e+04,7.676740933081337425e+04,7.488974296597055218e+04,7.451548506754523260e+04,7.593415687050895940e+04,7.579007762820216885e+04,7.424021350857234211e+04,8.035350492520048283e+04,7.755252472153262352e+04,8.589601343802805059e+04,8.277516454442773829e+04,7.657916150515784102e+04,7.427065284798124048e+04,7.099721322653970856e+04,7.582943717134660983e+04,6.879420324252304272e+04,7.753025090216963144e+04,8.171209366455825511e+04
8.385966864877405169e+04,7.647893473908913438e+04,7.556198148380519706e+04,7.558042382849095156e+04,7.465711797554259829e+04,6.876190866447892040e+04,6.910054689095886715e+04,6.643533642669480469e+04,5.911574939988638653e+04,6.282222947904497414e+04,0.000000000000000000e+00,5.963446668990595208e+04,6.657610074396678829e+04,7.562579225210195000e+04,7.513889999197091674e+04,7.409567571675693034e+04,7.615045489066018490e+04,7.104965461781593331e+04,6.943030925610520353e+04,6.279633722286628472e+04,5.794957121314453980e+04,6.053268493389411742e+04,6.994476736195231206e+04,7.808194635422783904e+04,7.969711036719560798e+04,7.224167657296205289e+04,7.291137015373160830e+04,7.181944391383018228e+04,7.168194730419247935e+04,7.410052758007208467e+04,7.293640574553438637e+04,7.764452942427498056e+04,7.776770130534224154e+04,8.129801028978062095e+04,7.444915544274976128e+04,6.998011332020474947e+04,6.929537905067956308e+04,6.676939666634731111e+04,7.037179142865999893e+04,7.229905510493439215e+04,7.723937087160545343e+04
8.456059582954461803e+04,7.967774099828023463e+04,7.642058175415598089e+04,8.142890628623199882e+04,7.010720568790304242e+04,6.378564350952263339e+04,7.055910512251658656e+04,6.301972384554048040e+04,6.893112456538643164e+04,6.418170186207581719e+04,5.963446668990595208e+04,0.000000000000000000e+00,6.333799155987388076e+04,6.954010394374477619e+04,7.062418108491168823e+04,7.419682822681801917e+04,6.984828018464190245e+04,6.984746160164079629e+04,6.995208089512973675e+04,6.363438783816101932e+04,5.833302320472332940e+04,5.631385945600844570e+04,6.057939779607638775e+04,7.334472629366898036e+04,7.550330705476086587e+04,7.245425668919285818e+04,6.752543329445421114e+04,6.849176589975530806e+04,7.053506851234211354e+04,6.748436062040206161e+04,7.459810942229755165e+04,7.292792749163642293e+04,7.559398622670996701e+04,7.614707529924657138e+04,7.440512788978707977e+04,6.798441558899916708e+04,6.134025685416167835e+04,6.735068865993134386e+04,6.485161907183373114e+04,6.777204974734658026e+04,7.613368255760372267e+04
8.292727260439407837e+04,7.379740983382317063e+04,8.102556682416833064e+04,8.206818561784582562e+04,8.100437852127228689e+04,6.479917398043205321e+04,6.123370405100377684e+04,7.235109045919564960e+04,6.056339465455802565e+04,7.591522431251493981e+04,6.657610074396678829e+04,6.333799155987388076e+04,0.000000000000000000e+00,6.307709583001510327e+04,6.458818516940479458e+04,6.441680225222208537e+04,6.503795070785550342e+04,5.789646475776092120e+04,5.955216053415508941e+04,6.801969262029725360e+04,6.443177466089106747e+04,6.384215568995509966e+04,6.541071492011363443e+04,6.792997909678594442e+04,7.058329481892549666e+04,7.060931779574531538e+04,7.282858243887053686e+04,6.764463658151074196e+04,6.743602734649508784e+04,7.441437289621392847e+04,6.919362952980221598e+04,8.135704770270084555e+04,7.772261739605065668e+04,7.395197560205037007e+04,7.380585450891344226e+04,7.121860613943621865e+04,6.972367466541971953e+04,5.910734298797752126e+04,7.105823060276565957e+04,7.069908245158311911e+04,7.019839090624597156e+04
8.614878030013926036e+04,7.090136919716975535e+04,7.077855494144458498e+04,8.201021205783213372e+04,8.338479544437106233e+04,7.864538881778017094e+04,6.780096206200038432e+04,6.719234650782222161e+04,6.881326086172177747e+04,6.758530978367049829e+04,7.562579225210195000e+04,6.954010394374477619e+04,6.307709583001510327e+04,0.000000000000000000e+00,5.971967158780357568e+04,5.180739542586887546e+04,5.978886124817492964e+04,5.376916112620421336e+04,5.119252032434707507e+04,5.702605790283744136e+04,6.894287001552178117e+04,7.117813052709290059e+04,7.705372632472644909e+04,7.608475046078907326e+04,6.982225375862418150e+04,6.346082535301928147e+04,6.932319953133564559e+04,7.230765515729550680e+04,7.081165243369729433e+04,7.163885319561116921e+04,7.756505973518869723e+04,7.738113862086512381e+04,8.420343424019894155e+04,7.878410235193770495e+04,6.980302288428833708e+04,7.195527063766945503e+04,6.988902532923547551e+04,6.989560240127204452e+04,6.706735196521255421e+04,7.553663102751674887e+04,7.443498775900171313e+04
8.796948932550674363e+04,7.539638202104008815e+04,6.936397571520520432e+04,7.717571016014862107e+04,7.842546158923985786e+04,7.937552523819633643e+04,7.745041160678469168e+04,6.897999464128992986e+04,7.305522248679585755e+04,6.980045932685973821e+04,7.513889999197091674e+04,7.062418108491168823e+04,6.458818516940479458e+04,5.971967158780357568e+04,0.000000000000000000e+00,5.943151831326395040e+04,4.486378406203395571e+04,5.803749400673948549e+04,5.111831630975300504e+04,5.486259154624162329e+04,6.419416028967302555e+04,7.170029287899527117e+04,7.560911143776189419e+04,8.244950891272991430e+04,7.109109540665146778e+04,6.481150874525127438e+04,6.279010643738448562e+04,6.728223082433716627e+04,6.730722240009838424e+04,7.241988337828835938e+04,7.192126993228023639e+04,7.893240246565744746e+04,8.100811263179907110e+04,7.485724195447642705e+04,7.186262079785999958e+04,6.497958792150161753e+04,6.975249078730348265e+04,6.419079912044094817e+04,6.700149575483202352e+04,7.434588592597909155e+04,7.316600487739809614e+04
