0.000000000000000000e+00,1.155145439858461032e+04,1.556246827586041400e+04,1.770854299313504816e+04,1.964308646643802058e+04,2.149503139118261606e+04,2.346320652850613260e+04,2.461310302184917964e+04,2.622946980515713585e+04,2.962597741613291873e+04,3.310220623301689193e+04,3.147773251661545874e+04,2.704156363573927229e+04,2.791701746187607569e+04,2.926194974667157658e+04,2.828256517437151342e+04,2.713597256620320331e+04,2.691955091182971228e+04,2.694399283207731787e+04,2.664389415964605723e+04,2.651105604248931195e+04,2.639244054127007985e+04,2.613756306313575260e+04,2.611807048087081057e+04,2.637186501607196988e+04,2.679888020505726672e+04,2.822244295222382789e+04,2.972733786089513524e+04,3.074242204306262283e+04,3.085616377444428144e+04,2.967629396615726728e+04,2.778614885218386189e+04,2.676359368783408718e+04,2.658268163149471729e+04,2.621137130027981766e+04,2.603412596283957100e+04,2.633018682539238216e+04,2.630879339749518113e+04,2.757079994964064099e+04,3.069289367286183551e+04,3.420026735195999208e+04,3.564266613544612483e+04,3.515018190198656521e+04,3.422703520260496589e+04,3.337125058628016995e+04,3.299666213761811377e+04,3.322752876588325307e+04,3.405039609316135466e+04,3.471288739210606582e+04,3.462184709398266568e+04,3.427076062611103407e+04,3.414409736446244642e+04,3.455818977102282224e+04,3.511751924397484981e+04,3.521403112866288575e+04,3.441226295219825988e+04,3.371551963552407688e+04,3.353998421438946389e+04,3.379786570878930797e+04,3.455085939157650864e+04,3.521889600631366193e+04,3.588536039096012973e+04,3.639669115409759979e+04,3.657827704470520985e+04,3.689618475130501611e+04,3.724834799208723416e+04,3.715679516512146802e+04,3.665316227115836955e+04,3.570529579245329660e+04,3.399308535336979548e+04,3.316411257803258195e+04,3.284873993872759456e+04,3.206725035464540997e+04,3.161326793994460604e+04,3.160954979776924665e+04,3.177891057127200838e+04,3.231073712267140218e+04,3.304354510037867294e+04,3.334870916447888885e+04,3.366014117461026763e+04,3.387255459985950438e+04,3.347949875588388386e+04,3.338552735424842103e+04,1.690070406981780252e+04
1.155145439858461032e+04,0.000000000000000000e+00,1.074353066500458226e+04,1.507965203008832395e+04,1.844127934744395316e+04,2.124302736276276119e+04,2.371153081747408578e+04,2.516533748769887461e+04,2.665437198939601512e+04,2.985587993808014653e+04,3.321141122167091817e+04,3.159103102602563013e+04,2.702584435614314862e+04,2.734041272125336400e+04,2.868113950309335632e+04,2.763171671626059106e+04,2.653344960117099254e+04,2.653507794564207506e+04,2.680418801539879496e+04,2.662667152870403152e+04,2.631791677239222918e+04,2.591848928284248541e+04,2.560443263415038382e+04,2.569674965992035868e+04,2.607470739817030699e+04,2.656412160244591723e+04,2.804059683631524240e+04,2.959461203005882999e+04,3.057603472974149918e+04,3.072621641663173068e+04,2.952408037330260413e+04,2.753903665309776625e+04,2.642040848648481187e+04,2.619243941604529391e+04,2.586752686067478498e+04,2.594828625765161996e+04,2.639719462967629079e+04,2.641974477396800648e+04,2.759980538532732317e+04,3.086923637375304679e+04,3.429994786644556734e+04,3.570927922428696183e+04,3.521984490943478886e+04,3.430808598884404637e+04,3.343503261710396328e+04,3.308904444624065945e+04,3.332977945820513560e+04,3.413964707886947872e+04,3.477612331289706344e+04,3.467879988247632718e+04,3.434823107071111735e+04,3.427605673837996437e+04,3.468143314460662077e+04,3.522744044257106725e+04,3.531847135246174003e+04,3.455528653659948031e+04,3.387263242227464798e+04,3.362270027706549445e+04,3.383290766902716132e+04,3.462589402863057330e+04,3.535276775711639493e+04,3.601745147597517644e+04,3.651422617811315286e+04,3.669498109816628858e+04,3.701775495036016218e+04,3.736516989533431479e+04,3.726580242521503533e+04,3.675845185103583208e+04,3.585041981731817941e+04,3.405457578203354205e+04,3.286884583741880488e+04,3.244190851648218086e+04,3.159610930510763501e+04,3.107509161233580380e+04,3.110495884296809527e+04,3.134554603678641433e+04,3.187489594206649053e+04,3.260646553559098538e+04,3.298349990245217487e+04,3.342404298774775816e+04,3.381220042972512601e+04,3.337609361038559291e+04,3.303603024327442108e+04,1.662440199425744504e+04
1.556246827586041400e+04,1.074353066500458226e+04,0.000000000000000000e+00,1.083404913170528016e+04,1.617718957387983392e+04,2.024456653591502982e+04,2.336020110131933325e+04,2.494559261321838858e+04,2.658141157873344491e+04,2.969606221303610437e+04,3.306633798550988286e+04,3.133548462155304878e+04,2.688344604287971379e+04,2.715867888544581365e+04,2.854008205349983473e+04,2.729769569459532067e+04,2.605966073122822854e+04,2.610426241921915789e+04,2.643741820294634817e+04,2.631591046841978095e+04,2.604956729381204786e+04,2.554582300317946647e+04,2.513861745858052745e+04,2.535846981047916051e+04,2.588906381747224441e+04,2.659628055966141983e+04,2.817892937644175254e+04,2.981321925729522263e+04,3.075597578447732667e+04,3.091678405017136902e+04,2.975735910897740541e+04,2.756323584213322465e+04,2.630323694727172551e+04,2.603635528242980217e+04,2.556416641249075474e+04,2.559626759833674441e+04,2.610658600704083074e+04,2.622911370189391891e+04,2.730632384241805994e+04,3.068950917850922997e+04,3.417594105598295573e+04,3.559417141613035346e+04,3.509170865077197959e+04,3.416516286286644754e+04,3.328269129700408666e+04,3.293302502695036674e+04,3.317298480791686598e+04,3.399051946900250914e+04,3.463592727798670239e+04,3.453622507595918432e+04,3.420426732026843820e+04,3.417666723650728818e+04,3.460038611133483937e+04,3.513641831649222149e+04,3.521689891065379197e+04,3.446465542624577938e+04,3.378475010963554087e+04,3.352311253922719334e+04,3.372526892557750398e+04,3.455820354256346764e+04,3.533246202967417776e+04,3.602595445354733965e+04,3.652517923556892492e+04,3.671237596543764812e+04,3.705227606904863205e+04,3.741389853021370072e+04,3.731019004491175292e+04,3.675458071942770766e+04,3.578389257992672356e+04,3.391474563905021205e+04,3.262873119249545925e+04,3.207043825908206054e+04,3.121174676151622407e+04,3.064662413142437435e+04,3.067907670361632699e+04,3.095897183100002439e+04,3.153664695518662484e+04,3.226969257784120418e+04,3.269839896511542975e+04,3.320241288659705606e+04,3.364917322812988277e+04,3.319480415342647757e+04,3.274914614557083405e+04,1.651501100682548349e+04
1.770854299313504816e+04,1.507965203008832395e+04,1.083404913170528016e+04,0.000000000000000000e+00,1.112747173350543744e+04,1.736529776882842270e+04,2.178616319141409258e+04,2.388449127547894022e+04,2.585212813225309219e+04,2.916843831903690443e+04,3.263860629530836741e+04,3.080103843083032552e+04,2.634993308987954515e+04,2.691955593491683976e+04,2.851628897110242178e+04,2.705213101650824683e+04,2.551781364534176828e+04,2.542536558291469191e+04,2.571405560849377071e+04,2.556428813815116882e+04,2.542128209188405162e+04,2.497084195127274870e+04,2.447319395582127618e+04,2.479234355977215091e+04,2.550205938092579527e+04,2.651263083223326976e+04,2.829161437495741120e+04,3.000175088092502119e+04,3.094036301153196837e+04,3.108737045092074550e+04,2.996224550900844770e+04,2.764459496543310888e+04,2.609894126168669391e+04,2.573980292182863559e+04,2.512554916504331050e+04,2.495490559248175123e+04,2.532014694170958683e+04,2.551602403826611408e+04,2.666478224827259328e+04,3.009038125550109544e+04,3.378416310238804726e+04,3.525872033139097039e+04,3.473619231146504171e+04,3.377964748091547517e+04,3.287098970306723641e+04,3.250992055303803500e+04,3.275492475851237396e+04,3.358695692566741491e+04,3.424423096420076035e+04,3.414860881178875570e+04,3.381358559155223338e+04,3.379790052218757046e+04,3.426471337881368527e+04,3.480933672098079114e+04,3.488273235841731366e+04,3.411176752567214135e+04,3.343044732497968653e+04,3.314777298110825359e+04,3.335994224732666044e+04,3.424135066282455227e+04,3.507231526664552803e+04,3.582360355279516079e+04,3.635970508485796745e+04,3.655727067454346980e+04,3.692022718002616602e+04,3.730808707331171172e+04,3.721128399895646726e+04,3.659461975437025103e+04,3.551738008127572539e+04,3.347798299099202268e+04,3.213357822022010805e+04,3.153365009181815185e+04,3.066111434608553463e+04,3.007019378451832017e+04,3.002280084077946958e+04,3.031084856993616995e+04,3.097008319200263577e+04,3.175156805002660985e+04,3.220688835841682521e+04,3.279330362916505692e+04,3.326062829889083514e+04,3.270796641748242837e+04,3.221717436501853081e+04,1.632092475168046622e+04
1.964308646643802058e+04,1.844127934744395316e+04,1.617718957387983392e+04,1.112747173350543744e+04,0.000000000000000000e+00,1.178693310415145970e+04,1.871260391501900085e+04,2.178657838506452026e+04,2.477917516431532567e+04,2.847137034933835821e+04,3.207103372758696423e+04,3.004910432831190701e+04,2.594034683317467716e+04,2.679476396912424389e+04,2.861406332233247667e+04,2.699645910446531343e+04,2.498716671930773009e+04,2.455635153663456731e+04,2.470149809956434183e+04,2.465330660277805509e+04,2.478746016545304519e+04,2.448846376253451308e+04,2.381144545354444563e+04,2.415390701863413051e+04,2.506502646843656112e+04,2.640276294578037050e+04,2.837717716905857014e+04,3.013074295635666203e+04,3.105381093995513947e+04,3.120564604363482795e+04,3.009926275442165206e+04,2.769696344898136886e+04,2.589063663169629581e+04,2.541878647279703000e+04,2.449808942125937756e+04,2.407787744986920370e+04,2.435213141202017141e+04,2.459936475346335646e+04,2.573679582173538802e+04,2.934155868114282202e+04,3.326132882997504203e+04,3.481487805181917065e+04,3.426775938509554544e+04,3.328213687623647274e+04,3.233745933824271924e+04,3.195661167354377540e+04,3.219847596092163440e+04,3.304736227532591874e+04,3.373270302969866316e+04,3.364047793382811506e+04,3.329011874426527356e+04,3.326889519640006620e+04,3.377158602963032172e+04,3.434027051888532151e+04,3.441014992913090828e+04,3.359393548968442337e+04,3.289711252137150586e+04,3.259381411419630604e+04,3.281660509396404814e+04,3.374619347441769787e+04,3.465680692628896213e+04,3.548947767334824312e+04,3.608373947920503269e+04,3.628726631819325848e+04,3.667274085405954247e+04,3.710038861022413039e+04,3.700185490666529222e+04,3.630212968345934496e+04,3.508195875737862661e+04,3.288665776672404900e+04,3.161868741478543234e+04,3.109174587253379286e+04,3.028279712035595367e+04,2.975189670000423212e+04,2.955502550416968006e+04,2.971668492207250529e+04,3.043047199353903125e+04,3.121956989792368404e+04,3.164998026913472131e+04,3.229822260182182436e+04,3.279831768271638430e+04,3.217436208307371635e+04,3.165484802757874058e+04,1.598029006568277873e+04
2.149503139118261606e+04,2.124302736276276119e+04,2.024456653591502982e+04,1.736529776882842270e+04,1.178693310415145970e+04,0.000000000000000000e+00,1.292378483927973684e+04,1.797982069252575457e+04,2.288711157729394472e+04,2.774199438596377149e+04,3.149239017452416738e+04,2.919751905625157815e+04,2.565207646620372543e+04,2.703233931787516485e+04,2.901155011071707850e+04,2.737228635549938190e+04,2.492026618759840494e+04,2.395045148140640231e+04,2.374188243810465792e+04,2.384107967663552699e+04,2.436304068746756820e+04,2.441592614891050107e+04,2.367264063527832332e+04,2.385148615733307815e+04,2.487978175301919691e+04,2.651962207125609712e+04,2.865972681171909426e+04,3.040627178218706104e+04,3.133867278872268798e+04,3.148729966716643321e+04,3.040473127918925456e+04,2.799377336451821611e+04,2.596983456504867354e+04,2.536148487720254343e+04,2.432619192548644423e+04,2.351692273780416508e+04,2.364835433863599974e+04,2.392370486231562609e+04,2.480997861948366699e+04,2.850919734586427512e+04,3.272517124195815268e+04,3.436774846583240287e+04,3.381220365545556706e+04,3.279470554461068241e+04,3.182308254739678523e+04,3.142434513144623634e+04,3.164985833386262311e+04,3.251973725003656000e+04,3.322828787767881295e+04,3.313881860650276940e+04,3.275499156820572898e+04,3.271456806590993801e+04,3.324504572545806877e+04,3.385613108965895663e+04,3.392024603416546597e+04,3.302508929384418298e+04,3.230031397138966349e+04,3.198777612814608074e+04,3.221293169014907471e+04,3.320473158574423724e+04,3.420612845251845283e+04,3.514396177455133147e+04,3.580649092446365103e+04,3.603363225953003712e+04,3.642908750482196047e+04,3.689126471847105131e+04,3.680504038103626226e+04,3.600641026532925025e+04,3.461911832212269655e+04,3.235818929845024832e+04,3.117786658373667160e+04,3.093292325125591015e+04,3.028098016544310667e+04,2.992111523874958948e+04,2.973199949592171470e+04,2.966850107771990224e+04,3.023418207962633460e+04,3.105969842607402097e+04,3.139797136239837710e+04,3.193626210884303873e+04,3.245325447161738703e+04,3.188456251288272688e+04,3.134845321566979692e+04,1.576268207754663854e+04
2.346320652850613260e+04,2.371153081747408578e+04,2.336020110131933325e+04,2.178616319141409258e+04,1.871260391501900085e+04,1.292378483927973684e+04,0.000000000000000000e+00,1.136106190242306184e+04,1.904932985509674472e+04,2.666566317787049047e+04,3.071374843421844707e+04,2.769575860736672257e+04,2.559737907627853565e+04,2.773510899800305197e+04,2.972193869810312754e+04,2.810881468046192458e+04,2.525787135514464171e+04,2.365144136673067260e+04,2.291150876249717112e+04,2.329127514808277920e+04,2.431449562003888423e+04,2.478677385985098954e+04,2.402500786457791764e+04,2.400574412694836792e+04,2.506416230166808236e+04,2.692427740771996469e+04,2.920672818229756740e+04,3.088327187268906710e+04,3.181890034047156951e+04,3.197274905345143270e+04,3.090480060102212155e+04,2.855934198389736412e+04,2.637559725294426607e+04,2.555748587423290519e+04,2.449023822393800219e+04,2.351354783336637774e+04,2.341743489371262694e+04,2.372160600796924700e+04,2.401165161830047873e+04,2.741870565009878919e+04,3.195723795231856639e+04,3.370941484395957377e+04,3.313623020031511987e+04,3.209045411643312400e+04,3.104745477245428629e+04,3.062166291496348640e+04,3.087646511764708339e+04,3.180707985384194035e+04,3.254320771556265754e+04,3.244497050319491973e+04,3.199217491507073282e+04,3.191971867961019598e+04,3.248335506881599940e+04,3.317539100886798406e+04,3.322217169431094226e+04,3.220758952166247036e+04,3.147022534118551630e+04,3.123571940890875703e+04,3.145918069169925002e+04,3.245227829856018434e+04,3.354188829441081907e+04,3.464085647903146310e+04,3.538552193840344262e+04,3.563099362128096982e+04,3.604709227076172829e+04,3.653371147589960310e+04,3.646440241250785766e+04,3.552901554198314989e+04,3.393046094390581857e+04,3.198917475876807657e+04,3.094816878451978846e+04,3.096299424311352777e+04,3.047375766164118977e+04,3.028495732932252577e+04,3.019468765937646094e+04,3.006318556493852157e+04,3.032059512977158010e+04,3.101070687228186216e+04,3.128329954017624550e+04,3.161769660165386449e+04,3.199331178720610114e+04,3.171272429038132395e+04,3.129032595406582186e+04,1.574527537160966858e+04
2.461310302184917964e+04,2.516533748769887461e+04,2.494559261321838858e+04,2.388449127547894022e+04,2.178657838506452026e+04,1.797982069252575457e+04,1.136106190242306184e+04,0.000000000000000000e+00,1.485010022414536434e+04,2.497839764100990215e+04,3.012298794201910277e+04,2.698769581381227908e+04,2.446961436581242742e+04,2.840295880992274761e+04,3.032323036958095327e+04,2.867048688001637493e+04,2.576533105127519229e+04,2.374213501156565326e+04,2.262852760534679692e+04,2.282125506771887012e+04,2.429955275387322763e+04,2.505748332644846596e+04,2.440059080253858338e+04,2.429136818954689079e+04,2.532016368062848051e+04,2.725905592103713934e+04,2.971327108448033687e+04,3.130490177254129594e+04,3.222316497690938195e+04,3.239912623789081408e+04,3.132742567898269408e+04,2.900359160322670505e+04,2.683503195497073466e+04,2.581436490817720187e+04,2.466526699111054404e+04,2.366871639819924167e+04,2.347933810417415953e+04,2.367259678691529189e+04,2.394007108085623622e+04,2.673315547052903275e+04,3.131382780501282832e+04,3.323832402183992963e+04,3.266196659863452805e+04,3.158752607191494099e+04,3.051635646266496042e+04,3.003173196418778389e+04,3.027695360605389578e+04,3.124828359905330581e+04,3.205901690689773386e+04,3.195770257409114129e+04,3.147243889957153442e+04,3.134249046425069901e+04,3.192739241072678124e+04,3.266910985253157196e+04,3.274745605246756168e+04,3.166474642185081029e+04,3.083267306920568808e+04,3.066107425329434045e+04,3.095821881850250429e+04,3.198110634826125897e+04,3.306110834475985757e+04,3.422543526697802008e+04,3.507529266473077587e+04,3.534003318459668662e+04,3.577059676562488312e+04,3.627906081937020645e+04,3.621667500763234420e+04,3.525824089126798935e+04,3.351051486549028778e+04,3.145463543998638488e+04,3.086377151274123753e+04,3.101253950456087478e+04,3.059761786998114985e+04,3.048705766945085634e+04,3.047638592826309105e+04,3.037694630932026848e+04,3.055095778452605009e+04,3.100221359117102111e+04,3.122435724099344952e+04,3.151586771385968677e+04,3.170629833353238428e+04,3.137375918227937291e+04,3.127767515033962263e+04,1.575710197286857510e+04
2.622946980515713585e+04,2.665437198939601512e+04,2.658141157873344491e+04,2.585212813225309219e+04,2.477917516431532567e+04,2.288711157729394472e+04,1.904932985509674472e+04,1.485010022414536434e+04,0.000000000000000000e+00,2.390289876950680627e+04,2.929722462384834944e+04,2.623253486719857756e+04,2.524655429343580181e+04,2.937241804489615606e+04,3.130317753248488953e+04,2.973411540390276423e+04,2.674374042700860809e+04,2.451593276696056273e+04,2.327941326860899426e+04,2.335484669924735863e+04,2.505511048409101204e+04,2.591744998515676707e+04,2.518070834308266785e+04,2.487707122589332721e+04,2.610788769497852627e+04,2.807384467041802418e+04,3.045072209599906637e+04,3.199252571351770894e+04,3.290845732931383100e+04,3.309054913367072004e+04,3.208830345271851547e+04,2.984152474101704138e+04,2.766696484349728416e+04,2.643271124098400105e+04,2.537175640714236943e+04,2.456566052515464980e+04,2.425097782256038408e+04,2.444007568574130710e+04,2.387614872229500907e+04,2.564846866520500043e+04,3.053139917504600453e+04,3.248785666730441517e+04,3.185799811162033438e+04,3.059118885802970908e+04,2.910449800269799744e+04,2.854181340180549159e+04,2.893742314990313025e+04,3.045356308835309756e+04,3.122377271213406493e+04,3.101582171098129766e+04,3.058416817777052347e+04,3.049210573493150150e+04,3.099328582307411853e+04,3.179451310916805960e+04,3.172602553342276224e+04,3.089145973945770311e+04,3.028226721603501937e+04,3.030117629002848844e+04,3.053741320241683570e+04,3.130027834577507747e+04,3.236262985691678477e+04,3.363459907212010876e+04,3.454852664774101868e+04,3.484750770228252804e+04,3.538106807268141711e+04,3.592553955130027316e+04,3.574865270230297756e+04,3.456574201362555323e+04,3.277852872807859967e+04,3.170684687742331880e+04,3.123314574604378868e+04,3.145961403944705307e+04,3.103890756345693808e+04,3.092079187165222538e+04,3.094487496378152719e+04,3.090708196714782025e+04,3.091597402210481960e+04,3.124057330903346156e+04,3.136063313352334808e+04,3.150538793617042757e+04,3.162600936356680904e+04,3.167334231727915903e+04,3.157256979922253959e+04,1.576006958529619806e+04
2.962597741613291873e+04,2.985587993808014653e+04,2.969606221303610437e+04,2.916843831903690443e+04,2.847137034933835821e+04,2.774199438596377149e+04,2.666566317787049047e+04,2.497839764100990215e+04,2.390289876950680627e+04,0.000000000000000000e+00,2.669057432000677363e+04,2.801566601288823949e+04,2.626042633941024542e+04,3.190976511516475512e+04,3.371098937944309728e+04,3.228272250948933288e+04,2.949889967078784684e+04,2.724364163429382825e+04,2.585499830314351129e+04,2.579323994647638028e+04,2.738958552770143433e+04,2.843942738011249457e+04,2.773646116004434225e+04,2.732468994178855064e+04,2.830638592618564144e+04,3.021220778257727579e+04,3.222173061340767890e+04,3.364390496796445950e+04,3.449726993553069769e+04,3.480189582228312793e+04,3.387783517656328331e+04,3.214883561801948235e+04,3.019388763785916672e+04,2.892619326479458687e+04,2.708554097285348689e+04,2.632626197737457551e+04,2.612366301692694833e+04,2.619523904379584565e+04,2.593397848463487389e+04,2.358258798173641480e+04,2.760486263297187543e+04,2.993304006354478042e+04,2.896311696952175407e+04,2.766902893792337272e+04,2.749608924623988423e+04,2.702233320559608910e+04,2.674222164969702135e+04,2.658384293307693588e+04,2.828456990583097650e+04,2.885770352744827687e+04,2.914863640541662608e+04,2.915005938867640361e+04,2.928840250930552065e+04,2.957671914758392813e+04,3.021267725544155837e+04,3.000437713552237983e+04,2.975771393401135356e+04,3.015125604235234277e+04,3.052728371308023634e+04,3.087740547001309460e+04,3.145553419350901459e+04,3.229225686833627697e+04,3.321399293145121919e+04,3.339730111583528924e+04,3.382454239907806914e+04,3.453848722388300666e+04,3.439266019255761785e+04,3.347950294431584916e+04,3.228864460354197945e+04,3.167032529381618951e+04,3.227713447402393649e+04,3.260108282285158930e+04,3.219404114837857196e+04,3.202259599154075840e+04,3.203173036381579004e+04,3.203398097109964510e+04,3.211057187124739721e+04,3.219650718472208246e+04,3.211485652409236354e+04,3.200833938106739151e+04,3.204401647372652951e+04,3.218783338996011298e+04,3.244991136201315021e+04,1.605401442007723381e+04
