9.501735116632891165e-01,9.506580610928451192e-01,9.049079598965713567e-01,8.485935702781648438e-01,7.926837612133735833e-01,7.506611716192503891e-01,7.193930715980125790e-01,6.588658542139940177e-01,5.583054543464088804e-01,5.152515121024339173e-01,5.187601872428124761e-01,5.332909183086235183e-01,5.610634507834646456e-01,5.768126339629089383e-01,5.976121221976155029e-01,6.009465358698570236e-01,6.256884249193882530e-01,6.628371014671392558e-01,6.721077960410001273e-01,6.563476657079166943e-01,6.542791117198616391e-01,6.740876947374695449e-01,6.733679266982923739e-01,6.399430220873298936e-01,6.026090874300773503e-01,5.797141181991257719e-01,5.703604908478354663e-01,5.740499441169165662e-01,5.834681498254228327e-01,5.917043961602485025e-01,5.998077951923300732e-01,6.188960669201306608e-01,6.370408541735067542e-01,6.473549829956846136e-01,6.766770195557870737e-01,7.081010004200716246e-01,7.074677970410595540e-01,6.554179515194251682e-01,5.561348373324026539e-01,4.911556764102527617e-01,4.996136277478576693e-01,5.304686960298947707e-01,5.479476759839517763e-01,5.670009494917149784e-01,5.894095572021590401e-01,5.870323831806562032e-01,5.651227726053008604e-01,5.563760091996301504e-01,5.596485044181471746e-01,5.568166981818540862e-01,5.482664220141819644e-01,5.432953876651559488e-01,5.441402166927057360e-01,5.453086907391726523e-01,5.490194341840906045e-01,5.668281603452725026e-01,5.850248019725821091e-01,5.752800527009257481e-01,5.413886736845738845e-01,5.166546853172859777e-01,5.132053340589034507e-01,5.264270824082746270e-01,5.362917050794487883e-01,5.290587994814355266e-01,5.149090418826829385e-01,4.976372723225660488e-01,4.776296362830094178e-01,4.733872609647674645e-01,4.895781326395833299e-01,5.078278534759254059e-01,5.553508643679025969e-01,6.090154142295350903e-01,6.398904354785385218e-01,6.488386315518565040e-01,6.411345441982818638e-01,6.157359688833597966e-01,5.891028792668659975e-01,5.781974809449064168e-01,5.769721327985871673e-01
9.032642642935241328e-01,9.039895305567330341e-01,9.513868151974314014e-01,8.992877144413636836e-01,8.285858124066122210e-01,7.730766489964570054e-01,7.327508382244030116e-01,6.677613591053421782e-01,5.642618836575510333e-01,5.213761307798790989e-01,5.242197240561285998e-01,5.378833762554223741e-01,5.627735643815645616e-01,5.777853851689288556e-01,6.016191615008248395e-01,6.085870695461991220e-01,6.355020346400269693e-01,6.730829333040664331e-01,6.814312676552837234e-01,6.637243654023791128e-01,6.616083733810671497e-01,6.825084882347689508e-01,6.807443807501197819e-01,6.442512929992804116e-01,6.035290240561426156e-01,5.783696013876671316e-01,5.680997692742142391e-01,5.714196520828345172e-01,5.809712452929168824e-01,5.892847520927668725e-01,5.991454507697939746e-01,6.213477224023860046e-01,6.417172135136635092e-01,6.540436809613454638e-01,6.860207621189008398e-01,7.191126886706099564e-01,7.178979654635488927e-01,6.639840608990085213e-01,5.634267147854462587e-01,4.960903585304408114e-01,5.043148312444822867e-01,5.356777649068757974e-01,5.536347431068723290e-01,5.731022947121269251e-01,5.958342550591411158e-01,5.933821089549791150e-01,5.711243273051008762e-01,5.622315971008352564e-01,5.655357660948341358e-01,5.626976214143273314e-01,5.538279594459152300e-01,5.482423757513236184e-01,5.490215892852143842e-01,5.504792549266223078e-01,5.544013251711413792e-01,5.723375260375009876e-01,5.907885307461643309e-01,5.807584484816481485e-01,5.459796068268579772e-01,5.202256473574181639e-01,5.159525898451197135e-01,5.288397102750778123e-01,5.385791837512222680e-01,5.309502061026142306e-01,5.164849191205201917e-01,4.993716439223110370e-01,4.802687089055547864e-01,4.774103844856161794e-01,4.947150492315870451e-01,5.133720461659195822e-01,5.617159862973779560e-01,6.162433402934672788e-01,6.482509909918287017e-01,6.586955431162300201e-01,6.506663202862412732e-01,6.241895391951480798e-01,5.968672464972859526e-01,5.854815256106529198e-01,5.833329923219977564e-01
8.618182361978298234e-01,8.503572746798165882e-01,9.018475882905493402e-01,9.484352329221878986e-01,8.873135269110226098e-01,8.159449574396460125e-01,7.607254510042263940e-01,6.823175308646471926e-01,5.737033983072544752e-01,5.300642404487241333e-01,5.316571530320658434e-01,5.414104157129763228e-01,5.640328439566149044e-01,5.766512375656225320e-01,6.023136918130119755e-01,6.149214602357002679e-01,6.465289989324776165e-01,6.858248284292824959e-01,6.923585390128386141e-01,6.711836248956771778e-01,6.676562240056875819e-01,6.903346677498343187e-01,6.883804039331653524e-01,6.488908921462105406e-01,6.046432244556306790e-01,5.771055565394010989e-01,5.657399961281075473e-01,5.688183910818006561e-01,5.782122686309979498e-01,5.865321110701718910e-01,5.977721136719681416e-01,6.227091170221338290e-01,6.452585445463624447e-01,6.613711583831483054e-01,6.964811200900005161e-01,7.315441884306088660e-01,7.316995612662231530e-01,6.769671645737774801e-01,5.730673431080294256e-01,5.034205193462356620e-01,5.107728738592561823e-01,5.426041494010145350e-01,5.610343773763870612e-01,5.810631049761962874e-01,6.043624823090962828e-01,6.019269038723212839e-01,5.792612794377390850e-01,5.700673804104788855e-01,5.734842529883963369e-01,5.707448660602580937e-01,5.617022501043853477e-01,5.556203378263898651e-01,5.561511016792352047e-01,5.579340672491165387e-01,5.622944222942027892e-01,5.805791956708578061e-01,5.993978141054654429e-01,5.890344774814080253e-01,5.531472780298239966e-01,5.260109726659546459e-01,5.206804263277469147e-01,5.329468453358173763e-01,5.425529401725629475e-01,5.345290400185787050e-01,5.195212372838189374e-01,5.025961382563530755e-01,4.845287201856525727e-01,4.829731876391765155e-01,5.013843409772257287e-01,5.190963198479354723e-01,5.669004494224170188e-01,6.207699329815713485e-01,6.524521194894725706e-01,6.652570064734645294e-01,6.592352056184619391e-01,6.319430834812439501e-01,6.044185121036359520e-01,5.934702367759729924e-01,5.907461565265947900e-01
8.236035452857020100e-01,7.996327074608896579e-01,8.364902330470038727e-01,8.929991274489696984e-01,9.421157583041729344e-01,8.811419588878339759e-01,8.097631609367780259e-01,7.074036380502938259e-01,5.851766199766270660e-01,5.416035668902164923e-01,5.394100578560637738e-01,5.433822192670064721e-01,5.614971763056886278e-01,5.718368932061558274e-01,5.982259853447404740e-01,6.165304846040079445e-01,6.551626267856489605e-01,6.977201035424446252e-01,7.021077202831842445e-01,6.760960793020326376e-01,6.691378337657005737e-01,6.924730270222085871e-01,6.922335485459326643e-01,6.510004240623987748e-01,6.034619764924361585e-01,5.738536091483515955e-01,5.617126075651684980e-01,5.643932322214348929e-01,5.737362107414321066e-01,5.817151691380977319e-01,5.937489812898828490e-01,6.212983891633171440e-01,6.458096086193988450e-01,6.636732320702181109e-01,7.035440298702957396e-01,7.409108824069761123e-01,7.436406241044404286e-01,6.914964903521422235e-01,5.850963020058570496e-01,5.120948898541892724e-01,5.185634510941763420e-01,5.507079881058244419e-01,5.698304747423172945e-01,5.903876386163271484e-01,6.141259693127397723e-01,6.116934319267395281e-01,5.885865059597898963e-01,5.791727166127202953e-01,5.827949304055962676e-01,5.803384499947075170e-01,5.712367555479382908e-01,5.646444802526873197e-01,5.648795640042957311e-01,5.671094683707038620e-01,5.720818812007496534e-01,5.905891875509868827e-01,6.097957648067426906e-01,5.994046611347615405e-01,5.622315938673713154e-01,5.333718036426421394e-01,5.266742909972843556e-01,5.382127894681932867e-01,5.474357133026512834e-01,5.391772563471045610e-01,5.236307872639969219e-01,5.068401340916697251e-01,4.900675714804108574e-01,4.886373448237883999e-01,5.074554846991716772e-01,5.241697959798605755e-01,5.692992297057762885e-01,6.210985491925937740e-01,6.506948639817141666e-01,6.634492437632429906e-01,6.612361185830062382e-01,6.361880659957462880e-01,6.083179554086504126e-01,5.988874214819827069e-01,5.977995232560792127e-01
7.914023835164522014e-01,7.598690492871913449e-01,7.831593762403555870e-01,8.240223849742299711e-01,8.839355858623680895e-01,9.388419668109755367e-01,8.742356364293745186e-01,7.521218074029176748e-01,6.010410952210213376e-01,5.518334784877456656e-01,5.549723143077128773e-01,5.443045451907377874e-01,5.558584733029334757e-01,5.642000507309731239e-01,5.899874586121345299e-01,6.127641380018972184e-01,6.583141473117000153e-01,7.073137723331381910e-01,7.095452463592839543e-01,6.783434032051970375e-01,6.667294913916731458e-01,6.892302543181095809e-01,6.907203832306930691e-01,6.496007448982191734e-01,5.995658048703923493e-01,5.681398217356739000e-01,5.557809413858486591e-01,5.581689678750907380e-01,5.673401468813624726e-01,5.752756273247698893e-01,5.870070929241713031e-01,6.165473214207918273e-01,6.435654994167137044e-01,6.622065820565062877e-01,7.039580624060907121e-01,7.449095423479170641e-01,7.481084212984270287e-01,7.024621570000793014e-01,5.983976473482953695e-01,5.220025405514711059e-01,5.272206315375175256e-01,5.597614623629296737e-01,5.793099938724942666e-01,6.008838971148163788e-01,6.252857535614481099e-01,6.225641690059959821e-01,5.985473887166603557e-01,5.888449319875648236e-01,5.926409463169542979e-01,5.908492439115142769e-01,5.818962822706760241e-01,5.749375706439309175e-01,5.744235833600195296e-01,5.769123700933429522e-01,5.831442771262822511e-01,6.019555154242346440e-01,6.205939979949932628e-01,6.100444486680159928e-01,5.724888800283690626e-01,5.422262616432154125e-01,5.336120035915896676e-01,5.442467096564993501e-01,5.531357056019818863e-01,5.444872591855408617e-01,5.285629096225116230e-01,5.114132577780393651e-01,4.959167394279744845e-01,4.965156254856294415e-01,5.119820289112724243e-01,5.274643725741202660e-01,5.702615394590428988e-01,6.193730912099739694e-01,6.465015785188946706e-01,6.575220523913126724e-01,6.562202795702374303e-01,6.357124138505400035e-01,6.097306445898645899e-01,6.008489120757330992e-01,6.025578503826586330e-01
7.652642306703002495e-01,7.310665196375216723e-01,7.452118659511171028e-01,7.712620004237003002e-01,8.155086886301414761e-01,8.773791494783729217e-01,9.351647571020901273e-01,8.005477947245533965e-01,6.278761116228023242e-01,5.620506574776426012e-01,5.596152299608742053e-01,5.530288525096307417e-01,5.483952845080257710e-01,5.539193277344891531e-01,5.801662692460619608e-01,6.043667460661006352e-01,6.544222854623228391e-01,7.084652529466209936e-01,7.131535913124041892e-01,6.773579706294876601e-01,6.622831973923154480e-01,6.831557024141229340e-01,6.846043606537445259e-01,6.444110313859015005e-01,5.940559981621970076e-01,5.607376875569282104e-01,5.482550018482078569e-01,5.507508667893152854e-01,5.593433229400229800e-01,5.671585984871523323e-01,5.790681860333383169e-01,6.091824477310832098e-01,6.378908272434546944e-01,6.572150612448609541e-01,6.995254570634870106e-01,7.415986310987476848e-01,7.495901116244521045e-01,7.077076529608932187e-01,6.087569054686384762e-01,5.328746367201011580e-01,5.365625147166032116e-01,5.699856412522842364e-01,5.915211397654238645e-01,6.138335041813496318e-01,6.387443682486029228e-01,6.340435398867177996e-01,6.095631622213493195e-01,5.994592497485778937e-01,6.030206813211748118e-01,6.012500617230294164e-01,5.932039854953380376e-01,5.859944397651639658e-01,5.857006122720854746e-01,5.866223385014013303e-01,5.924709515700314899e-01,6.118679328631116965e-01,6.305236202294917103e-01,6.200386074536108350e-01,5.819565719179685681e-01,5.511502434707620246e-01,5.415517830178003811e-01,5.508467904849225771e-01,5.589804634840825903e-01,5.499564090197485156e-01,5.341260168976210698e-01,5.175066058544242065e-01,5.019286918870757841e-01,5.003156048724713978e-01,5.168660882407186685e-01,5.277827424259974309e-01,5.690973531801247765e-01,6.165074709362627914e-01,6.420590527749217014e-01,6.513720641161740987e-01,6.501054994819841504e-01,6.312284437859690955e-01,6.089080274501663670e-01,6.015570503895082410e-01,6.041690368327118366e-01
7.352571057484078576e-01,6.994626090145408259e-01,7.094496526880930132e-01,7.226655903928012048e-01,7.442429418387689344e-01,7.885402081414595310e-01,8.360236526014689362e-01,8.949853202901130178e-01,6.565331735140893521e-01,5.672926886563049997e-01,5.631610507097242202e-01,5.424303901471174694e-01,5.376904174758416755e-01,5.358408651454482641e-01,5.608047489922540763e-01,5.866517660961594327e-01,6.387861185453539425e-01,6.950199940097654405e-01,7.020007935514972486e-01,6.647127700741857215e-01,6.472105628798878740e-01,6.677161298548519586e-01,6.710426723871698584e-01,6.302359907643295678e-01,5.812907222940220109e-01,5.484974702638220068e-01,5.356237698313123241e-01,5.375716694137067098e-01,5.456493969521156728e-01,5.511619169454509137e-01,5.624010551187103024e-01,5.928851995401637209e-01,6.258669712186861744e-01,6.452127136421520470e-01,6.856782965955399156e-01,7.285697365125951563e-01,7.356859294737659871e-01,7.158571278083885048e-01,6.266268392045964974e-01,5.494638392987001296e-01,5.552272858915268117e-01,5.895593150828022377e-01,6.075292401802192543e-01,6.329633153333612539e-01,6.618367964953580929e-01,6.630671797444331883e-01,6.301622757336584613e-01,6.171391827078077652e-01,6.184579202181887947e-01,6.157073611050715156e-01,6.087011122534988772e-01,6.044540562204351319e-01,6.010587441278623100e-01,6.004691804771085106e-01,6.026147455148630483e-01,6.190951029801154970e-01,6.361647517065357471e-01,6.275650832951057412e-01,5.928777294906335538e-01,5.635608976426558225e-01,5.533177406712449509e-01,5.627742347771499398e-01,5.709610356658252339e-01,5.602322060549780325e-01,5.437132117017543509e-01,5.264945209396827419e-01,5.098379841279880864e-01,5.066320590803038426e-01,5.128967770573857887e-01,5.230572111861677698e-01,5.617227048809101397e-01,6.082986680612127994e-01,6.333717116460012564e-01,6.417800983920072255e-01,6.394109441983149011e-01,6.230097145111269663e-01,6.030570214135881901e-01,5.984933693728162751e-01,6.028024912520938416e-01
6.865507240329403738e-01,6.540047081392609263e-01,6.614888249761882166e-01,6.704706485850440156e-01,6.793223497242256714e-01,6.953145713214353707e-01,7.235137024463514921e-01,7.240311580748475251e-01,8.106989848409853483e-01,5.875568564806261662e-01,5.406570383760745946e-01,5.289865977241180461e-01,5.085393722490026969e-01,5.044636655567980021e-01,5.270972333519605701e-01,5.515658390570297165e-01,6.034571249567275419e-01,6.605478241234032932e-01,6.694182550629091955e-01,6.336101349395797389e-01,6.135519697070862533e-01,6.328240898483227239e-01,6.381494605811084408e-01,6.019273894418236681e-01,5.545750259856941922e-01,5.254930589662808460e-01,5.129946883835958538e-01,5.150467647248708758e-01,5.207840905008770394e-01,5.251582122722492363e-01,5.309942441945012526e-01,5.589137173633609290e-01,5.920271584820390176e-01,6.204190145575801951e-01,6.601965292223546111e-01,7.005313947100197947e-01,7.100780114569965606e-01,6.877255181635796299e-01,6.528733683173955082e-01,5.837200853661247413e-01,5.848311725305604947e-01,6.190063679234026894e-01,6.377968688867400315e-01,6.487443734677301732e-01,6.763874848178235144e-01,6.844918200441946210e-01,6.724921445454969948e-01,6.499997670828835394e-01,6.425121377450959681e-01,6.304159540995062372e-01,6.217705188905379154e-01,6.217335885190086175e-01,6.248477269892581676e-01,6.160345749364318779e-01,6.109422469875536166e-01,6.233915367529525575e-01,6.363981509001628289e-01,6.263840635564825732e-01,5.970290081158668993e-01,5.737915181891606320e-01,5.688706716298412847e-01,5.789579107566439342e-01,5.897400404310666477e-01,5.810041024141955335e-01,5.609413446892832500e-01,5.415366925907530993e-01,5.202135577834552382e-01,5.094333680915192897e-01,5.113544081591163692e-01,5.100686108470723346e-01,5.466995031509959135e-01,5.918476230381627401e-01,6.169343063230725566e-01,6.252376634096780128e-01,6.220639412083568409e-01,6.051550522437422197e-01,5.886836932236533260e-01,5.870761048590940057e-01,5.944299796221170773e-01
6.499363382531946343e-01,6.203521492221687472e-01,6.282072646160479223e-01,6.366941603421123475e-01,6.462201042391501060e-01,6.561380449761987643e-01,6.656689084939875212e-01,6.430100775270313207e-01,6.032595542791978627e-01,7.886599152661085688e-01,5.517242254434416848e-01,5.003289466212889058e-01,4.898601342703304828e-01,4.822498419231518452e-01,5.034376573231453822e-01,5.285231540726111898e-01,5.786759351131780527e-01,6.303752220177387677e-01,6.385527136747952692e-01,6.067762003111200064e-01,5.875281996097756476e-01,6.040308392788182879e-01,6.074547189113467249e-01,5.732522790498902898e-01,5.296187709531936516e-01,5.032450676718968063e-01,4.947854213441168492e-01,4.964248098655259511e-01,5.033940349484598009e-01,5.073634220497916791e-01,5.122835099853768615e-01,5.337724918233579530e-01,5.632482301773371614e-01,5.905611992548088773e-01,6.373863663342668184e-01,6.786742577447084646e-01,6.864456088795478639e-01,6.568550281290981285e-01,6.109514835937085442e-01,6.100045804569538266e-01,6.143888290234623684e-01,6.434070648206405840e-01,6.533508269638096388e-01,6.663348611655379727e-01,6.787699875903522306e-01,6.761669577345715831e-01,6.679935191819658113e-01,6.719944772286544632e-01,6.651125162224010845e-01,6.451677066763202850e-01,6.241280587696529381e-01,6.204966514152544521e-01,6.298520015896342805e-01,6.305985477024742547e-01,6.178920355463142222e-01,6.226573991396336938e-01,6.328743280593511766e-01,6.190666028895521755e-01,5.892959413170457683e-01,5.700700657280363126e-01,5.701342760415242239e-01,5.851089001113255472e-01,5.960046683275809221e-01,5.908007587621041390e-01,5.752420982361624580e-01,5.530325195172525188e-01,5.309545444595268338e-01,5.179694648442381144e-01,5.095089800759023957e-01,5.045295942996504968e-01,5.355734965344669529e-01,5.793724001482100094e-01,6.042185268065128900e-01,6.130913789690504156e-01,6.102140910857822842e-01,5.920728901803087307e-01,5.744604963767476757e-01,5.735869277010124945e-01,5.835146421985352161e-01
6.684272975325462607e-01,6.393308843626076543e-01,6.465545867478945663e-01,6.536933266174621560e-01,6.588067181324007704e-01,6.754582707444317657e-01,6.784414409792470790e-01,6.534061737225533850e-01,5.682195885839707028e-01,5.640875733446314433e-01,7.703689726694080697e-01,5.270909737318048016e-01,5.035167987529320932e-01,5.080715026275438584e-01,5.235424210507853005e-01,5.401840179398946784e-01,5.924398270952867529e-01,6.542269350123605109e-01,6.625714422250588154e-01,6.274539872879876246e-01,6.050866380109777287e-01,6.240529696385094249e-01,6.283607499962486909e-01,5.889864818263732538e-01,5.391532407376252722e-01,5.126583366571818567e-01,5.059959108891527446e-01,5.103687604141561307e-01,5.180451646249196740e-01,5.245473785075209783e-01,5.336667082155019948e-01,5.550999649566037419e-01,5.748761083144241502e-01,5.982828122936517667e-01,6.411069373237294755e-01,6.860426764389694343e-01,6.906864540911422656e-01,6.555226162615810370e-01,5.803456209807107413e-01,5.501003171568769057e-01,5.990986901247321583e-01,6.287198497751927961e-01,6.438307677058795475e-01,6.533513502521522964e-01,6.683899409652560575e-01,6.611891897469168722e-01,6.358064152561624383e-01,6.388441011861587526e-01,6.475093178930141358e-01,6.393753271658452197e-01,6.191024782681104899e-01,6.068884545943046271e-01,6.085537120894527474e-01,6.156288829631735293e-01,6.174497306104635985e-01,6.210660579403191051e-01,6.288763674206802046e-01,6.122225269251034829e-01,5.771010712077944138e-01,5.556039300578027307e-01,5.530527785676819796e-01,5.690274659863971962e-01,5.802272347169105116e-01,5.727142168754230100e-01,5.584823851260637406e-01,5.414093435296501999e-01,5.215024211751571048e-01,5.180651206452429047e-01,5.235754274004748021e-01,5.121815543929282288e-01,5.435312685228851359e-01,5.871526477522340803e-01,6.115005397382189400e-01,6.198988079300423726e-01,6.158337351368698975e-01,5.967932978810008837e-01,5.761218694923678774e-01,5.709465058548672811e-01,5.771862409684410666e-01
