7.008559445705273561e-01,7.033453400546407774e-01,5.721760387040183415e-01,4.255199485299259732e-01,4.278699842794710384e-01,4.135538650332369892e-01,5.827028453070688396e-01,5.993546711013943984e-01,6.294505318388697868e-01,5.895183805036611213e-01,5.106757076497230319e-01,4.866338917794719165e-01,5.506616994888408056e-01,5.681217219871540491e-01,5.604529309308758922e-01,5.670260127080589685e-01,5.782777380404551248e-01,5.960878036633876498e-01,6.112646317403142016e-01,5.883373643524634211e-01,5.463310029766129672e-01,5.066759225684211998e-01,4.337427690648983369e-01,4.090648440080408288e-01,4.716247544740299613e-01,5.287418831029644384e-01,4.963448131353617732e-01,4.810952644805451262e-01,5.159534447490824460e-01,4.712785208670443593e-01,5.170765215395553005e-01,4.677984869085529129e-01,4.003538778582092506e-01,4.307959960803517951e-01,4.845506755274466282e-01,5.558835560983119706e-01,5.353042486118141374e-01,5.504598136054951185e-01,5.604343655776307109e-01,4.566039286139020326e-01
4.936806947399719481e-01,5.309112405910166865e-01,7.569578885296210924e-01,6.055149888193029906e-01,4.604903904879403265e-01,4.416443013815071761e-01,4.613763787641489422e-01,6.110496755716199324e-01,5.566152631612686363e-01,6.151780789306795505e-01,5.191277463244312607e-01,5.174864363830828928e-01,4.814720012484514644e-01,5.692073849142967878e-01,6.181292427951776691e-01,6.085101461446359439e-01,5.982579986541055606e-01,5.838584320173699771e-01,5.926164177370496500e-01,6.286199174133871859e-01,5.923803212385039263e-01,5.700896292871517890e-01,5.233972246588314281e-01,4.330992586135640754e-01,4.193893946698381003e-01,5.574941867611145074e-01,5.904349905109742558e-01,5.425185088591021332e-01,5.742337940726922607e-01,6.125311511471626114e-01,5.799538049428673014e-01,6.283923144997485277e-01,5.429191133287044613e-01,4.954447419582784784e-01,5.469224952057795131e-01,5.895827124327455149e-01,6.315163526729796750e-01,5.624424576444980728e-01,6.166562396505675947e-01,6.225870200500837059e-01
5.423666673988392084e-01,3.838901991457829288e-01,5.879157605602055581e-01,7.786426809152066086e-01,5.831710940760612694e-01,4.595550207605394455e-01,4.980153595130271116e-01,4.535699371966664950e-01,5.370463723927408894e-01,4.932399942864583164e-01,5.189584039465096055e-01,4.698022771211012305e-01,4.712415397628733627e-01,4.644390905018918603e-01,5.427603316566180780e-01,5.949379434046669912e-01,5.562873007780434476e-01,5.423633478230630578e-01,5.325099804280348792e-01,5.686872776765304893e-01,5.918811695201953160e-01,5.791422563662554923e-01,5.093515293985280135e-01,4.956900680352119837e-01,4.140366223946880808e-01,4.832463214312444078e-01,5.674255154949073843e-01,5.902005879708303038e-01,5.779417240380465559e-01,6.167846964379961605e-01,6.408248663645851328e-01,6.200983398133856905e-01,6.340134100048556709e-01,5.790350375469331956e-01,5.987075159943932023e-01,6.417062473570054326e-01,6.351400785643860347e-01,6.257471909071868899e-01,5.714754454498164327e-01,6.201749867514343428e-01
5.424997539065854468e-01,3.932801161653057265e-01,4.555267077643107565e-01,5.934112135849441971e-01,7.641778022117807767e-01,5.495860350424196517e-01,4.912160503713773885e-01,5.362266915808322487e-01,4.782324588823425038e-01,5.435386436813457456e-01,5.274019192742968043e-01,5.747991458085146554e-01,4.816794566710099201e-01,4.511094017132031841e-01,5.301895656630098985e-01,5.343256219079021152e-01,5.881081447986014066e-01,5.296105755753276467e-01,5.307303022908430590e-01,6.058526626622722233e-01,6.435469674050934286e-01,6.761057650270899666e-01,6.080178421612425499e-01,4.402155090468321541e-01,4.650634934173059620e-01,4.968925729720284901e-01,5.546074696173269869e-01,6.180376151248458960e-01,6.071637931801152632e-01,6.382089873294423121e-01,6.553158468262108016e-01,6.149973338575337456e-01,5.805124643310195509e-01,5.748963851261257307e-01,6.080844452561849911e-01,6.753283724717170644e-01,7.064470851714763633e-01,6.411794785042296274e-01,6.585969782860113808e-01,5.637647310161171266e-01
5.353238009790212137e-01,3.836186567136784520e-01,4.409033230627145694e-01,4.719269105618043025e-01,5.538971477036367386e-01,7.571762148508794921e-01,5.449134451319018746e-01,5.711945701692705546e-01,5.604361734987618471e-01,5.433905147716510120e-01,5.793578081435090121e-01,6.275661718037512937e-01,6.296500026069405953e-01,4.967543810120867431e-01,5.205643666027262029e-01,5.867500756331996969e-01,5.620321774738394893e-01,6.096546199487111739e-01,5.438858315289756273e-01,5.935436054708703724e-01,6.673831765857297649e-01,7.045217669890264656e-01,7.088209595510468475e-01,5.864959850074339398e-01,4.179232210220794053e-01,5.025057951322554617e-01,5.396207599802437249e-01,6.121558482285935909e-01,6.150517954112683094e-01,6.420845741384004768e-01,6.285965332616059165e-01,6.391540437400449193e-01,5.659875665986491278e-01,5.110724184222527056e-01,5.683757758495397994e-01,6.139651087947488595e-01,7.208486101351569975e-01,6.791795311636131816e-01,6.123933157680254702e-01,6.874324294865916674e-01
6.348632156434725893e-01,5.039354196563510246e-01,4.294238946619230446e-01,4.768042019171396251e-01,4.615578037344084117e-01,5.073219089326634901e-01,8.124372322229107546e-01,5.178250006387914439e-01,6.984685070494873749e-01,5.765610973161543473e-01,5.764773118128900808e-01,5.708326201844693415e-01,6.578880205897832401e-01,5.949840733453257702e-01,5.400067073552333730e-01,5.956212035267245408e-01,6.024518777254734836e-01,6.079875378758483606e-01,6.374504147710711166e-01,6.103446200209254879e-01,6.197176428426848238e-01,6.367941919874119394e-01,5.867090997158902477e-01,6.083247350842840850e-01,5.153615271603089187e-01,5.101316285863226607e-01,5.045057467173080790e-01,5.561982261374825987e-01,5.968185035364990121e-01,5.514765930997678200e-01,6.337139629136707697e-01,5.024254696675747311e-01,5.452595026507647269e-01,5.055004802932920871e-01,5.302915324616436221e-01,6.006944711006586557e-01,5.923758040908565503e-01,6.969578256404690420e-01,5.841822418880225909e-01,5.230386215977474995e-01
5.957967490541860034e-01,5.142804169969811268e-01,5.642813747039066019e-01,4.308538180759279856e-01,4.999082738064528630e-01,5.276288230417865988e-01,5.132397809044381143e-01,8.188768894183535707e-01,5.521472267490293850e-01,7.287387859981621085e-01,5.987571489425217441e-01,6.335802554077086812e-01,5.639947924908691457e-01,6.001164165802604922e-01,6.216571777806020327e-01,5.722159239541212417e-01,6.473370954427657420e-01,6.376580173973356302e-01,6.303448255883394857e-01,6.875498369570465229e-01,6.612212221031240622e-01,6.265879280784159011e-01,5.752111803547009794e-01,4.506748062865753024e-01,4.937280687032529203e-01,5.456260254435216783e-01,5.519051005690083223e-01,5.558592434108413638e-01,5.578315046056894211e-01,5.883640595189347788e-01,5.307547304875066541e-01,5.620913975661198103e-01,4.496217708953993419e-01,4.710533768566885771e-01,5.364922068273526579e-01,5.917168093517227723e-01,6.540119931356707106e-01,5.752438494453140372e-01,6.431513320925152932e-01,5.307493837415679927e-01
6.121813124927035776e-01,5.179974698702590752e-01,4.929742666363896020e-01,4.892686760586022476e-01,4.275932953461694663e-01,4.965014731428785133e-01,6.639479989486126721e-01,5.290185842182584253e-01,8.540039515147878069e-01,5.961085382886931461e-01,6.547861159163300693e-01,5.850093696343124927e-01,6.629737384648862752e-01,5.863420777921366511e-01,5.833012998106691382e-01,6.492232311290813129e-01,5.880062875420901669e-01,6.786320505101214318e-01,6.722700084301701517e-01,6.518041585125933235e-01,6.644692388951253248e-01,6.450536426720540062e-01,5.477440577991022908e-01,5.268432204585083989e-01,4.412152381517354671e-01,5.226671395692079614e-01,5.307778957063838954e-01,5.620742504369904413e-01,5.912195270355523613e-01,5.418439262383012434e-01,5.964337500886472965e-01,4.910934555458810191e-01,4.821866698805662987e-01,4.733777938496439575e-01,5.143680926573197532e-01,6.015301311110745619e-01,5.969053585288536246e-01,6.617956750533890986e-01,5.655357702553959198e-01,5.526361480107089275e-01
5.283074653962203104e-01,4.851358670725203215e-01,5.448412617886997378e-01,4.493594806505948891e-01,4.859843272513498236e-01,4.814003874726474619e-01,5.480656364189583352e-01,6.982129804464473066e-01,5.956383361981694158e-01,8.540039515147878069e-01,6.274202726643608452e-01,6.244220332603036550e-01,5.307854858892206984e-01,5.968081679393946182e-01,6.140959672602112063e-01,5.782601908423539161e-01,6.368903359225246419e-01,6.018809367652877551e-01,6.655578843412953693e-01,7.134416859843316638e-01,6.733890105280313509e-01,6.427059520936604375e-01,5.644866367113045014e-01,4.516835928450806947e-01,4.767678457707545392e-01,5.256322425813573229e-01,5.383111845378526494e-01,5.497599604463110357e-01,5.670060119176532076e-01,5.965140236234559579e-01,5.475774809937348220e-01,5.643157472521074247e-01,4.519261257484536443e-01,4.578874862482680830e-01,5.410818756560948906e-01,5.962039727778817300e-01,6.465766411051825369e-01,5.823129409913923027e-01,6.343883063956445856e-01,5.403045186410802003e-01
5.439293222237504555e-01,4.431724341726545058e-01,4.848471935084376905e-01,4.985740610958143137e-01,4.972731944994398523e-01,5.412560360432658868e-01,5.778710830645257257e-01,6.049622167794648231e-01,6.899510301171871696e-01,6.611155198906166763e-01,8.096223476315870249e-01,6.590741560272602717e-01,6.148708843505860111e-01,5.251879745262422183e-01,5.629910857513019673e-01,5.993629045061025229e-01,5.782141439234216307e-01,6.245874465021478139e-01,6.265774687105486462e-01,6.982796951780328998e-01,7.349035609609119168e-01,7.188063313882711025e-01,6.140550459290492480e-01,5.083505542113786468e-01,4.510058408384495232e-01,5.494948868145875798e-01,5.530441123199281162e-01,5.893760697759167222e-01,6.076364682217255675e-01,5.979356477700363826e-01,6.267692840869403259e-01,5.633481379053774107e-01,5.349993528012089161e-01,4.722076929010043944e-01,5.618290554039495621e-01,6.388961998084152771e-01,6.635687240733811887e-01,6.717397071505750716e-01,6.195535943255630063e-01,5.917667680419249621e-01
