0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203001217138217092e+08,1.191001279997263253e+08,2.351883569150497317e+08,3.864215497459698915e+08,5.468415900834932327e+08,6.750485739722993374e+08,7.751910098651700020e+08,9.820544927248916626e+08,1.371862594351650238e+09,1.560751014307993650e+09,1.544777374541515112e+09,1.479755010026037693e+09,1.360263986821630239e+09,1.295104851657620192e+09,1.211725718295334578e+09,1.198629502668726921e+09,1.103665079056412935e+09,9.679102765533416271e+08,9.352183565516800880e+08,9.910676513717926741e+08,9.984973756323206425e+08,9.282949527313041687e+08,9.308095164263125658e+08,1.050643755064909339e+09,1.192126802274462700e+09,1.283294850083733559e+09,1.321581567800396204e+09,1.306405256671339750e+09,1.268102107693286896e+09,1.235109297144405842e+09,1.203093822648085594e+09,1.129356315528144598e+09,1.061342242533600569e+09,1.023539134298772097e+09,9.192711026632579565e+08,8.124295686506321430e+08,8.145352700395318270e+08,9.944040489724452496e+08,1.381031372379876375e+09,1.673480047048593521e+09,1.633292851372519255e+09,1.492244170576829672e+09,1.415939317965893269e+09,1.335486448477106094e+09,1.244255597780067444e+09,1.253767679655715466e+09,1.343296025482645035e+09,1.380010886709341526e+09,1.366207328741470575e+09,1.378147313858390570e+09,1.414570537099242449e+09,1.436008619990129471e+09,1.432351410159893036e+09,1.427302508853302479e+09,1.411340059052080870e+09,1.336203835261408806e+09,1.261830913535330296e+09,1.301366964075073004e+09,1.444283605686757088e+09,1.554349896136181116e+09,1.570116761520878077e+09,1.510245693937696934e+09,1.466547940948450804e+09,1.498508286473173141e+09,1.562315971362845182e+09,1.642622079089918375e+09,1.739208870638752937e+09,1.760208336434745550e+09,1.681052126418879509e+09,1.594909672437649012e+09,1.384351706513120651e+09,1.167236532646523714e+09,1.050837177219992876e+09,1.018150907564820766e+09,1.046265396581019044e+09,1.141405245348919868e+09,1.245480588737039328e+09,1.289460673399092436e+09,1.294454097080870628e+09,1.130293409438373566e+09
2.394675928453339338e+08,2.375784584027796388e+08,1.172965090572828501e+08,2.498525294803273380e+08,4.425811519518074393e+08,6.057931825016247034e+08,7.318877136643705368e+08,9.504889891569917202e+08,1.346884334572995901e+09,1.532938142491285324e+09,1.520135806862916946e+09,1.459572637460132599e+09,1.353100796743767738e+09,1.291138825404958487e+09,1.195996512981122017e+09,1.168892578605945587e+09,1.067034702511124849e+09,9.318059051507449150e+08,9.027919935887566805e+08,9.647617306611984968e+08,9.722775093045890331e+08,8.990741248243223429e+08,9.051657528588086367e+08,1.034850981699762106e+09,1.188536380526780128e+09,1.288760112099453926e+09,1.330929472715166569e+09,1.317214758484156132e+09,1.278196268647232056e+09,1.244754040999173880e+09,1.205694378538701296e+09,1.120050863857314110e+09,1.044127285737127781e+09,9.993444719836866856e+08,8.869926554933019876e+08,7.761085487490288019e+08,7.800878054484434128e+08,9.638409711267185211e+08,1.350370674271209002e+09,1.649950047842691898e+09,1.611248670211093426e+09,1.469243992516343355e+09,1.391636326828482628e+09,1.310294017629833698e+09,1.218738353142354727e+09,1.228445030488980770e+09,1.318431536855403423e+09,1.355368588117933273e+09,1.341576548882751703e+09,1.353418438577004194e+09,1.390815031681341410e+09,1.414673770439978123e+09,1.411330819868437290e+09,1.405089921410369873e+09,1.388379539965083838e+09,1.313437003221838474e+09,1.238755305891470671e+09,1.279058541161285877e+09,1.424408410577538013e+09,1.538137663547148705e+09,1.557550600564541817e+09,1.499483189671245813e+09,1.456529828081866026e+09,1.490108653242711544e+09,1.555123425358667374e+09,1.634433132071939230e+09,1.726239540985233784e+09,1.740289573026495218e+09,1.656484313724059343e+09,1.569352292368504047e+09,1.357528124340831518e+09,1.139466560956052303e+09,1.020283590632803559e+09,9.826629871456688643e+08,1.011530128517623901e+09,1.109310360939296007e+09,1.214661269919186115e+09,1.259994103439678907e+09,1.268647398065176964e+09,1.112728741582740307e+09
3.500235774077076316e+08,3.815346924959497452e+08,2.431620532878637314e+08,1.246100354268808514e+08,2.814032614333550334e+08,4.787660630824905038e+08,6.437014254422702789e+08,8.997327580666058064e+08,1.307826592196158648e+09,1.494039446494063854e+09,1.486976820434720993e+09,1.444189082862610817e+09,1.347839927061321735e+09,1.295763531472493172e+09,1.193280864837522984e+09,1.144520855407681942e+09,1.026544247958785653e+09,8.876649946422216892e+08,8.653477458748189211e+08,9.384570268934057951e+08,9.508595974672915936e+08,8.722381053020714521e+08,8.789106804072791338e+08,1.017961335355356097e+09,1.184195087614959717e+09,1.293909866951220036e+09,1.340726711868861198e+09,1.327954001463532448e+09,1.289400476656578541e+09,1.255774386208969355e+09,1.211095670014482021e+09,1.114899425680616617e+09,1.031173945683183670e+09,9.731215697241020203e+08,8.513743203827879429e+08,7.357668698514736891e+08,7.352670161322903633e+08,9.182620934894492626e+08,1.310437567473818064e+09,1.615426272970165253e+09,1.581299298880313873e+09,1.439005178028192282e+09,1.360385955893644333e+09,1.277824142239599705e+09,1.185288197408205509e+09,1.194792838369626760e+09,1.285134155759407997e+09,1.322791463637563229e+09,1.308725845934720516e+09,1.319995892879471540e+09,1.357585682835408449e+09,1.383209886330683231e+09,1.380962538112904549e+09,1.373428818603471041e+09,1.355105592302859545e+09,1.279785135460627079e+09,1.204703188196324110e+09,1.245753899052616119e+09,1.393709644989377499e+09,1.512106906072173119e+09,1.536080952072433472e+09,1.481274091358177900e+09,1.439227324864589691e+09,1.474296802905835629e+09,1.541326869079456329e+09,1.619283786505181789e+09,1.705453970632686138e+09,1.713022511468261003e+09,1.624965632096272469e+09,1.543252767728888750e+09,1.335903678530371428e+09,1.122240598021414757e+09,1.005079032314139247e+09,9.593329003085741997e+08,9.807353992593575716e+08,1.080253091209691286e+09,1.185069996818850517e+09,1.228095487293279648e+09,1.238924132053936243e+09,1.087318170710542679e+09
4.567767278586303592e+08,5.262979766444717646e+08,4.202339195703425407e+08,2.663695554214881063e+08,1.403454687826610804e+08,2.978313737237070799e+08,4.966662981935400367e+08,8.147487342431397438e+08,1.261220186464991331e+09,1.443349530453144550e+09,1.452901509647292376e+09,1.435632469520699024e+09,1.358445166882292032e+09,1.315496739569810629e+09,1.209309235414035797e+09,1.138370079399615288e+09,9.953211426036782265e+08,8.471909658406624794e+08,8.324359392137575150e+08,9.212926832132282257e+08,9.456421989105770588e+08,8.649585685190719366e+08,8.657726975622985363e+08,1.010321852664498687e+09,1.188797875582726479e+09,1.307210406626883507e+09,1.357542282044256687e+09,1.346336501069893122e+09,1.307691977298837662e+09,1.275184299957975388e+09,1.226990238802593470e+09,1.120237749818235874e+09,1.029164679533172369e+09,9.649430681427779198e+08,8.276258294718580246e+08,7.058211574292327166e+08,6.971652762689733505e+08,8.682801630413765907e+08,1.261543266472187519e+09,1.575215120034457207e+09,1.545670175006708145e+09,1.404112115826372147e+09,1.323769813151343822e+09,1.240353013792222023e+09,1.147567705999534369e+09,1.156909238199075937e+09,1.247544626141718388e+09,1.285494041533862352e+09,1.270819451986341000e+09,1.280761341750769854e+09,1.317968243003430843e+09,1.345288941477568388e+09,1.344309199646845818e+09,1.335036011046688318e+09,1.314488568726018190e+09,1.239549628924107790e+09,1.164222569772455692e+09,1.204676301399389982e+09,1.355368601654461384e+09,1.479398043758184910e+09,1.509140654197589636e+09,1.458131602701440096e+09,1.418139490291612864e+09,1.453917559463746786e+09,1.522781587992259741e+09,1.599492085850348949e+09,1.678700253015307188e+09,1.685579452754361629e+09,1.596636188132246256e+09,1.520359991926598787e+09,1.325965175704684734e+09,1.120994942661853552e+09,1.011426876900437713e+09,9.657375772119411230e+08,9.736022047231477499e+08,1.064495208285784245e+09,1.169933611250156879e+09,1.206708254410467148e+09,1.210987747674152851e+09,1.060715358938909888e+09
5.506494676126605272e+08,6.463526631742655039e+08,5.752936527611472607e+08,4.555800597116110921e+08,2.903808037086079121e+08,1.485387324600605369e+08,3.163523149601370096e+08,6.704731608077266216e+08,1.198259172581151485e+09,1.399306693977727890e+09,1.385956645187326193e+09,1.431640702481593132e+09,1.382201313114855766e+09,1.347142273804089785e+09,1.241948965973466873e+09,1.152792899053737879e+09,9.840262244601535797e+08,8.150477601793892384e+08,8.076338030859670639e+08,9.134819648841043711e+08,9.541289190752077103e+08,8.760066540855041742e+08,8.709233631031782627e+08,1.015387897596973181e+09,1.204043613604598284e+09,1.330763535496785402e+09,1.382529635956924915e+09,1.372438067867977142e+09,1.334078802771127462e+09,1.301385070264631033e+09,1.253869083646235228e+09,1.138305802633713484e+09,1.037357805943521023e+09,9.701503012658088207e+08,8.262410840246003866e+08,6.931524091119769812e+08,6.830664326645140648e+08,8.312480392306859493e+08,1.208633928624043465e+09,1.530111953935971975e+09,1.506700312354663610e+09,1.365732308489012957e+09,1.284936222204823017e+09,1.198874851748130798e+09,1.105180338226183891e+09,1.115447364561126947e+09,1.208045014318851948e+09,1.246511424366507530e+09,1.231386775025791168e+09,1.238513435324717283e+09,1.274451599486070156e+09,1.302768622948315382e+09,1.304873760124456406e+09,1.294697907589224100e+09,1.269408977323181152e+09,1.194680961101067066e+09,1.122907769703895330e+09,1.163262883740586519e+09,1.312814647404638052e+09,1.440644957710225105e+09,1.478338303088433027e+09,1.431890812092895031e+09,1.393758887791851044e+09,1.430850730867842674e+09,1.500715474919358492e+09,1.578350161513424158e+09,1.650773934071368694e+09,1.647933217868085384e+09,1.575733914829523802e+09,1.505612408783245087e+09,1.321989947976109505e+09,1.127542847216309786e+09,1.026644075349098206e+09,9.868599642132120132e+08,9.915245132170349360e+08,1.066255646798231602e+09,1.164473937281303644e+09,1.199011895410842419e+09,1.192326936515517473e+09,1.038731901192630529e+09
6.296999663390839100e+08,7.373042548812921047e+08,6.921973397380492687e+08,6.113245778855470419e+08,4.800248839925969839e+08,3.079041644365934134e+08,1.577757617925669551e+08,5.236059577988517284e+08,1.095449779899088383e+09,1.356126193133994102e+09,1.366347275569852829e+09,1.394213615972370863e+09,1.414017392894106388e+09,1.390426756788891792e+09,1.281459770642093658e+09,1.185271592062026739e+09,9.979823755185691118e+08,8.112191093185518980e+08,7.956944577109975815e+08,9.169037085117880106e+08,9.698779987770862579e+08,8.968431809420003891e+08,8.918573138581167459e+08,1.034267463136866450e+09,1.225773488050903797e+09,1.361630993718563795e+09,1.414619564605799913e+09,1.403928860048550129e+09,1.367491183160680056e+09,1.334832111340351820e+09,1.285918885028978348e+09,1.166591071259023666e+09,1.058203882032992363e+09,9.879591508702430725e+08,8.411085757123782635e+08,7.036373374890201092e+08,6.784093098100566864e+08,8.137374137519326210e+08,1.168235827581948996e+09,1.481593016724266291e+09,1.465359690675227404e+09,1.323128975952347517e+09,1.235838378714466572e+09,1.148688884036955357e+09,1.055056552960428476e+09,1.072442759735204458e+09,1.165120551486021996e+09,1.204461954753663540e+09,1.190519714910331249e+09,1.197440987537225962e+09,1.229151683774435043e+09,1.257933018731606483e+09,1.259113508847045422e+09,1.255412336740727425e+09,1.232062018907923937e+09,1.156237876561536551e+09,1.085545933039519310e+09,1.125015135027127266e+09,1.274207745881483078e+09,1.402222680961721182e+09,1.443574585256874084e+09,1.403518951088257313e+09,1.369018592388423681e+09,1.407326548600610971e+09,1.476072124146788597e+09,1.550472006722270489e+09,1.622411595863276720e+09,1.629988103905914783e+09,1.553387006978330374e+09,1.504192166994288445e+09,1.326799964776185036e+09,1.138457939947180271e+09,1.042873806567772031e+09,1.008978556345577598e+09,1.013559714875902534e+09,1.082916325453617334e+09,1.167651596908610106e+09,1.196239523221743822e+09,1.186041700628403425e+09,1.012777237126377344e+09
7.238508989702057838e+08,8.413200523041400909e+08,8.079509297937966585e+08,7.645082250730086565e+08,6.952596346053228378e+08,5.591773248473092318e+08,4.215471511709407568e+08,2.611402697693245411e+08,9.904024986166708469e+08,1.334275700477076530e+09,1.351480749267750025e+09,1.439759034895983696e+09,1.460417155338986874e+09,1.468527454255384922e+09,1.361349517540085793e+09,1.255294266678122044e+09,1.054902711708295941e+09,8.563172998449697495e+08,8.327944235074182749e+08,9.612592288044703007e+08,1.024064290089151144e+09,9.506484181603866816e+08,9.389513735253539085e+08,1.086619886856162310e+09,1.276902310899382114e+09,1.413578851384886503e+09,1.469481253834349632e+09,1.460937027679586649e+09,1.425832376236289740e+09,1.402172829251763821e+09,1.354659278336189985e+09,1.230416904670158148e+09,1.102993518328746080e+09,1.031341129640762091e+09,8.881679387177757025e+08,7.453565765167663097e+08,7.224785407896214724e+08,7.867884763811175823e+08,1.100137591182339668e+09,1.409435606592473507e+09,1.384875521868527889e+09,1.243657638154956341e+09,1.172987307261205673e+09,1.076456226741633892e+09,9.714650182064223289e+08,9.670934159319088459e+08,1.086895203689635515e+09,1.136047408870783567e+09,1.131023217710126400e+09,1.141514604268941164e+09,1.168451558259264946e+09,1.184931585464951992e+09,1.198190059256699562e+09,1.200499896490309000e+09,1.192104702580890417e+09,1.128599484838007450e+09,1.064581466236417055e+09,1.096616020324049711e+09,1.230446560502978086e+09,1.349810191319766998e+09,1.392984414521321297e+09,1.353097992913532019e+09,1.319104590837824583e+09,1.363753729106334448e+09,1.434199176709676743e+09,1.509944187506333828e+09,1.585611359312441587e+09,1.600458565263914347e+09,1.571532324999981642e+09,1.525361223468602657e+09,1.357499972107310057e+09,1.170008239502210855e+09,1.074938066129619837e+09,1.043896645129244685e+09,1.052601558242272258e+09,1.113763500206248760e+09,1.190377876044139862e+09,1.208257448735770941e+09,1.191371511449146986e+09,1.003363204419332862e+09
8.851750726234052181e+08,9.994847283414504528e+08,9.727028496203526258e+08,9.409586336131134033e+08,9.100876612377264500e+08,8.553199110312860012e+08,7.617475476817293167e+08,7.600647743760693073e+08,4.939477326732924581e+08,1.251665731950936317e+09,1.447466583607780933e+09,1.498829525261012316e+09,1.591614180191967010e+09,1.610554139004559040e+09,1.507251274451028585e+09,1.400448525181055546e+09,1.188816798390757561e+09,9.760535153804578781e+08,9.446560126709730625e+08,1.074052210788810730e+09,1.149768663648714066e+09,1.076974003417876720e+09,1.057249758437668085e+09,1.194790939644979954e+09,1.387642206262032270e+09,1.514425533686786175e+09,1.571083046092919350e+09,1.561686505908048391e+09,1.535612388282835484e+09,1.515925812415842295e+09,1.489913439132333755e+09,1.369299659380990505e+09,1.233825743190133095e+09,1.123571520604395390e+09,9.773056113162314892e+08,8.377262924451507330e+08,8.058671666130150557e+08,8.811509394265160561e+08,1.003559869173875332e+09,1.267086015638618946e+09,1.262610067908547401e+09,1.128936868077897787e+09,1.058550599370181918e+09,1.018492861788362026e+09,9.202784208957521915e+08,8.922442682829309702e+08,9.338727545276619196e+08,1.013942552032539129e+09,1.041213432246057630e+09,1.085947880547753572e+09,1.118449819144218206e+09,1.118589623584412813e+09,1.106829748139660120e+09,1.140264067551868916e+09,1.159801478500880957e+09,1.112321425124548912e+09,1.063718081017055273e+09,1.101049675082492352e+09,1.214023456857676029e+09,1.307465092739309311e+09,1.327737679278566837e+09,1.286367159826360941e+09,1.242936232529531240e+09,1.278063156677886724e+09,1.360776290106184006e+09,1.443640172912452459e+09,1.538192362473256826e+09,1.587480051665159464e+09,1.578621025444915056e+09,1.584546888543018103e+09,1.421306981240432501e+09,1.234539629322563887e+09,1.136828920410734653e+09,1.105361367509185314e+09,1.117339328053009987e+09,1.182203518249515533e+09,1.247156012789856434e+09,1.253592383210075617e+09,1.224292196529954195e+09,1.007359674862221360e+09
1.014172245796463847e+09,1.123825205054980755e+09,1.094208714295828819e+09,1.062623544668205261e+09,1.027669061983066440e+09,9.918194891850490570e+08,9.578760176738219261e+08,1.039390032993661761e+09,1.189587527371489525e+09,5.588200374399390221e+08,1.399772733784847975e+09,1.629925338919796944e+09,1.679696752651632786e+09,1.716550302336677074e+09,1.615346146545556784e+09,1.500892515135040760e+09,1.287513794053083897e+09,1.086099962597911358e+09,1.055762889678940535e+09,1.175906579498541355e+09,1.251780532502674580e+09,1.186580151498566866e+09,1.173276038789361000e+09,1.309678115853976727e+09,1.496018358739452600e+09,1.616246731833541393e+09,1.656149526330543518e+09,1.648363766158605099e+09,1.615550102758105993e+09,1.597063238826550722e+09,1.574348333517387629e+09,1.477630509185276747e+09,1.351116412915924311e+09,1.239661175380113840e+09,1.060066001155211687e+09,9.123342444376416206e+08,8.855354690398657322e+08,9.892489094980134964e+08,1.159765893785097599e+09,1.163416711238929272e+09,1.146560477160419703e+09,1.037937321697331071e+09,1.001839179430798769e+09,9.555224729267799854e+08,9.120022660046210289e+08,9.210459444179227352e+08,9.496708158887529373e+08,9.356152319802792072e+08,9.598441708526135683e+08,1.031505319557762742e+09,1.109542205165050268e+09,1.123277003722143173e+09,1.088054393729336739e+09,1.085266248513805389e+09,1.133177839537218571e+09,1.115094917263301849e+09,1.076787155423327923e+09,1.128707840942725420e+09,1.244709349474763393e+09,1.322780376410195351e+09,1.322515278311882496e+09,1.261492587508280277e+09,1.218065267453859329e+09,1.238706589628899574e+09,1.301522257260706186e+09,1.394198009056140184e+09,1.490089421252621889e+09,1.548367776872157574e+09,1.587130729988084316e+09,1.610246549833203554e+09,1.469702182679895878e+09,1.284682681104948282e+09,1.185848905751549244e+09,1.151536253196177244e+09,1.162608447844388962e+09,1.233643935000332594e+09,1.304722512751412392e+09,1.308304481728585958e+09,1.267914564297825336e+09,1.037509157323478580e+09
