0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.275999484835209697e+07,4.233346389973977953e+07,7.164006822504885495e+07,1.044951214484693408e+08,1.090716952834628224e+08,8.899779480428536236e+07,7.595548885924348235e+07,7.632099640954691172e+07,9.477096990775610507e+07,1.131778076826869696e+08,1.023695663759516627e+08,9.591943152815118432e+07,1.165111284867217392e+08,1.358004589633916616e+08,1.306006294222226143e+08,1.080662019487439692e+08,8.964926141145351529e+07,8.714974007539346814e+07,8.999514411853598058e+07,8.544832103541229665e+07,8.856819582333126664e+07,1.110595794164494872e+08,1.329159982399553657e+08,1.308514784248104393e+08,1.086553951568343788e+08,9.069704820669209957e+07,9.099892375040379167e+07,9.766394724294497073e+07,1.024388437187322676e+08,1.114931492410770059e+08,1.083773080061302185e+08,9.024628166232238710e+07,1.031610157099969983e+08,1.191704391483394206e+08,1.101553480681760758e+08,1.125214975837692320e+08,1.169242342149154246e+08,1.164857268458016217e+08,1.098707446591401398e+08,1.065585762592403591e+08,1.224101195257775187e+08,1.291422387250555605e+08,1.174517283342077732e+08,1.050579104973227084e+08,1.098505791635592431e+08,1.298011443727879226e+08,1.733896150640423298e+08,2.215213108556172550e+08,2.530008843339006007e+08,1.694818766014141440e+08,1.310744647756145298e+08,1.562516362103421390e+08,1.412403451323419809e+08,1.326890581979266405e+08,1.253415380224010795e+08,1.169825710071598589e+08,1.150776133015668243e+08,1.082422774402097762e+08,9.474711427724140882e+07,7.966622137810011208e+07,7.141439382344102859e+07,8.153604328514096141e+07,1.030123735211882293e+08,1.189260800537775308e+08,1.203123662011463493e+08,1.247248768990835547e+08,1.111265631709858775e+08,1.009735554250046015e+08,1.018789305909597278e+08,9.645990113497160375e+07,8.309123799273571372e+07,6.821087688026079535e+07,7.262392136437690258e+07,9.893756354230581224e+07,1.204287501870023608e+08,1.006892727541948706e+08,6.877398014832088351e+07,5.888602846668420732e+07,6.529432742059049755e+07,7.441721834078267217e+07,7.516780896679227054e+07,7.999208150644244254e+07,1.189434740827779472e+08,1.919701837227618396e+08,1.938261016800329685e+08,1.175713925087953061e+08,7.900690938633951545e+07
9.064123729767289758e+07,7.842281706585088372e+07,3.572936186827914417e+07,5.988102457091324031e+07,8.807670873801946640e+07,8.713504735426461697e+07,7.584968033509537578e+07,7.466539635464239120e+07,8.407332572619713843e+07,1.102393056239013225e+08,1.248655259211219549e+08,1.131148002964613140e+08,9.596204368027064204e+07,9.790495744444432855e+07,1.129306118075770438e+08,1.087650080784026980e+08,9.434593019376748800e+07,8.348865128083267808e+07,8.459627483622081578e+07,8.445449003312517703e+07,8.010649152936846018e+07,9.105464380260226130e+07,1.163476299870996922e+08,1.334487642221730649e+08,1.311393000376062542e+08,1.107120725541016161e+08,8.717922336182880402e+07,8.864530002917826176e+07,1.052465690508899093e+08,1.047181799076337814e+08,8.875109041941154003e+07,7.038054086221726239e+07,7.318741167555010319e+07,9.897000296637949347e+07,1.031951067606730908e+08,1.172309661813507080e+08,1.364959470705842972e+08,1.258073953592041433e+08,1.042009489419129193e+08,8.255682048600575328e+07,1.024789746301103830e+08,1.311315053606473356e+08,1.413340269084227085e+08,1.195319997619408667e+08,8.904480307890157402e+07,9.137799920559963584e+07,1.487570087380180061e+08,2.278862770947649479e+08,2.598563219314754903e+08,1.951417693266195655e+08,1.552050793968160152e+08,1.523229649463730156e+08,1.190914404368062019e+08,1.049211675419611335e+08,1.177259570615173876e+08,1.099368942524479628e+08,9.846361637159389257e+07,9.616193369766694307e+07,9.182282715082693100e+07,8.918802309558756649e+07,8.322543549847751856e+07,7.298479186727911234e+07,7.886159061557319760e+07,1.126202990959371030e+08,1.405711144456110895e+08,1.320285920191731602e+08,9.413015781189873815e+07,7.418704308159250021e+07,8.287723357158361375e+07,8.980835361230589449e+07,8.579038255097898841e+07,7.350251451471593976e+07,7.057485822674623132e+07,8.788492373770508170e+07,1.015665949145282805e+08,9.520724482710433006e+07,7.200803062328395247e+07,5.674347204027870297e+07,5.250080998570628464e+07,5.733407656289894879e+07,6.026976219210825115e+07,6.891963110764817894e+07,1.255176990647575855e+08,2.182291643693073094e+08,1.975572178610911965e+08,9.878724157762491703e+07,5.355071978825175017e+07
9.782386926985198259e+07,1.171131859257746041e+08,6.589498701675786078e+07,2.986472303762264177e+07,4.869175261557970941e+07,6.333736923460972309e+07,6.259159125994123518e+07,7.091492572973822057e+07,7.958842187204481661e+07,9.409712845116525888e+07,1.274253524301905036e+08,1.416299816501334012e+08,1.203302129589203149e+08,8.889523553493134677e+07,8.599655885152047873e+07,9.141327443695732951e+07,8.658546111685127020e+07,7.308934856267936528e+07,6.717836412462334335e+07,7.055640493227466941e+07,7.183456884044893086e+07,7.140987148226475716e+07,8.110028998460049927e+07,9.741252227988693118e+07,1.185604107880934179e+08,1.263179140829847753e+08,1.057646350441290289e+08,9.342889561871844530e+07,1.167566961749897897e+08,1.269937021895567775e+08,9.958758951191473007e+07,7.234155062864923477e+07,6.064918740887814760e+07,7.082576997060874104e+07,7.694300209615460038e+07,9.306623922507628798e+07,1.323791670775389671e+08,1.393020055316241384e+08,1.163229515992697477e+08,8.714955523727732897e+07,8.658245956342914701e+07,1.158466237697539330e+08,1.481264369211799800e+08,1.451367335018018782e+08,1.071226884759579301e+08,8.037679792576974630e+07,1.136245658786928356e+08,2.058872020967618823e+08,2.474207108631241024e+08,1.993827218968058228e+08,1.863791840005497038e+08,1.906262409780241847e+08,1.433870453915960491e+08,1.065982080954908878e+08,1.100684908109939396e+08,1.110572682912976444e+08,9.029859205935999751e+07,8.054395484412616491e+07,7.602959624176731706e+07,8.372733378204476833e+07,9.322805175078976154e+07,8.860164041150346398e+07,7.704441594861906767e+07,9.927661137829367816e+07,1.492723048506971002e+08,1.620703763853646517e+08,1.130053724081782401e+08,7.212837267872212827e+07,7.179655679903779924e+07,8.441514503057274222e+07,8.762463531231859326e+07,8.242545436806380749e+07,8.275812788959050179e+07,9.345969500614297390e+07,9.844758076059463620e+07,8.883235091850522161e+07,7.433236056908500195e+07,6.465760301272536814e+07,5.584351569487178326e+07,5.216958291707727313e+07,5.239666908066411316e+07,5.699547991143669933e+07,1.194523509825626463e+08,2.404566700801456273e+08,2.390370524572460055e+08,1.167874424486800581e+08,3.277350276944473758e+07
7.761976174094462395e+07,1.272423315108594596e+08,9.964324293395546079e+07,5.439364798085920513e+07,2.428424891692778096e+07,3.116827084203870222e+07,3.922847364396175742e+07,5.682073199354312569e+07,8.030400504228453338e+07,9.061723267234513164e+07,1.128235864438084066e+08,1.486575783866825402e+08,1.458723675676748753e+08,1.077580961059155464e+08,7.871000013287645578e+07,7.353959810834351182e+07,7.702897338286553323e+07,7.133943436509519815e+07,5.988027466285713017e+07,5.835262436139744520e+07,6.540553274161987007e+07,7.013735135353687406e+07,6.894320812229470909e+07,6.965638278499390185e+07,8.732331123652388155e+07,1.159456530295340121e+08,1.190313010745755881e+08,1.064252862413007915e+08,1.204289169477971196e+08,1.406902585291702449e+08,1.150186273728407621e+08,8.267966840366482735e+07,6.709795302925655246e+07,6.168953266311476380e+07,6.012874516639520228e+07,7.330766892070677876e+07,1.115475693435520232e+08,1.379262049071532190e+08,1.246553731170468330e+08,9.845422509140920639e+07,9.276418715966787934e+07,1.041654414159497768e+08,1.377581201368713677e+08,1.538822975737629235e+08,1.274154476038959920e+08,9.376427659320886433e+07,1.031241318613567948e+08,1.779122057462791800e+08,2.325900300816611946e+08,1.837807276539003849e+08,1.948507221177425683e+08,2.169088398516613841e+08,1.731865461724893451e+08,1.259506587770012021e+08,1.132443657743773460e+08,1.119556777034364641e+08,8.947940062699018419e+07,7.378050797568282485e+07,6.518438359949324280e+07,7.073596802548590302e+07,9.045710496909168363e+07,9.975819260191765428e+07,9.080496786318382621e+07,9.643385762209007144e+07,1.393147361698534787e+08,1.723867459877918065e+08,1.343959293112607002e+08,8.614182174884158373e+07,6.983825476638856530e+07,7.786526818199604750e+07,8.586105048284706473e+07,8.507448540611685812e+07,9.223084399153716862e+07,1.060221074313927442e+08,1.031462671719987988e+08,8.465559046884737909e+07,7.159625274233341217e+07,6.748651956000871956e+07,6.323888026726165414e+07,5.602788222990427911e+07,5.157296245525924861e+07,5.241495747014239430e+07,1.073578042081479728e+08,2.380579416628046930e+08,2.609036782894958854e+08,1.422383782964832187e+08,3.052580912476055324e+07
6.684833282408414036e+07,1.158642952708763480e+08,1.073974457893949598e+08,7.773512883908356726e+07,3.998555632581768930e+07,1.554468686748622917e+07,1.593645731234041229e+07,3.571558264634498954e+07,7.131875979578293860e+07,9.524574824702699482e+07,1.092024011298710704e+08,1.349878838769196868e+08,1.443925525122337341e+08,1.193065791937759817e+08,8.722127152534522116e+07,6.965314691041010618e+07,6.962532818714477122e+07,7.280357326044812799e+07,6.575405102474460006e+07,5.787287977908502519e+07,6.176609035794059932e+07,7.373990292897644639e+07,7.787257012762650847e+07,7.192871068881887197e+07,7.345777920510557294e+07,9.494997572481189668e+07,1.096253097999984473e+08,1.089992918389214426e+08,1.180848364622463584e+08,1.317032526037500352e+08,1.123388434527180195e+08,8.022860092052868009e+07,7.190794720577450097e+07,6.691651913201711327e+07,5.971845034980966151e+07,7.051243492757007480e+07,1.026168030108500421e+08,1.252238075193640888e+08,1.183598378529425561e+08,9.680210092051199079e+07,9.756674618070694804e+07,1.092954617931255847e+08,1.298594945261875987e+08,1.460650903780188560e+08,1.284967281108538657e+08,1.024056687107873410e+08,1.126873820964098126e+08,1.704250553193038106e+08,2.269516982225551903e+08,1.726284842972198427e+08,1.806836317286582589e+08,2.120705145401271582e+08,1.744390927542466819e+08,1.334705532255531996e+08,1.186962961422926933e+08,1.114189990227374434e+08,9.132994839696125686e+07,7.232362898020511866e+07,6.392596029920950532e+07,6.511028998983819038e+07,8.096115116379624605e+07,9.452964809528189898e+07,9.464240159844782948e+07,1.016919540956939906e+08,1.308576467232445031e+08,1.602090976350871325e+08,1.335929038009717464e+08,9.247371781152558327e+07,7.150696860792803764e+07,6.896199410152870417e+07,7.683860374594336748e+07,8.020059900021845102e+07,9.084116442234827578e+07,1.096657461284838468e+08,1.074099076997457445e+08,8.181804784021712840e+07,6.457050148770609498e+07,6.289732374622932076e+07,6.235634462981200963e+07,5.817534635133972764e+07,5.170149462332130969e+07,5.157769969932737947e+07,9.950427681338609755e+07,2.233907840654780865e+08,2.517769435033264756e+08,1.456677630647581816e+08,4.041577729302795976e+07
6.878211671915006638e+07,1.103806345929510891e+08,1.036707240373423398e+08,8.454799613153168559e+07,5.560440439485735446e+07,2.357282601379445940e+07,7.948058458323803730e+06,1.872370157522874326e+07,5.664039365063889325e+07,9.142539049897336960e+07,1.128658691312341094e+08,1.300311971396591365e+08,1.352548843583248556e+08,1.156340111484372914e+08,9.148552863704797626e+07,7.336963451538628340e+07,6.983787400445051491e+07,7.225892754757657647e+07,7.060703796959173679e+07,6.398358941590611637e+07,6.378162343408894539e+07,7.494893592203491926e+07,8.581132329581847787e+07,8.240384225443997979e+07,7.839630393294797838e+07,8.783830795128077269e+07,9.716871053413146734e+07,1.006680494282047749e+08,1.140749407751193345e+08,1.230823663269037455e+08,1.020067967241790295e+08,7.457819409325841069e+07,6.667523773428240418e+07,7.001775816666632891e+07,6.463606150542524457e+07,7.444233346800044179e+07,1.060498387164191902e+08,1.215715092675329745e+08,1.097546057915842533e+08,8.834922138118162751e+07,9.273906237072582543e+07,1.108813752977965027e+08,1.338243615478709042e+08,1.423592590324169099e+08,1.242340117352425307e+08,1.008818624646569937e+08,1.153324938307896405e+08,1.790589554697380960e+08,2.241664493731763959e+08,1.736567218718276024e+08,1.703063593639661968e+08,1.990866323664261997e+08,1.648268067048080564e+08,1.272854421203126311e+08,1.189392050461456478e+08,1.123501306008358002e+08,9.075781689734265208e+07,7.364254296196460724e+07,6.418646670753822476e+07,6.654989789991984516e+07,7.719145921332308650e+07,8.719254470135228336e+07,8.866798388286247849e+07,1.003093285670887381e+08,1.304426416434236318e+08,1.519581342466334701e+08,1.248669497826247215e+08,8.867291471569988132e+07,7.047268059064266086e+07,6.505814359559591860e+07,6.786222448257140815e+07,7.272199428788737953e+07,8.536936445891410112e+07,1.070976803776796907e+08,1.072438205268794894e+08,8.157860288414585590e+07,6.028919552920191735e+07,5.728444710848723352e+07,5.807394928590326756e+07,5.553784778845626116e+07,5.105681930202493072e+07,4.979852458518686146e+07,9.662859090097703040e+07,2.123771414690865278e+08,2.421778374100177288e+08,1.393494807267632484e+08,4.618589968129368871e+07
7.159705874972397089e+07,1.093629981981883645e+08,1.011032961118232012e+08,9.148818665626253188e+07,7.181351879937256873e+07,4.196880740273288637e+07,1.738029792245421559e+07,9.338152875475710258e+06,4.086002454630823433e+07,8.783585707790312171e+07,1.166988061163681448e+08,1.343974008997938633e+08,1.328196119242260009e+08,1.163387911216233075e+08,9.525901488032324612e+07,7.692586893064635992e+07,7.055730532484894991e+07,7.357613560744972527e+07,7.348198644372676313e+07,6.846067896851822734e+07,6.592151481391194463e+07,7.623525014899539948e+07,8.970257220001269877e+07,9.353140955533540249e+07,8.809775873856623471e+07,8.928987847364243865e+07,9.446521699984265864e+07,1.006539577299346179e+08,1.147653474555561841e+08,1.252356260099109858e+08,1.037165093372434974e+08,7.208286881773176789e+07,6.710470173511694372e+07,6.993344737546558678e+07,6.620102273554779589e+07,7.994952051306352019e+07,1.119615590306165814e+08,1.281807195312836766e+08,1.093043870309139490e+08,8.147259994808961451e+07,8.505619863954183459e+07,1.099606453383383900e+08,1.389185754109321535e+08,1.485568185799824893e+08,1.278797012881407738e+08,1.024655006743473411e+08,1.179299282652622908e+08,1.764358278154413402e+08,2.303808395423724949e+08,1.738054209525520802e+08,1.712290786912367344e+08,1.959476712668383420e+08,1.601008096869886220e+08,1.285057543537931144e+08,1.201576351384053528e+08,1.155711251812343895e+08,9.352327823858727515e+07,7.330491357506512105e+07,6.685134132420332730e+07,7.148945996731242537e+07,8.082922620550814271e+07,8.447697417898884416e+07,8.502662611911842227e+07,1.003148523188923597e+08,1.327431329334270507e+08,1.544437088974761367e+08,1.237971690057544112e+08,8.964049786275449395e+07,7.362481255807743967e+07,6.428917662489343435e+07,6.559646313554516435e+07,7.039945132417824864e+07,8.393627821034836769e+07,1.057534886881382018e+08,1.101398127393249571e+08,8.569413382987123728e+07,6.336879661950834841e+07,5.779721978395032883e+07,5.678033277882727236e+07,5.492585792575134337e+07,5.004291295446959138e+07,5.156954759940697253e+07,9.658888651213259995e+07,2.109463002378665507e+08,2.395451403499307036e+08,1.431611198223068118e+08,4.385020315428374708e+07
7.862410505479362607e+07,1.168280280762251616e+08,9.952628186320555210e+07,8.917673917839673162e+07,8.431184822794158757e+07,6.658704093199844658e+07,4.431204637769196928e+07,2.992177169051322341e+07,2.037829721735751256e+07,6.517645313423448801e+07,1.213034818931534588e+08,1.501517713739765584e+08,1.444579562453188598e+08,1.163567646766991913e+08,9.853782508691108227e+07,8.400998681382977962e+07,7.197824862650528550e+07,6.986138747765409946e+07,7.300248468378014863e+07,7.085583454617437720e+07,6.911592833571460843e+07,7.274288897731646895e+07,8.457113047782538831e+07,9.461815946114405990e+07,1.033796903920052201e+08,1.056757237394017577e+08,9.914847858961246908e+07,1.051514876255976409e+08,1.295162458863007724e+08,1.410885846083561778e+08,1.174395343024769425e+08,8.377470914606297016e+07,6.783980401416365802e+07,7.058544885256472230e+07,6.420749561290907860e+07,7.690423116545821726e+07,1.186677598475507200e+08,1.431235755385845006e+08,1.250157780849430263e+08,8.578200860161209106e+07,7.641207841517150402e+07,9.799528389006689191e+07,1.416870613862001002e+08,1.624184241772668660e+08,1.413795270101357400e+08,1.110250031934717596e+08,1.193550089034003317e+08,1.779113140505574644e+08,2.211760599676121473e+08,1.816559548903918862e+08,1.816406713395922780e+08,2.078131662816564739e+08,1.677501602499587536e+08,1.309114867590103596e+08,1.275921432588177174e+08,1.233287842532644868e+08,1.002412729160193205e+08,7.381382133500711620e+07,6.407037811324886233e+07,7.701327800206509233e+07,9.497882735128661990e+07,9.592670348042002320e+07,8.504909740356683731e+07,9.899887772950780392e+07,1.401192678708009422e+08,1.674146674688990116e+08,1.348307915966729224e+08,9.559363863832226396e+07,8.346107894679777324e+07,7.499914053016175330e+07,6.800970371308737993e+07,7.192871852429611981e+07,8.829339979426045716e+07,1.105464129188126177e+08,1.139492318939526379e+08,9.336628084286089242e+07,7.314432641599464417e+07,6.715407189853611588e+07,6.338664946043387800e+07,5.822607897304745018e+07,5.296567354808164388e+07,5.241081170761080831e+07,1.031985632412357628e+08,2.168458545301145911e+08,2.485959025923444033e+08,1.517167308680493832e+08,4.596410213217979670e+07
6.345484050490936637e+07,1.231680651710568070e+08,1.136254610808105171e+08,9.161864507741795480e+07,8.255827517790296674e+07,7.844722870314326882e+07,6.703024254592723399e+07,6.483080354200889170e+07,5.321154394022205472e+07,3.250573508680396527e+07,8.501386995838421583e+07,1.475616095075585842e+08,1.659299623183376789e+08,1.341914451390283406e+08,1.036522807755451500e+08,8.986372116302838922e+07,8.437307018697583675e+07,7.302212949512937665e+07,7.021640794683451951e+07,7.266655001473011076e+07,7.544053222290168703e+07,8.118310455002108216e+07,8.524027349762679636e+07,8.546981518859075010e+07,9.605871511801031232e+07,1.168269050119211376e+08,1.166073057284713387e+08,1.039204813806967288e+08,1.287618250294446945e+08,1.562646096555775702e+08,1.322157502476035953e+08,1.060950688684433103e+08,8.662677984588915110e+07,7.899273163299220800e+07,6.960912059896722436e+07,6.802199820467188954e+07,1.055146660126729906e+08,1.419215298575868607e+08,1.432923596340153813e+08,1.119278780200679302e+08,8.799176068347239494e+07,8.540304684391030669e+07,1.190113031181890070e+08,1.575469339364680648e+08,1.581345403734869957e+08,1.333706525108219683e+08,1.299228883835474849e+08,1.892825246821868122e+08,2.143523256035838723e+08,1.633998168681473732e+08,1.781144100478879809e+08,2.157185405303659141e+08,1.839212309560439289e+08,1.366308663236959577e+08,1.291719835123883635e+08,1.337363270509215295e+08,1.148156768364909589e+08,8.676567957157577574e+07,6.126411292184630036e+07,6.694550279130102694e+07,9.584496773042669892e+07,1.156713699185103774e+08,1.015201940402026474e+08,9.628344589081770182e+07,1.329815808477637619e+08,1.698657711978247762e+08,1.478176376350254714e+08,1.065709322754116058e+08,8.865588159689414501e+07,8.682773519628317654e+07,7.794078965967774391e+07,7.309536444176703691e+07,8.814614293862459064e+07,1.179032782306376398e+08,1.198107382495574653e+08,9.642883800234356523e+07,7.825951644720970094e+07,7.656123444826039672e+07,7.489573230434067547e+07,6.741177278084224463e+07,6.122812102098066360e+07,5.535451289531812817e+07,9.909279654282239079e+07,2.161047578566929102e+08,2.492140073600192666e+08,1.599468549505500495e+08,5.538795340610228479e+07
