0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.891705718252002820e+07,2.862860953712439165e+07,5.349818509365545213e+07,5.132313620973665267e+07,6.172351706663367152e+07,6.692898704475818574e+07,7.915517667331171036e+07,7.050373875490841269e+07,5.483784038911841810e+07,4.777221197351595759e+07,4.531127903785824776e+07,4.695395270582713187e+07,4.724564170623774827e+07,5.327019091226828098e+07,5.631439955507209152e+07,5.328218038938221335e+07,4.556940227962896228e+07,4.837389417799445987e+07,4.554934100522375107e+07,4.451176739387932420e+07,3.619890535681326687e+07,3.744998364163399488e+07,4.883397955155598372e+07,5.434441493827973306e+07,6.256444622810648382e+07,7.055066818307697773e+07,6.962422044904702902e+07,6.172326923463495821e+07,6.044094968117593229e+07,7.355576958748044074e+07,6.795861838547492027e+07,6.355926126251202077e+07,5.845571578345772624e+07,5.751284581122261286e+07,6.047386300499375165e+07,5.529705374996244162e+07,5.949386126353806257e+07,6.322620606454598904e+07,6.331103663727334142e+07,5.937300014027382433e+07,6.959611273371620476e+07,7.606269462581518292e+07,7.834658262230768800e+07,8.005776034667861462e+07,7.573478492528289557e+07,5.954884289080489427e+07,6.048138313824774325e+07,6.832454866650165617e+07,7.561340095568275452e+07,6.735653777687487006e+07,7.250909303698894382e+07,6.914231964355485141e+07,7.543438031687173247e+07,8.301112777532044053e+07,8.068658021317692101e+07,7.557879682531636953e+07,8.157322294657373428e+07,8.155257567597660422e+07,8.722464864414238930e+07,8.547621180208146572e+07,8.382865651045538485e+07,9.048707897606903315e+07,9.434587407993893325e+07,9.637390997802662849e+07,9.521664897923272848e+07,9.118475043547546864e+07,9.300969023940572143e+07,9.245406150454197824e+07,8.579104938666841388e+07,7.348165986568269134e+07,7.713865771060512960e+07,9.299337883603945374e+07,1.007476133385785520e+08,1.038921429950958341e+08,1.038400379204989076e+08,1.062416464264952540e+08,1.121529764584800452e+08,1.109255233225476444e+08,1.007754921844103634e+08,9.961406230144426227e+07,1.083847580293441564e+08,1.157266803742993772e+08,1.115634658532989621e+08,1.080866299166737497e+08,1.107274025387220085e+08,1.020876143528290093e+08,1.002049773430558741e+08,1.028109901273605078e+08,1.075491620733994842e+08,1.060566567563453168e+08,9.728926099611428380e+07,5.251863804344213754e+07
3.075661138791093230e+07,5.683551461935640872e+07,2.541837187077732384e+07,5.522181383236885071e+07,5.440996525223084539e+07,7.067079480143785477e+07,7.368694583035217226e+07,7.331937226960662007e+07,5.830279559953197837e+07,4.802965845410069823e+07,4.399527178444954753e+07,4.656482838154423237e+07,4.894460966872332245e+07,5.522746427547055483e+07,5.319762265911443532e+07,5.432525415943467617e+07,4.706999486862210929e+07,4.419221960743662715e+07,4.699808587010810524e+07,4.484410339920136333e+07,3.565660201678311080e+07,3.733992218295223266e+07,4.640783015567860007e+07,5.906060614163397253e+07,6.321650600458613038e+07,7.091355175561590493e+07,7.635657115892285109e+07,6.578480383769555390e+07,5.941189631465335935e+07,6.591251638546653092e+07,7.475086456051559746e+07,6.281182679576539993e+07,5.845609241491293907e+07,5.802360034061104059e+07,6.062462340318195522e+07,5.883616445431180298e+07,5.436178221837517619e+07,6.450172952710377425e+07,6.169310078017988801e+07,6.263917736167758703e+07,6.429750333628319204e+07,7.809148949122267962e+07,8.074088219931483269e+07,8.173154641597229242e+07,7.661285093784481287e+07,6.123652954631207138e+07,5.734905255391712487e+07,7.269027618063601851e+07,7.272503704795143008e+07,7.653488911704801023e+07,7.014433385493250191e+07,7.244110878788416088e+07,7.386588790732681751e+07,8.310905076423996687e+07,8.299619589015930891e+07,7.940577321331569552e+07,7.518323996373870969e+07,8.249976408205132186e+07,8.226136926721137762e+07,8.599674623764935136e+07,8.874064813823823631e+07,8.796145793743625283e+07,9.710251779008673131e+07,9.999453536340612173e+07,9.451897860564605892e+07,9.238454038017523289e+07,9.429509852510237694e+07,9.210851934686446190e+07,8.268158103464373946e+07,7.198498848791289330e+07,7.320629502250693738e+07,9.545807478500908613e+07,9.848583991689020395e+07,1.037275902485289872e+08,1.065247393116777688e+08,1.046642099251262099e+08,1.082455410804313123e+08,1.153959067348054647e+08,1.031928534223603904e+08,9.544356131678369641e+07,1.055198703937535584e+08,1.140378330772665888e+08,1.163952800411545783e+08,1.105082141747774780e+08,1.086690829538168907e+08,1.040820156892760992e+08,1.038644344054979384e+08,1.008198649402360320e+08,1.103620062452987731e+08,1.042943275199083537e+08,1.069553770120057166e+08,4.426463904171198606e+07
3.558568179990433902e+07,5.576704892544972152e+07,5.645548888173485547e+07,2.430622796121741086e+07,5.981036778515885025e+07,6.386182961892640591e+07,8.231974707174730301e+07,7.425306827581852674e+07,6.203065476746451855e+07,5.085113288255682588e+07,4.487977437717044353e+07,4.802312528009074926e+07,5.354089094211421907e+07,5.441915357827904820e+07,5.873857395401178300e+07,5.346217724649976194e+07,4.939795279422876239e+07,5.276228360329256207e+07,4.591208355469360948e+07,4.746756189248235524e+07,3.940213955105963349e+07,3.750380304812169820e+07,5.182912233393778652e+07,5.911155337309780717e+07,6.931187881295754015e+07,7.565715581721802056e+07,7.540131289420509338e+07,7.159315970129238069e+07,6.292422076278895885e+07,7.152020140814162791e+07,7.229803299944104254e+07,6.955039129096850753e+07,5.993234735999092460e+07,6.064241264446921647e+07,6.419233191742748767e+07,6.040188624561488628e+07,5.943087160623852909e+07,6.130523701450151950e+07,6.765591429113489389e+07,6.166829062581199408e+07,7.092922189898000658e+07,7.542579776223568618e+07,8.449447283988793194e+07,8.580134765092045069e+07,7.680028702932673693e+07,6.247797513277047127e+07,6.274009740711608529e+07,7.150568667108398676e+07,7.887183217689451575e+07,7.369576728821097314e+07,7.808306630085858703e+07,7.346253388590952754e+07,7.756296315047895908e+07,8.386344899762995541e+07,8.623804087620440125e+07,8.108579187145943940e+07,8.274788907145301998e+07,7.899397539881643653e+07,8.848702096194353700e+07,8.472419934307096899e+07,8.820119006184414029e+07,9.415145237801152468e+07,9.801238778827819228e+07,1.023144736195928156e+08,9.743034399730697274e+07,9.379210831532740593e+07,9.688756075915372372e+07,9.414772895833937824e+07,8.676935799438577890e+07,7.262485039174021780e+07,7.745898356525662541e+07,9.411497324471798539e+07,1.045098386722235978e+08,1.029541505976133645e+08,1.085813510243405104e+08,1.072531039560443163e+08,1.131866199366111904e+08,1.140616456735400259e+08,1.036752312788900435e+08,1.029409971804334521e+08,1.071248617759640962e+08,1.133611800049571693e+08,1.151798859034002721e+08,1.123494729118955433e+08,1.160570084862947613e+08,1.075975801751435995e+08,1.039125337886263430e+08,1.068693988452818692e+08,1.084076094461031705e+08,1.111430032152296007e+08,1.068920670018116236e+08,4.134544742856689543e+07
3.763259043269586563e+07,6.380018039173363149e+07,5.327639091098374128e+07,5.756464953435182571e+07,2.668537307741148770e+07,6.769568077310411632e+07,7.568990596128064394e+07,8.140979288776309788e+07,6.709091242756548524e+07,5.643985098907178640e+07,4.889723043316805363e+07,4.859587150269109011e+07,5.428426257145825028e+07,6.199514492547030747e+07,5.567590347471439093e+07,5.826534196862069517e+07,5.171386685229656100e+07,5.294448008785492182e+07,5.546964488074431568e+07,4.983915242669002712e+07,4.157450747195334733e+07,4.155903326532380283e+07,4.873043857990975678e+07,6.444236810502476990e+07,6.878519819533781707e+07,7.892541492134022713e+07,8.032807309751658142e+07,7.045239041609381139e+07,6.682137319713218510e+07,7.160865176838940382e+07,7.915331407626999915e+07,7.157490365457335114e+07,6.536725220827198774e+07,6.224982336821211874e+07,6.639497423702999949e+07,6.444914355237933993e+07,6.133089412322033942e+07,6.670477027254588902e+07,6.410703755918777734e+07,6.985407936553844810e+07,6.808248211638019979e+07,8.318135588003253937e+07,8.532879847925455868e+07,9.012776304672674835e+07,8.145000455580495298e+07,6.388219971568140388e+07,6.316220804137507081e+07,7.718696945961061120e+07,7.970141569060289860e+07,7.994767816163885593e+07,7.594302355599437654e+07,7.808508214162789285e+07,7.879701454576298594e+07,8.774875929426115751e+07,8.717862021298071742e+07,8.473281698939794302e+07,8.311314317269402742e+07,8.767230379377320409e+07,8.559905792038488388e+07,9.209886769956248999e+07,8.725134862053400278e+07,9.248402382906690240e+07,1.008659568000629395e+08,1.034111704191524982e+08,9.809817972433422506e+07,9.545754591229714453e+07,9.769835686891555786e+07,9.679361005785942078e+07,8.721976171654981375e+07,7.621465300567047298e+07,7.802732948169249296e+07,9.940376928118674457e+07,1.044591034353311062e+08,1.075052568292412460e+08,1.067162962683731318e+08,1.076856830875811279e+08,1.117447876994644552e+08,1.211049276019055247e+08,1.071192757567738891e+08,9.732750780295431614e+07,1.143489635500710905e+08,1.176227845056574941e+08,1.183692567922212332e+08,1.127011851158432961e+08,1.163489965267704278e+08,1.134982582211423218e+08,1.106390659993496537e+08,1.047159371805726886e+08,1.142866327253341526e+08,1.113239909557037950e+08,1.133452193253294826e+08,4.938180177737572044e+07
4.291941177414577454e+07,6.504815534767831862e+07,6.557972543801092356e+07,5.765861634593955427e+07,6.387161261631134152e+07,3.066275500925051048e+07,7.697396495308816433e+07,7.913023940173655748e+07,7.281675428792643547e+07,6.285827699454452842e+07,5.447662155406765640e+07,5.451438421564817429e+07,5.961333635267005861e+07,6.139787821744397283e+07,6.592633057514645159e+07,5.992677599767533690e+07,5.511092340594961494e+07,5.999856655836346745e+07,5.838251154483427852e+07,5.846443569918542355e+07,4.761616362177956104e+07,4.456145729169908911e+07,5.519238484032357484e+07,6.357343988577702641e+07,7.290892765023428202e+07,7.898041790887829661e+07,8.436496674627977610e+07,7.642065914494562149e+07,6.654071334724854678e+07,7.550253554734864831e+07,8.244666274707035720e+07,7.721055012903815508e+07,7.004548728996805847e+07,6.797672390182735026e+07,7.088444177108258009e+07,6.913097480793967843e+07,6.434688477913677692e+07,6.892334623220624030e+07,7.435851751795473695e+07,6.670800300605018437e+07,7.666794077256160975e+07,8.092434732301473618e+07,9.232983255551785231e+07,9.568322515521568060e+07,8.908188860448381305e+07,6.935004956093126535e+07,6.928953547905935347e+07,7.837301144841633737e+07,8.542887093049880862e+07,8.172895818790058792e+07,8.275038930845189095e+07,8.195642722783498466e+07,8.174278853385630250e+07,9.126713780845010281e+07,9.501617890914624929e+07,8.710860375033536553e+07,8.883306403292557597e+07,8.813225467064636946e+07,9.522013875209593773e+07,9.355725224966843426e+07,9.447266553073793650e+07,8.857574545892114937e+07,1.007022745271414220e+08,1.070046819653848559e+08,1.018813136037191600e+08,9.731825108047702909e+07,1.052366929375547916e+08,9.899847444595058262e+07,9.327914435910847783e+07,7.945594979056900740e+07,8.251117922753724456e+07,1.017795062193486392e+08,1.105273744777915031e+08,1.111650899427181482e+08,1.115601818385588676e+08,1.057355235494472682e+08,1.111168162278230637e+08,1.221137526144644022e+08,1.119414502534837425e+08,1.051965743831875920e+08,1.082288136604415476e+08,1.248978106684659123e+08,1.216952125956563801e+08,1.173318342402954698e+08,1.197187289327876121e+08,1.196093630406420976e+08,1.145708939678079486e+08,1.124810646873239726e+08,1.138159513897501826e+08,1.163258239966367930e+08,1.190120121937125325e+08,4.829454766461127996e+07
4.201685086798800528e+07,7.269947675352518260e+07,6.402100824421856552e+07,7.154166557605376840e+07,6.729096958178120852e+07,7.255241050542773306e+07,3.526061251950847358e+07,7.278896558527556062e+07,7.080194164255519211e+07,6.756226258037912846e+07,6.027912620293597877e+07,5.636672759392419457e+07,6.230670152319668233e+07,7.066858820049607754e+07,6.267846058596017957e+07,6.814934537846423686e+07,5.844465015294734389e+07,5.893794165755130351e+07,6.339016980072870106e+07,6.330263138010207564e+07,5.547975445617435127e+07,5.140883621688805521e+07,5.725039133785447478e+07,6.848124044381546974e+07,7.388850421435222030e+07,7.951733976965719461e+07,8.314907882863539457e+07,8.079292535357086360e+07,7.350357476439332962e+07,7.043343233967195451e+07,8.088051087427251041e+07,8.246245406378209591e+07,7.198583255489674211e+07,7.186338717817708850e+07,7.140237036104211211e+07,7.432739062604670227e+07,7.259886229095639288e+07,6.975936710467401147e+07,7.310932812907567620e+07,7.863690198990306258e+07,7.324908059388855100e+07,8.379374274704250693e+07,8.920861489887815714e+07,9.599473207730099559e+07,9.415042884246881306e+07,7.623204235112367570e+07,7.073396189939965308e+07,8.227514884633260965e+07,8.346204591917885840e+07,8.642686364062774181e+07,8.145710666015149653e+07,8.610922916006670892e+07,8.763382608158582449e+07,8.797228749111214280e+07,9.790992291252192855e+07,9.706241187085655332e+07,8.887578006542557478e+07,9.403319695153357089e+07,9.175660519719432294e+07,9.647657536841076612e+07,9.982482890134018660e+07,9.403450136872383952e+07,9.386655358136817813e+07,1.063397456506832838e+08,1.037474501322083622e+08,1.043314619257166088e+08,1.056440732716865093e+08,1.102183539177148044e+08,9.518411092187930644e+07,8.448448033800178766e+07,8.538105189271001518e+07,1.046025358691847771e+08,1.119648895300641507e+08,1.164414951377038658e+08,1.175827849802958369e+08,1.119909325771975517e+08,1.070123057236010134e+08,1.206643446067886949e+08,1.175065325547107458e+08,1.059446913435405195e+08,1.105084923452367187e+08,1.180485187678443193e+08,1.292147454702584893e+08,1.133303746769198179e+08,1.188497236483251154e+08,1.172676172804944515e+08,1.228667862215863168e+08,1.128050957540148795e+08,1.169110155392257273e+08,1.142593324522387236e+08,1.193850804861991405e+08,5.434789595989736915e+07
3.428301613314637542e+07,6.536101046005064249e+07,6.496640630840178579e+07,6.478795840505378693e+07,7.432382813319243491e+07,7.602165657900491357e+07,7.427824027280187607e+07,3.394104304721824080e+07,5.663910912536657602e+07,5.880980846296796203e+07,5.820523618057511747e+07,5.578759870689097047e+07,5.755580517750771344e+07,6.636630461996114254e+07,6.713064951247118413e+07,6.002984352505040169e+07,5.801094868429268897e+07,5.328496835597945750e+07,5.599967851144909114e+07,5.769384321028151363e+07,5.145974439266915619e+07,5.317460269394769520e+07,5.818159807353907824e+07,6.624966257441435754e+07,7.186251058948467672e+07,7.582984758683164418e+07,7.723855451110312343e+07,7.543586714203445613e+07,7.199403458712245524e+07,7.453592307605090737e+07,7.077557842511738837e+07,7.284313768492484093e+07,7.020272085465228558e+07,6.554023477122492343e+07,6.882462170357114077e+07,6.636078028995274007e+07,7.091857676459160447e+07,7.387064577150106430e+07,6.884652241055950522e+07,7.245379138622936606e+07,7.783626234506112337e+07,7.928938093268072605e+07,8.120225361604648829e+07,8.912438577474620938e+07,8.464648959683665633e+07,7.287639887910597026e+07,6.948481759972776473e+07,7.803393140086562932e+07,7.756452097491085529e+07,7.802200901146115363e+07,7.980474509273409843e+07,7.896965125189454854e+07,8.536908432291799784e+07,8.810210699447020888e+07,8.568638149866205454e+07,9.126887498296442628e+07,9.194533882328496873e+07,8.778198895528085530e+07,9.113337841347932816e+07,8.901394194136819243e+07,9.160089483317431808e+07,9.733564649436871707e+07,9.401856118515345454e+07,9.792361501684758067e+07,1.000709805847627521e+08,9.638821051636585593e+07,1.067455198583713472e+08,1.030753754376060516e+08,9.725170569275574386e+07,8.044606018347144127e+07,8.116881561428824067e+07,9.998753909049087763e+07,1.080154615916707218e+08,1.082271408780376911e+08,1.161987911665230095e+08,1.153740672474730015e+08,1.088261510787983388e+08,1.116854364832940400e+08,1.124467757492446899e+08,1.078565371002925932e+08,1.066955081486572027e+08,1.088399274603197575e+08,1.180315787128233910e+08,1.160410298805092871e+08,1.036776048763527870e+08,1.063295503051933646e+08,1.122048359458762407e+08,1.129766473788612932e+08,1.096684088556354344e+08,1.072178907109659612e+08,1.111984700839737654e+08,5.918792435043749213e+07
3.188656162001156062e+07,5.625368357324527949e+07,5.650840111731177568e+07,5.912411637568439543e+07,6.656351915197943896e+07,7.626674294417941570e+07,7.884978780906614661e+07,6.336738581958729029e+07,2.734951392261058465e+07,4.453028298372153938e+07,4.727078329054431617e+07,4.868106207328064740e+07,5.198183159304272383e+07,5.834496551850470901e+07,5.884789392215561867e+07,5.602701065105516464e+07,4.942351976743891090e+07,4.709664307486730814e+07,4.211397427545539290e+07,4.710094497174653411e+07,4.070885272614602745e+07,4.120664750142957270e+07,5.307634698823156953e+07,6.046419322921691835e+07,6.778375411720201373e+07,7.270677450190076232e+07,7.049315354129002988e+07,6.645509563074068725e+07,6.707703136414768547e+07,6.910356424913457036e+07,6.966172738408464193e+07,6.406934017928797007e+07,6.055925744586675614e+07,5.975580768042172492e+07,5.884679043599572778e+07,5.717038742713313550e+07,6.218927530287896097e+07,6.648137524483163655e+07,6.560781918979933113e+07,6.448862338912265003e+07,7.256526640651938319e+07,7.695500595782761276e+07,7.937809533660560846e+07,7.697367850898066163e+07,7.698999533121684194e+07,6.226080363130096346e+07,6.207994426741720736e+07,7.245202651973763108e+07,7.488628402422723174e+07,6.931806148972977698e+07,6.961990120619966090e+07,7.149976665104621649e+07,7.602385429081851244e+07,8.264599659447231889e+07,7.945658460847963393e+07,7.911748934923791885e+07,8.058990109520007670e+07,8.492808436565670371e+07,8.550084008503642678e+07,8.175008478914332390e+07,8.688402113344393671e+07,8.731813619769963622e+07,9.482063530404302478e+07,9.312264766003234684e+07,9.117042822517932951e+07,9.034958391481721401e+07,9.250525576778262854e+07,9.524503374945722520e+07,8.498678030134268105e+07,7.306069981453453004e+07,7.308513397289559245e+07,8.910031898585933447e+07,9.991356467435005307e+07,1.020179420756632388e+08,1.006949449286379814e+08,1.091864053857531846e+08,1.086831130348496437e+08,1.064042745752958357e+08,1.013586316874769628e+08,1.012223833335908949e+08,1.059418060668539107e+08,1.022271550363878310e+08,1.078769947050210387e+08,1.065096978491230905e+08,1.038918238941733837e+08,8.936157312734466791e+07,9.666694570110975206e+07,1.046913689997431636e+08,1.056914329604575932e+08,9.641682571542343497e+07,1.007539299811327159e+08,5.447400318468410522e+07
3.128593329610236734e+07,5.430308429359753430e+07,5.135029310783520341e+07,5.305962362673142552e+07,6.102748684944045544e+07,7.142329478675222397e+07,8.072513788284477592e+07,7.065311429314339161e+07,4.978205968928930163e+07,2.220878112265609950e+07,3.874638935075266659e+07,4.235711930277764052e+07,4.626676006835773587e+07,5.376209880414237082e+07,5.480015795874314010e+07,4.830998783724471927e+07,4.281497828502845764e+07,4.629073654616213590e+07,3.743869093566508591e+07,3.565650677798564732e+07,3.020422394325740263e+07,3.547010748989687860e+07,4.434512450540714711e+07,5.487209960373795033e+07,6.167069747292773426e+07,7.062236765023069084e+07,7.200703796946319938e+07,6.000459729690615833e+07,5.981276544809686393e+07,6.996509284896579385e+07,6.670019428194858134e+07,6.078865603874619305e+07,5.629654818868622184e+07,5.474928105667907000e+07,5.769488931917977333e+07,4.967544963388639688e+07,5.269753219817216694e+07,6.298862833854606003e+07,5.937623110132631660e+07,5.850233720068080723e+07,6.623173755799774826e+07,7.557374129878968000e+07,7.817712352192959189e+07,7.745625785351711512e+07,6.948253842177590728e+07,5.775503980385242403e+07,5.683792913306668401e+07,6.890541587606051564e+07,7.198970024999113381e+07,6.972050176077602804e+07,6.674058988236643374e+07,6.567912872406413406e+07,6.994230252694718540e+07,7.707241949604550004e+07,7.669190637974318862e+07,7.180531986704951525e+07,7.549540226129139960e+07,7.572057791412328184e+07,8.534491130302926898e+07,8.089478733629700541e+07,7.959199622060374916e+07,8.760467022664874792e+07,8.990703000348412991e+07,9.484699459676702321e+07,8.543834140232175589e+07,8.487816723968598247e+07,8.627386120947122574e+07,8.572211621609866619e+07,7.743824627021713555e+07,6.395387528146581352e+07,6.802431661734044552e+07,8.547883930795694888e+07,8.972974307776802778e+07,9.895395646330526471e+07,9.808918961771214008e+07,9.709667124708017707e+07,1.061287830890623629e+08,1.038748298742281199e+08,9.531609711746916175e+07,9.297580230043643713e+07,1.035814351451147199e+08,1.044243327071011961e+08,1.009143214037329555e+08,1.035294474743951261e+08,1.027382898048443198e+08,9.332563632662209868e+07,8.625856114571860433e+07,9.331358159985423088e+07,1.037685763595547080e+08,9.882925239469215274e+07,9.183399038464000821e+07,4.722118336721955985e+07
