0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.079921844782980347e+10,7.009299624381269836e+10,2.187200075488841553e+11,4.783594263590107422e+11,5.933716985041857910e+11,6.237680425519984131e+11,5.502517348360073242e+11,4.766904236508532715e+11,7.036314999998521729e+11,1.462475867582708496e+12,1.964998615950250000e+12,1.857487505189122559e+12,1.538935625505000488e+12,1.117816457065452637e+12,9.991828343107312012e+11,1.029272732505993774e+12,1.004176032717621216e+12,1.006910231964066528e+12,1.022492126355799316e+12,1.151135993703403564e+12,1.302053765946329102e+12,1.368377142896195801e+12,1.465215860596506348e+12,1.599527316791243652e+12,1.637263541924309082e+12,1.646450003143014404e+12,1.796455747259395264e+12,1.848773631133586670e+12,1.748553405003431152e+12,1.514152316205346436e+12,1.367791481486175537e+12,1.445468473286925537e+12,1.577363198684096680e+12,1.573459307694919434e+12,1.485284608650366699e+12,1.414524981807482422e+12,1.429814126035470703e+12,1.621480499383621094e+12,1.704298100545376709e+12,1.612738461080802734e+12,1.729753749265278076e+12,2.104578178413154785e+12,2.299553170087029297e+12,2.263652470813819824e+12,2.297391468511907227e+12,2.355957739196221191e+12,2.415181922347269043e+12,2.419746813900503418e+12,2.502290320739038086e+12,2.869543144757897949e+12,3.270436551366730469e+12,3.470236752083458984e+12,3.272355189447303711e+12
2.566717736451714783e+11,1.802752419129510803e+11,1.090831777685887299e+11,3.149350610535966797e+11,4.930514946474207153e+11,5.742034940067491455e+11,5.806132880971425781e+11,5.126422494647855225e+11,6.142097111935794678e+11,1.427705760899748047e+12,2.070693097126962402e+12,1.979945926185870605e+12,1.677436759892287109e+12,1.150660672697409668e+12,8.623899108869412842e+11,9.820933183124772949e+11,1.043246614897025513e+12,1.084629215628863281e+12,1.159205179883335449e+12,1.176712150507022705e+12,1.363208456261143799e+12,1.426904672044854248e+12,1.479205531977662354e+12,1.622932973763174072e+12,1.673995192496791016e+12,1.456145411263801270e+12,1.522051977368557373e+12,1.680761830417050049e+12,1.679576971162695312e+12,1.619631432279273193e+12,1.508679202495893555e+12,1.449221348774941162e+12,1.655145491215843750e+12,1.660991817443319336e+12,1.546877440603234619e+12,1.475128376950940674e+12,1.426005778408718262e+12,1.425193634752482666e+12,1.714244824631993408e+12,1.703647014370755859e+12,1.767369155539516846e+12,2.140350536313369629e+12,2.345889202750332031e+12,2.222155342389099609e+12,2.417784730687089844e+12,2.575783888097823730e+12,2.643284127968682617e+12,2.684667849621617188e+12,2.707918934116130859e+12,2.864660150985114746e+12,3.386163539788946777e+12,3.739225647537573730e+12,3.285758560627231934e+12
4.236859162804509277e+11,3.921688386395288086e+11,2.677346548588907471e+11,1.570689286063262634e+11,3.243215444244495850e+11,4.323001083925218506e+11,4.906617158944913940e+11,5.350587334759201660e+11,7.180368975037926025e+11,1.279139353232782959e+12,2.034820557335131348e+12,2.069033633623622803e+12,1.770874482101726074e+12,1.330131764819587891e+12,9.776450886578602295e+11,8.503898763555452881e+11,1.008229265732786621e+12,1.104115673369745361e+12,1.235096901463115479e+12,1.401601524280317627e+12,1.401185226868470215e+12,1.519912165963241699e+12,1.535873185402041504e+12,1.622024646681376709e+12,1.697535650414299316e+12,1.550916404047649902e+12,1.294587042473006104e+12,1.387713622701359619e+12,1.449588404173689209e+12,1.474093265459992920e+12,1.594665496320273926e+12,1.668567704315693604e+12,1.638689062393243652e+12,1.751779195330155762e+12,1.621080966530115479e+12,1.512181806116115479e+12,1.498697786519382812e+12,1.534986523003554199e+12,1.504824296490538574e+12,1.710184598748978760e+12,1.823315970957312988e+12,2.157171687111225098e+12,2.394899993517782227e+12,2.370184858608435547e+12,2.373966440550520508e+12,2.738833013613251465e+12,2.868971113320147461e+12,2.929049899776815430e+12,3.067918260372781738e+12,3.201935338253464355e+12,3.390191319353209961e+12,3.895952795037370117e+12,3.514590331397659180e+12
4.979623583004503784e+11,5.025231560396806030e+11,4.411931337076916504e+11,3.204489343224580078e+11,1.617502901591133728e+11,2.855262669051766357e+11,3.496577456665458984e+11,4.337467335751782227e+11,7.194163461367087402e+11,1.417638474880871582e+12,1.938375615911187988e+12,2.008130613140970459e+12,1.801280096442112305e+12,1.385227612242208496e+12,1.108966710838221680e+12,9.859701019517907715e+11,9.353629043954565430e+11,1.060905746344294189e+12,1.235328712953842529e+12,1.433810677248192871e+12,1.619832834699616699e+12,1.598889321402625732e+12,1.609748302991579834e+12,1.656725101165297119e+12,1.704962315852863770e+12,1.576683237291351562e+12,1.381919008803051025e+12,1.207968346581819824e+12,1.200471425692275879e+12,1.268898997294436768e+12,1.405442989952046875e+12,1.696722063301961914e+12,1.854114708432741211e+12,1.776510300482570557e+12,1.702859049535705078e+12,1.584411339681126953e+12,1.523422300743908447e+12,1.578505167826812256e+12,1.641256127723537109e+12,1.607789707978787354e+12,1.821244042477709717e+12,2.167170353903450195e+12,2.393128843490394531e+12,2.379622935095244629e+12,2.542153641777262695e+12,2.762386308775011230e+12,2.997502796044889160e+12,3.108063073605282715e+12,3.269172711094487305e+12,3.554266528483735840e+12,3.706218059191322266e+12,3.952860992242553711e+12,3.795119004664082520e+12
5.000772615826173706e+11,5.521712943820980225e+11,5.415969273616248169e+11,4.476792925851350098e+11,3.055868126505769043e+11,1.424017531796111755e+11,2.075936167785588989e+11,2.905103688004785767e+11,5.933910980224310303e+11,1.348821832234675781e+12,1.907593012796950684e+12,1.915343668941056641e+12,1.684348099182765625e+12,1.327803832261543457e+12,1.088069065355296997e+12,9.818468075089426270e+11,9.344007149386979980e+11,9.741519517677232666e+11,1.144999219531704102e+12,1.390562147028914551e+12,1.569763583536533447e+12,1.662114539866261963e+12,1.655150044360095459e+12,1.640037374601247314e+12,1.671092920485488770e+12,1.593622698731891113e+12,1.403571767229553711e+12,1.215584251723510498e+12,1.054646678125768188e+12,1.061669929932186523e+12,1.248850767404061523e+12,1.488595574730927002e+12,1.771435883887887207e+12,1.809724581751570068e+12,1.677699697315725830e+12,1.592448986767956543e+12,1.559041007623450928e+12,1.568245457958069824e+12,1.602392791243309326e+12,1.607086112154343994e+12,1.770722261210218018e+12,2.144578737317278809e+12,2.332535125203232910e+12,2.317160980183779297e+12,2.429210598505231445e+12,2.750031511215888184e+12,2.981308587922941406e+12,3.107335343625927246e+12,3.325576928803641602e+12,3.634416626378649414e+12,3.897914884661701172e+12,4.021684090531447754e+12,3.899970750418247559e+12
4.571757185096531982e+11,5.173283367491341553e+11,5.866800715350455322e+11,5.447142501701318359e+11,4.083916414949734497e+11,2.469789756274842834e+11,1.035340646539555817e+11,1.386120897755845337e+11,4.063564612236516724e+11,1.160648122991621094e+12,1.741053792611306152e+12,1.732724436470894043e+12,1.504872496945203125e+12,1.153023551505570312e+12,9.617583146855151367e+11,8.808728724492500000e+11,8.273943029181195068e+11,8.380000334132430420e+11,9.549447110421928711e+11,1.206719639917633545e+12,1.409774814591268066e+12,1.501842497170337402e+12,1.568134956851426270e+12,1.602014118063152832e+12,1.548946042471003906e+12,1.507772965377553711e+12,1.421812919826214600e+12,1.226854203309834717e+12,1.013761729754801758e+12,9.047419291411103516e+11,1.025840733670465942e+12,1.311544128663310059e+12,1.537207233416752441e+12,1.635118737972011963e+12,1.563846780978625488e+12,1.456166663818889404e+12,1.452245053501806152e+12,1.526249735624678223e+12,1.521505950709724365e+12,1.490562335657635742e+12,1.642961061359092285e+12,2.015971468698359375e+12,2.202057171364576172e+12,2.154990682873977295e+12,2.229918525989885742e+12,2.484922579809892578e+12,2.759346628308585938e+12,2.908414202388882812e+12,3.107136494071139160e+12,3.481537848591839844e+12,3.766748365063247070e+12,3.959028142697680176e+12,3.888361453618979980e+12
4.555816647824832764e+11,4.779984643603449707e+11,5.529404716990532227e+11,6.233427065479254150e+11,5.267120681999707031e+11,3.641271664457687988e+11,1.733611988952191772e+11,6.913060857720698547e+10,2.315918327064028320e+11,9.775828174014570312e+11,1.571448465624960449e+12,1.581370697867346191e+12,1.335266868172118652e+12,9.524580633560733643e+11,8.062229082598635254e+11,7.871034477379810791e+11,7.487513789022023926e+11,7.421370999820157471e+11,7.923118230006489258e+11,9.780012029479066162e+11,1.216523340338173096e+12,1.311663049724683838e+12,1.408024782540529541e+12,1.544911623045997559e+12,1.525266293910680664e+12,1.416745832523998779e+12,1.423744783007416260e+12,1.326692747439884766e+12,1.084764372621806152e+12,8.941904414482468262e+11,8.676065957432027588e+11,1.091104477920206543e+12,1.369975422015062012e+12,1.450840505956993896e+12,1.432920818052238037e+12,1.359940560131959473e+12,1.281925992065012695e+12,1.405621357721559082e+12,1.498776761312747559e+12,1.427057821770532471e+12,1.547490609622968506e+12,1.903744944187817383e+12,2.023351007902781982e+12,1.975338127555512939e+12,2.067972645263031006e+12,2.243730529330971191e+12,2.483123600481330566e+12,2.635694967012230469e+12,2.777232048871959961e+12,3.151706269584484375e+12,3.540569221854631836e+12,3.759361506452752930e+12,3.702160398436024414e+12
6.517501147496781006e+11,6.587992112947630615e+11,6.083676040132663574e+11,7.601805411612170410e+11,7.662413513469202881e+11,6.208675662531403809e+11,3.949652409287053833e+11,1.857971563347080078e+11,1.155027989436199341e+11,8.722223903485296631e+11,1.535154633200412842e+12,1.590347939915726074e+12,1.403161490736466309e+12,9.788881843233193359e+11,7.169646387539869385e+11,7.743451878103557129e+11,8.112078688244764404e+11,8.176196155165895996e+11,8.677435718725483398e+11,9.225640984792945557e+11,1.164079069393142334e+12,1.319603555554678223e+12,1.355508386890072510e+12,1.631540513925763672e+12,1.757802230268944824e+12,1.570995409829891602e+12,1.587591501228768311e+12,1.581899013512756592e+12,1.378093682906934570e+12,1.141534827256283447e+12,1.019930165842581299e+12,1.024522630261213135e+12,1.327521346200671387e+12,1.469260812598642090e+12,1.466983882848853760e+12,1.473541020086115234e+12,1.411449774939382568e+12,1.321558624265479736e+12,1.590978047718503662e+12,1.623659532287623779e+12,1.674128803542768555e+12,2.085842250132740234e+12,2.215399433001879395e+12,1.957139005869198242e+12,2.116692841937567139e+12,2.327315093136842285e+12,2.489673224366746094e+12,2.663583377917224121e+12,2.783512755964048828e+12,2.976961586823319336e+12,3.472934664043915527e+12,3.830494864861844727e+12,3.529152885927479004e+12
1.022096311478175903e+12,1.099736645271148682e+12,1.103956720112964111e+12,1.003376063283736572e+12,1.146556546484612305e+12,1.058391366858914307e+12,8.313499690902038574e+11,6.138812074232912598e+11,5.548929707367768555e+11,4.350072548295202637e+11,1.628976794103625732e+12,1.487386579816847900e+12,1.482987860331429199e+12,1.205808826997626953e+12,9.328267594438399658e+11,8.197077570509331055e+11,8.599357031865848389e+11,9.730078381546138916e+11,1.061017721120534424e+12,1.176571999524612061e+12,1.224328457209340088e+12,1.442046626929239990e+12,1.572943481903100342e+12,1.636524528131176270e+12,2.128729435284495117e+12,2.139592142886165039e+12,1.981828060107251221e+12,2.013993167270777100e+12,1.783973019921644775e+12,1.510768957357465820e+12,1.387194579029583252e+12,1.379657591790841553e+12,1.375851288098834961e+12,1.606496392778561523e+12,1.630077341633693115e+12,1.666491218694272461e+12,1.722068155219658203e+12,1.712942943737611084e+12,1.599929323983782715e+12,1.922722070379581055e+12,2.150615444228527100e+12,2.404774230456059082e+12,2.732021041582030762e+12,2.515788374083807129e+12,2.335316599573625977e+12,2.659894258243586914e+12,2.814149117742905273e+12,2.939397422217187012e+12,3.153489610138219727e+12,3.365441721207786133e+12,3.579033038546417480e+12,4.036620342783562988e+12,3.633457950491018555e+12
