0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.573644991035729181e+06,1.882289352560785366e+06,1.887042428760898300e+06,2.173990035119658802e+06,3.092371253102801275e+06,4.520750468246660195e+06,6.838233718650472350e+06,1.113267203197925165e+07,1.483783312676736712e+07,1.810844142627244815e+07,2.046413679035682231e+07,2.209924503297485784e+07,2.261424434464899823e+07,2.247025936075224727e+07,2.230211049251870066e+07,2.146695314622806758e+07,2.012631139179732278e+07,1.831138635842948407e+07,1.467667427487952635e+07,8.782357570310289040e+06,4.085980202389342710e+06,3.551223361347347964e+06,3.908943896719472017e+06,4.913703936695319600e+06,8.118434851162854582e+06,1.166150301139871404e+07,1.430529070675363578e+07,1.771038461213982478e+07,2.019098925549361482e+07,2.197916174354230985e+07,2.253439519017690048e+07,2.240811923363198340e+07,2.223497372656029463e+07,2.210378128227967024e+07,2.027720671251773089e+07,1.714391094226811826e+07,1.290906276489130594e+07,7.938502182904962450e+06,3.891149274920713156e+06,3.055115871700910851e+06,3.883775428681185469e+06,4.832252615509881638e+06,5.988074474753616378e+06,1.065721120157244802e+07,1.949927443918100744e+07,2.751538724114303291e+07,2.930748271263940260e+07,2.968857934328659996e+07,3.376158402921515703e+07,4.124818318420472741e+07,5.118348794930654019e+07,4.851626081288491935e+07
4.219308155611575581e+06,2.832904592583355494e+06,9.411328530033448478e+05,1.015469336613806081e+06,2.113297895044934005e+06,4.449130001219887286e+06,7.564899725362579338e+06,1.253527895790258981e+07,1.667370683217564225e+07,1.963968163816552609e+07,2.189787673475477844e+07,2.345976410446844250e+07,2.392030261218298227e+07,2.373687562653972208e+07,2.354776931209821627e+07,2.274441248396661505e+07,2.142361660306334496e+07,1.963630657068965957e+07,1.605000717844562605e+07,1.027884026922805794e+07,5.504091583790343255e+06,3.349504447771178093e+06,2.802745574977054261e+06,3.942397750651864335e+06,7.530892739373642951e+06,1.224790020702089742e+07,1.619125379868815653e+07,1.935797605683805048e+07,2.170066063704509661e+07,2.340042729764792696e+07,2.387735629866566882e+07,2.370881074596126750e+07,2.352764975004302710e+07,2.341640708001592383e+07,2.155928173981069028e+07,1.850843936859039962e+07,1.440011755855178833e+07,9.489949729815732688e+06,5.476602401308026165e+06,3.234730249808620661e+06,2.806073471166662872e+06,3.982166646500741597e+06,6.311633617487530224e+06,1.155865095917338878e+07,2.125396013186735660e+07,2.916584747058863565e+07,3.072690165352550149e+07,3.106566198524615169e+07,3.508759255665815622e+07,4.256716090005116910e+07,5.253490565396248549e+07,5.189698681983581930e+07
4.775634995807610452e+06,3.552362209326565731e+06,1.452685011263272492e+06,5.064494254812848521e+05,1.439038542579226196e+06,4.135533956152213737e+06,7.758783750605141744e+06,1.319955601119347103e+07,1.721441724731079116e+07,1.998315043138365075e+07,2.213963035917885974e+07,2.367350607890278473e+07,2.413154194530372322e+07,2.394125480799342692e+07,2.375274313129618019e+07,2.296399460395324230e+07,2.165213891082582995e+07,1.977865569167834520e+07,1.588850348937116936e+07,1.042024924817817099e+07,6.059649544943521731e+06,3.969054198699827306e+06,2.707997872281718068e+06,3.423422299020821229e+06,7.243658372897906229e+06,1.227147095248814300e+07,1.681545110061149672e+07,1.984925606241768971e+07,2.205907549148284271e+07,2.374010729635260254e+07,2.419466168094122037e+07,2.400173309130648896e+07,2.381340115140859038e+07,2.369913541402294114e+07,2.180291627413960919e+07,1.860305947209613025e+07,1.440261863023272902e+07,9.606088759899226949e+06,6.130683540807033889e+06,3.922724953552412800e+06,2.575554175028594676e+06,3.443811095182177145e+06,6.135355317024711519e+06,1.206857149610253423e+07,2.205746958419197053e+07,2.960011367173412815e+07,3.098113049087912962e+07,3.134857063562011719e+07,3.534838030645442009e+07,4.278277092021722347e+07,5.274706339092156291e+07,5.327246661791364104e+07
4.300961262482184917e+06,4.260551163090840913e+06,2.340321305475533009e+06,1.231378525487764971e+06,7.176979322339155478e+05,2.880309856887214817e+06,6.780253871594578028e+06,1.233527049904053658e+07,1.649552461706964113e+07,1.932229767222179845e+07,2.140909261136617139e+07,2.290259045072837174e+07,2.333109530160672590e+07,2.313332454406422749e+07,2.293539554809224978e+07,2.214146358219377324e+07,2.076224137875466049e+07,1.873561531150310114e+07,1.490301720352220908e+07,9.778687758313443512e+06,6.096889638182574883e+06,4.672858616995470598e+06,3.460642424626782537e+06,3.002677387119841762e+06,6.220873745222291909e+06,1.135896486058906280e+07,1.609366988453449495e+07,1.924428915645782650e+07,2.143018844961440563e+07,2.306112912416918576e+07,2.351186880051227659e+07,2.329919671952525154e+07,2.309250413892265409e+07,2.290465079097574204e+07,2.091245503036838025e+07,1.743092025698337331e+07,1.309075802232641913e+07,9.074596965451331809e+06,5.930121582411851734e+06,4.876911823265090585e+06,3.150050326983934734e+06,2.604550437599484809e+06,4.990703039646019228e+06,1.124547543061180972e+07,2.144556956574222445e+07,2.892516804474804550e+07,3.019827256272827461e+07,3.056605519957847148e+07,3.461132516147188842e+07,4.202078626678855717e+07,5.194539665519651026e+07,5.352493725121027231e+07
4.787014297384362668e+06,5.096367199347803369e+06,4.083590232763589825e+06,3.335310760173856281e+06,2.291335167661488056e+06,1.313238815537328832e+06,4.130403590138792992e+06,9.827057593993794173e+06,1.419382838130237162e+07,1.730650729939064011e+07,1.949782554800955206e+07,2.101071590532900020e+07,2.142529959483342618e+07,2.116757308419489115e+07,2.088207894418402761e+07,2.001426590552950278e+07,1.849871728587986529e+07,1.607535546855881624e+07,1.391606327942075953e+07,9.034767096638772637e+06,6.785487314939902164e+06,5.816598468625007197e+06,5.340224243872702122e+06,4.210546933913525194e+06,4.525146425529995002e+06,8.912317430385857821e+06,1.372747612103517540e+07,1.717555521822736040e+07,1.953545622072978318e+07,2.119919518274728954e+07,2.162821400211673975e+07,2.139313255740841851e+07,2.112398587020429224e+07,2.077798199242751673e+07,1.847497059066653252e+07,1.475801190091640502e+07,1.162710222070164420e+07,7.681753147253490984e+06,6.522082355746738613e+06,5.863491707550942898e+06,5.266844882603797130e+06,3.564054615640864708e+06,3.003626889556206763e+06,8.684419545806812122e+06,1.918994484003072232e+07,2.688789499420904741e+07,2.819204336941831931e+07,2.860961548661067709e+07,3.269796391225571558e+07,4.014663493884901702e+07,5.004828046901168674e+07,5.270249468931821734e+07
5.275380955648523755e+06,7.230001267706884071e+06,7.015510774861549959e+06,6.774711372582052834e+06,6.007430000324119814e+06,3.953120602171748411e+06,1.498011862818466034e+06,5.933954844651315361e+06,1.047584361066556536e+07,1.381932051553614624e+07,1.630737814733426459e+07,1.802747432700888067e+07,1.850648700832466409e+07,1.816791971663806587e+07,1.770830440015175939e+07,1.662917303261645511e+07,1.473968119191001542e+07,1.267433439947430603e+07,1.106958944837750494e+07,1.039222556137246825e+07,7.801986416385784745e+06,8.471558313001945615e+06,8.368946189619871788e+06,7.678680898041274399e+06,5.108913863426897675e+06,5.416880045414933003e+06,9.971595309038873762e+06,1.362669790781450644e+07,1.635032248213996179e+07,1.822690870262402669e+07,1.868865826234988496e+07,1.840336976853137463e+07,1.802346839942223951e+07,1.732305334692472965e+07,1.465735547866644152e+07,1.232520983542505652e+07,8.985358298248346895e+06,8.197464326320801862e+06,7.013444028606398031e+06,8.275629783789866604e+06,8.284451658337808214e+06,7.041063702557552606e+06,4.363784633121556602e+06,5.267940993068767712e+06,1.543854206353455782e+07,2.344170853761498258e+07,2.498655047277034819e+07,2.557086473995820433e+07,2.974475877147641033e+07,3.718771705999870598e+07,4.706203126421496272e+07,5.077326791509614885e+07
7.814931361671006307e+06,1.040079484573147260e+07,1.086224527209737152e+07,1.109183889786619134e+07,1.043880189246588759e+07,8.526129870722558349e+06,4.817800168661218137e+06,2.627303054078958463e+06,6.034760008893281221e+06,9.681581617123588920e+06,1.237760648751386441e+07,1.443943239252410643e+07,1.523643788341926411e+07,1.490211528632913902e+07,1.417401893993763253e+07,1.255772753781425022e+07,1.084534333517506160e+07,9.475532834757547826e+06,8.579238192201066762e+06,1.015010407463574037e+07,1.134369712629011832e+07,1.178382775151655823e+07,1.246551666264119372e+07,1.192793501225020923e+07,9.481809837249118835e+06,4.839982528488137759e+06,5.565703117550563067e+06,9.496636072898702696e+06,1.245296402982193232e+07,1.477637272945704311e+07,1.542010540784973465e+07,1.511706316528215259e+07,1.459172802811735868e+07,1.326967788427176513e+07,1.162550217078389227e+07,8.948248177833251655e+06,9.158182943666100502e+06,8.034308286141040735e+06,9.824488553906628862e+06,1.139189839829684794e+07,1.221502204971350543e+07,1.131795138534759730e+07,8.589340021392563358e+06,6.375763085619384423e+06,1.115720587955068424e+07,1.943801885785333440e+07,2.117945199517952278e+07,2.208626930253048241e+07,2.641290937081266567e+07,3.389130498223091662e+07,4.357959843134077638e+07,4.771926064174567163e+07
1.136253726606505178e+07,1.412137713002671301e+07,1.501609433587754890e+07,1.512212132349063456e+07,1.461447720000211708e+07,1.290832184753826261e+07,9.375110124182591215e+06,6.063317713670800440e+06,2.611804371157225221e+06,5.389942894263697788e+06,8.638952709901111200e+06,1.093584155794579349e+07,1.211994403568241000e+07,1.193584989045064151e+07,1.083332915574592538e+07,9.232187787175875157e+06,7.847167946960914880e+06,6.944666195689488202e+06,8.356162026618566364e+06,9.834765811254065484e+06,1.412613193584853224e+07,1.592519457542862743e+07,1.647351143065666407e+07,1.598357365538605116e+07,1.373572662647898868e+07,9.159844405468113720e+06,4.532672761915612034e+06,5.220439302099180408e+06,8.863969900847885758e+06,1.143375915058854967e+07,1.245990157632556558e+07,1.219198910465271026e+07,1.139810279601164907e+07,1.104819017540028132e+07,8.287648540938183665e+06,8.657188159451123327e+06,8.408407432328870520e+06,1.065886643135803938e+07,1.262600439132683538e+07,1.523719574811952375e+07,1.620509756920745969e+07,1.539474489830504358e+07,1.280915628060084395e+07,1.042011986642008647e+07,1.066788798395756260e+07,1.555540769291688874e+07,1.782992065330930799e+07,1.885792522702372819e+07,2.344378016762918234e+07,3.088404414233643934e+07,4.046962391480615735e+07,4.400652907134102285e+07
1.345924684347278066e+07,1.774143423561849818e+07,1.833151794795413315e+07,1.824030331365019828e+07,1.779069906124097481e+07,1.637044957171323150e+07,1.306803583513987623e+07,1.005958812798781134e+07,5.752450722206186503e+06,2.260599540919333696e+06,4.739419176211801358e+06,7.693572380399583839e+06,9.204984870723048225e+06,9.114221605838742107e+06,8.197277434913700446e+06,6.891335111199963838e+06,5.758004446505530737e+06,6.693508630759965628e+06,7.896109149993570521e+06,1.223845954735165834e+07,1.612895316350688227e+07,1.929714497014246136e+07,1.957286159806911275e+07,1.904035953774510697e+07,1.708030702242091671e+07,1.277004414388376288e+07,8.318393094990700483e+06,4.202840311504903249e+06,5.092504713541258126e+06,8.572335675948336720e+06,9.776443236016813666e+06,9.547410024877492338e+06,8.702130986782891676e+06,8.835126270881660283e+06,8.382382712885543704e+06,7.675641130999624729e+06,1.034395950714325346e+07,1.266930395926823653e+07,1.601152657538860850e+07,1.867749244989171252e+07,1.924069275866535306e+07,1.845936890680649504e+07,1.617271394702802226e+07,1.404368016967702098e+07,1.350527632221518829e+07,1.320545303733702376e+07,1.458854470878634602e+07,1.626392750001757219e+07,2.085798475338891149e+07,2.840763855943834409e+07,3.799842178717873991e+07,4.092230821307037771e+07
