0.000000000000000000e+00,1.194236371555034793e+03,1.936883466890444424e+03,2.366248878556712043e+03,2.829812357393786897e+03,3.398393800995416768e+03,4.204039043805734764e+03,4.773353453586635624e+03,4.923541019265065188e+03,5.138847686626196264e+03,5.353160412425705545e+03,6.287054363651761378e+03,6.791111685858963028e+03,7.073261777414459175e+03,6.880490353877487905e+03,6.599275674580640953e+03,5.914410883447909328e+03,5.279529612279156936e+03,4.994536761323030987e+03,4.816670913151946479e+03,4.435580599002550116e+03,4.511232052881597156e+03,4.819528197898099279e+03,4.759727608179390700e+03,4.794923275862398441e+03,4.822677839446887447e+03,4.877132851611024307e+03,4.981023771933169883e+03,4.922890622917746441e+03,4.645222946132938887e+03,4.100217078546444100e+03,3.514239246151181760e+03,3.067446706747792177e+03,2.718433493314723364e+03,0.000000000000000000e+00
1.194236371555034793e+03,0.000000000000000000e+00,1.078959884351128039e+03,1.604151822761086805e+03,2.079855185556487413e+03,2.722780146073987453e+03,3.714823822316324822e+03,4.584196884987954036e+03,4.871652393274999667e+03,5.054457771848718039e+03,5.312732363681863717e+03,6.274696540872835612e+03,6.789335439315040276e+03,7.086320031411349191e+03,6.965174984490336101e+03,6.690298574252212347e+03,5.973701516054927197e+03,5.324873614819377508e+03,5.067169999978253145e+03,4.973193181182919034e+03,4.598553468620453714e+03,4.751796077566545137e+03,5.065611978252863992e+03,5.010924962529191362e+03,5.037848483180508083e+03,5.060783031887094694e+03,5.118599013009617011e+03,5.246122430603222710e+03,5.294143186785696344e+03,4.967114853887050231e+03,4.489540771214759843e+03,3.971838070815513220e+03,3.541706189548863222e+03,3.197553902554850993e+03,0.000000000000000000e+00
1.936883466890444424e+03,1.078959884351128039e+03,0.000000000000000000e+00,8.823880119292565496e+02,1.367122605582057076e+03,2.055400796738921144e+03,3.231069809582844300e+03,4.376139422884228225e+03,4.799487332325057650e+03,4.991879322040213083e+03,5.277481631931466836e+03,6.239506559156936419e+03,6.746698709295413209e+03,7.038612854194213469e+03,6.978975483725606864e+03,6.727347178464027820e+03,6.012695135780130840e+03,5.367752586834203612e+03,5.139622950273845163e+03,5.067074862184610538e+03,4.743509981605141547e+03,4.961494152519982890e+03,5.218352264093654412e+03,5.190457565941208486e+03,5.204811320253335907e+03,5.220343276460854213e+03,5.285173624144375935e+03,5.427758522445607014e+03,5.532430182241680086e+03,5.164916487597217383e+03,4.712159907455572466e+03,4.246155144941085382e+03,3.848424857692469686e+03,3.498375221662304284e+03,0.000000000000000000e+00
2.366248878556712498e+03,1.604151822761086805e+03,8.823880119292565496e+02,0.000000000000000000e+00,8.854342288500239420e+02,1.665785160223440471e+03,2.959715312184907361e+03,4.227449543927644299e+03,4.694933190033808387e+03,4.867115677059464360e+03,5.163290805355281009e+03,6.105454081705699537e+03,6.594710064113783119e+03,6.890798491885230760e+03,6.887870771580930523e+03,6.713643215639494883e+03,6.028720266459583399e+03,5.304729926702013472e+03,5.118210559294120685e+03,5.126559796238665513e+03,4.968463980604745302e+03,5.211718017029493240e+03,5.441528324796812740e+03,5.423406405214803272e+03,5.435548459757823366e+03,5.448179295979653034e+03,5.514461844732137251e+03,5.635841537324731689e+03,5.759691839000171967e+03,5.393710079127675272e+03,4.947427659170952211e+03,4.489758623188127785e+03,4.099641210556192163e+03,3.723758951460541539e+03,0.000000000000000000e+00
2.829812357393786897e+03,2.079855185556487413e+03,1.367122605582057076e+03,8.854342288500239420e+02,0.000000000000000000e+00,1.112186118827170503e+03,2.576694225110891239e+03,4.038336977169860347e+03,4.623754996016819860e+03,4.848054057237421148e+03,5.160950909801989837e+03,6.085839853213287824e+03,6.564029535791516537e+03,6.847967649943817378e+03,6.887507279832785571e+03,6.782159013297189631e+03,6.136724771797562425e+03,5.377732475736741435e+03,5.183972119214112354e+03,5.177641096391608698e+03,5.038933442837449547e+03,5.313067869800109293e+03,5.496121199159338175e+03,5.501392856012622360e+03,5.509502207708735114e+03,5.523689296876411390e+03,5.584492944573364184e+03,5.707554706250672098e+03,5.856314290236179659e+03,5.484677367215002050e+03,5.057150341893361656e+03,4.650031744007228554e+03,4.293689201949953713e+03,3.956722298975478225e+03,0.000000000000000000e+00
3.398393800995416768e+03,2.722780146073987453e+03,2.055400796738921144e+03,1.665785160223440471e+03,1.112186118827170503e+03,0.000000000000000000e+00,1.980945743988225331e+03,3.759694154544803041e+03,4.496039533413124445e+03,4.808360591734270201e+03,5.134206906142323533e+03,6.048756957822844015e+03,6.506693588497393648e+03,6.790108828256972629e+03,6.869127572129070359e+03,6.825881355345917655e+03,6.237334385512794142e+03,5.475933110820024922e+03,5.343383885452380127e+03,5.207698859489249116e+03,5.140367167704387612e+03,5.451973235855351049e+03,5.576947909377517135e+03,5.612336722519054092e+03,5.619936195658686302e+03,5.634641838134162754e+03,5.693230787905158650e+03,5.792082317133429569e+03,6.023726949213735679e+03,5.581861359487877962e+03,5.171535978344209980e+03,4.817767685227306174e+03,4.514064254053916557e+03,4.247195978371034471e+03,0.000000000000000000e+00
4.204039043805734764e+03,3.714823822316324822e+03,3.231069809582844300e+03,2.959715312184907361e+03,2.576694225110891239e+03,1.980945743988225331e+03,0.000000000000000000e+00,2.845019228728249800e+03,3.995259792039118111e+03,4.570465059603134250e+03,5.021059818502970302e+03,5.967072017548757685e+03,6.418307090688641438e+03,6.725571116983808679e+03,6.889520953929179086e+03,6.929000988127631899e+03,6.476156517361136139e+03,5.753119453387994326e+03,5.535229228485644853e+03,5.300697464830109311e+03,5.307825918912642919e+03,5.680922471102712734e+03,5.750252104862771375e+03,5.788519786629025475e+03,5.798791769749570449e+03,5.809028833274767749e+03,5.865045384319763798e+03,5.869279278546600835e+03,6.254036799678964599e+03,5.662453622166615787e+03,5.311162072307552080e+03,5.000365479943556238e+03,4.739812926493698797e+03,4.551825966912933836e+03,0.000000000000000000e+00
4.773353453586635624e+03,4.584196884987954036e+03,4.376139422884228225e+03,4.227449543927644299e+03,4.038336977169861257e+03,3.759694154544803496e+03,2.845019228728249800e+03,0.000000000000000000e+00,2.380899332619859251e+03,3.486352847496110371e+03,4.312880225784393588e+03,5.460736396471926128e+03,6.105567321456466743e+03,6.519394137698629493e+03,6.826724084651679732e+03,6.907740645061741816e+03,6.526935310203954032e+03,5.985440957162474660e+03,5.643991956900033074e+03,5.430942877154373491e+03,5.647692885283770011e+03,6.088948984541478239e+03,6.147509235511573934e+03,6.160635205344749011e+03,6.179406998282381210e+03,6.175470520434141690e+03,6.238923399705768134e+03,6.118255281402025503e+03,6.389634106002750741e+03,5.912316650392880547e+03,5.588312394592930104e+03,5.249475595039344626e+03,4.914074014029873069e+03,4.576118056429076205e+03,0.000000000000000000e+00
4.923541019265065188e+03,4.871652393274999667e+03,4.799487332325057650e+03,4.694933190033808387e+03,4.623754996016819860e+03,4.496039533413124445e+03,3.995259792039118111e+03,2.380899332619859251e+03,0.000000000000000000e+00,2.008435503346776841e+03,3.157103703603610484e+03,4.592423835674642760e+03,5.601207233780127353e+03,6.254148743222253870e+03,6.824746791337817740e+03,7.022522502619714942e+03,6.549917721249496026e+03,5.976110402641322253e+03,5.868372495103104484e+03,5.729129761175776366e+03,6.031353120560615025e+03,6.438156468118234443e+03,6.532340986326495113e+03,6.523822232837748743e+03,6.542923650543456461e+03,6.531356824551062346e+03,6.603585881961278574e+03,6.461987344645964185e+03,6.612530212202123039e+03,6.329706054534737632e+03,6.007703678135757400e+03,5.660883857341815201e+03,5.334933045881234648e+03,4.955558297310643866e+03,0.000000000000000000e+00
5.138847686626196264e+03,5.054457771848718039e+03,4.991879322040213083e+03,4.867115677059464360e+03,4.848054057237422057e+03,4.808360591734268382e+03,4.570465059603134250e+03,3.486352847496109916e+03,2.008435503346776841e+03,0.000000000000000000e+00,1.859137905045882007e+03,3.458015999015863144e+03,4.844340214726438717e+03,5.757499075244310006e+03,6.789766065079770669e+03,7.226517558492933858e+03,6.744602068294854689e+03,6.122858287440352797e+03,6.056352159992778979e+03,5.989783481383718026e+03,6.297307942422492488e+03,6.662773640268559575e+03,6.858455451819396330e+03,6.814764397263114006e+03,6.835409966993173839e+03,6.813714907229218625e+03,6.893110009350109976e+03,6.862898143663446717e+03,6.983200495601104194e+03,6.737616529825778343e+03,6.433161877616207676e+03,6.065171352921868674e+03,5.736387341977206233e+03,5.357670524165991083e+03,0.000000000000000000e+00
