0.000000000000000000e+00,3.461639319423337838e+03,3.934879964285207734e+03,4.190072765212749800e+03,4.266286050731542673e+03,4.272504261749371835e+03,4.149908419337550185e+03,3.786408456571983606e+03,3.183924971198632647e+03,2.357103542721682061e+03,1.230607031780113857e+03,1.529556072126087884e+03,2.313430905723252636e+03,2.817401975027518802e+03,3.064298886640583532e+03,3.127543356125454466e+03,2.762928096542999810e+03,2.256627843092914645e+03,1.397635543019391207e+03,1.639797988913406698e+03,2.600608603983143439e+03,3.919867458076702405e+03,4.304178073556983691e+03,4.441578060404500320e+03,4.454247486014512106e+03,4.400477713965949079e+03,3.642000503386366290e+03,2.906850758696327830e+03,1.993419173179589734e+03,1.572840777418714197e+03,2.266603062833107288e+03,2.998421343900090051e+03,3.135475650607993884e+03,3.149774330540744359e+03,2.975247085911066733e+03,2.569178294924493912e+03,1.405685795459123256e+03,2.366257664189025945e+03,3.146218982984014474e+03,3.798474884008616300e+03,4.187881591237029170e+03,4.365105242462968818e+03,4.339198108201798277e+03,4.137009252534412553e+03,3.653013839436002854e+03,3.083004685187646373e+03,2.822190933772300923e+03,2.922997719237324873e+03,3.209355352368725562e+03,3.664631086480605973e+03,4.263968795487254283e+03,5.041939044983882923e+03,5.655340131238856884e+03,6.491011323360995448e+03,7.506898841880097279e+03,7.511767975058176489e+03
3.461639319423337838e+03,0.000000000000000000e+00,1.696228954671705651e+03,2.364141211236480103e+03,2.596240850837154539e+03,2.538060173527114785e+03,2.098201981591747426e+03,1.091943221967146656e+03,1.576226330335990269e+03,2.660386584272642722e+03,3.322396424269675663e+03,3.733621759691824536e+03,3.982555516806293326e+03,4.187038810424354779e+03,4.248839030971980719e+03,4.275431933994743304e+03,4.133750677854973219e+03,3.967192654202133781e+03,3.734541129033696507e+03,3.316207706938083447e+03,2.524231346150524132e+03,1.555524527468326369e+03,2.429860466958727102e+03,2.812624673779925615e+03,2.838820940695874469e+03,2.596446802844226568e+03,1.622938555693206354e+03,2.542903087243221762e+03,3.287572576300715355e+03,3.704007799367820553e+03,3.951422050632158061e+03,4.213554239989453890e+03,4.279516548500389945e+03,4.296376483606702095e+03,4.217202311169470704e+03,4.077194746391175158e+03,3.567833049158346057e+03,2.917361460102091314e+03,1.897549706566048371e+03,1.324073176896870109e+03,2.201813469746137798e+03,2.791814085659891134e+03,2.645343350955501592e+03,2.096710995821782490e+03,1.209416388180681224e+03,2.437972746178896159e+03,4.306795018727162642e+03,4.468401006574425992e+03,4.559175936747998094e+03,4.770513226524401944e+03,5.223233928005388407e+03,5.895114766576696638e+03,6.498182284300780339e+03,7.333627971353766043e+03,8.313094256118447447e+03,8.318113033882313175e+03
3.934879964285207734e+03,1.696228954671705651e+03,0.000000000000000000e+00,1.206708424691823438e+03,1.584430461992223172e+03,1.502552014259595126e+03,8.911094208906120002e+02,1.350112670195427199e+03,2.451669703147909786e+03,3.261964285518767156e+03,3.805597222805119600e+03,4.149269400214372581e+03,4.357818337960707140e+03,4.539067133723016923e+03,4.576853674256558406e+03,4.601374070137478157e+03,4.487578461090619385e+03,4.343540875061874431e+03,4.153736243164406005e+03,3.834090041254150947e+03,3.184828741253000317e+03,1.365035652770039633e+03,1.449263606111736181e+03,1.952412183257759580e+03,1.974967594670858489e+03,1.669571402086975013e+03,2.428647909159878054e+03,3.172690778783508449e+03,3.798304256141424048e+03,4.125149317162795342e+03,4.329631932008377589e+03,4.553707183286070176e+03,4.610095841375408781e+03,4.626475740537061938e+03,4.561742552042050193e+03,4.444767897952225212e+03,4.033843025646305705e+03,3.506111473793518144e+03,2.738830204464847156e+03,1.706569854024930692e+03,1.245838093636391022e+03,1.901640315330131898e+03,1.678477914990580530e+03,1.219835007058108431e+03,1.776929248888533493e+03,3.076158390662705187e+03,4.671259953755007700e+03,4.805360039696408421e+03,4.875831245370714896e+03,5.059521431035875139e+03,5.479486249235037576e+03,6.122620617204868722e+03,6.711143477662993064e+03,7.527222307509393431e+03,8.494121123851778975e+03,8.499297892571185002e+03
4.190072765212749800e+03,2.364141211236480103e+03,1.206708424691823438e+03,0.000000000000000000e+00,6.636156853011966632e+02,6.521686898341563392e+02,9.961296769664719477e+02,2.037212392789058185e+03,2.885949025498871379e+03,3.593810790790168994e+03,4.063178681771184529e+03,4.384813894441685079e+03,4.577375946495507378e+03,4.747186804366957404e+03,4.777410514308194251e+03,4.800440454328730084e+03,4.698834311708503265e+03,4.565726703749731314e+03,4.389964464548656906e+03,4.110532447262737151e+03,3.543427844459196422e+03,2.031903705067409646e+03,1.360902478341321512e+03,1.441534175029428297e+03,1.451287321273387988e+03,1.497385016917454323e+03,2.871583167677541496e+03,3.523925809535580811e+03,4.073241706552630603e+03,4.358018267770586135e+03,4.550498641785200562e+03,4.756720567319024667e+03,4.809556389800099168e+03,4.825413016289699954e+03,4.766650640998726885e+03,4.661566022033572153e+03,4.275627894109667977e+03,3.821696627299311331e+03,3.147644392593020712e+03,2.325874483094711195e+03,1.450554223583370685e+03,1.249555565435610333e+03,1.120951084273234983e+03,1.566340178746484980e+03,2.367319886378779302e+03,3.442604488852392024e+03,4.882181764106850096e+03,5.014315074530793936e+03,5.078154826750024768e+03,5.246665554849548244e+03,5.651029788159593409e+03,6.279326237742388003e+03,6.852424501996096296e+03,7.654094503379692469e+03,8.604739172236470040e+03,8.609664150115051598e+03
4.266286050731542673e+03,2.596240850837154539e+03,1.584430461992223172e+03,6.636156853011966632e+02,0.000000000000000000e+00,4.927586743134134508e+02,1.264565230512932203e+03,2.245005345205220237e+03,3.019253918143071132e+03,3.693709216732906043e+03,4.120798398908182207e+03,4.435870877792146530e+03,4.627213572382907842e+03,4.793805180763122735e+03,4.823050498503141171e+03,4.846459681504090440e+03,4.751204303472289212e+03,4.621713066241430170e+03,4.446505544307302443e+03,4.186569677751278505e+03,3.661688651125000433e+03,2.266421751474232678e+03,1.567029177917387642e+03,1.397818578277517190e+03,1.400185067132993026e+03,1.646806033238617374e+03,3.022685799821832461e+03,3.642064066798733165e+03,4.151054377437642870e+03,4.416658150935187223e+03,4.610667473973332562e+03,4.812446605764433116e+03,4.863483228213230177e+03,4.879703030581568783e+03,4.824215848773333164e+03,4.724713277602746530e+03,4.341358376770498580e+03,3.928727868746633249e+03,3.287745208430176262e+03,2.537855371940823261e+03,1.711948078132698356e+03,1.109754827778544268e+03,1.133080756168777498e+03,1.801093495012897165e+03,2.555742184006664957e+03,3.559139362261599672e+03,4.932897469484256362e+03,5.067641276877361634e+03,5.132989577234710850e+03,5.296292067726909409e+03,5.690866649485178641e+03,6.315109253915473346e+03,6.892221154638423286e+03,7.693645184320809676e+03,8.640821938784323720e+03,8.645777717090119040e+03
4.272504261749371835e+03,2.538060173527114785e+03,1.502552014259595126e+03,6.521686898341563392e+02,4.927586743134134508e+02,0.000000000000000000e+00,1.045998459739676946e+03,2.128351500836063224e+03,2.955625070193382726e+03,3.656494131450670920e+03,4.109150534004678775e+03,4.417792032729074890e+03,4.602311556888212181e+03,4.767089153770908524e+03,4.802685973031741014e+03,4.829253024824652130e+03,4.737161609140157452e+03,4.607895458401335418e+03,4.440561601119092302e+03,4.178885404294069303e+03,3.630872867201167537e+03,2.184078346173095269e+03,1.482719423521822137e+03,1.418562378685625390e+03,1.417859341088216070e+03,1.573025852722493937e+03,2.965129583078037740e+03,3.611154909136084825e+03,4.145874388406411526e+03,4.417555872752362120e+03,4.605628693964237755e+03,4.809981762497218369e+03,4.860299487800251882e+03,4.876849221919168485e+03,4.821208919394045552e+03,4.720934512007852391e+03,4.346118178584431007e+03,3.912312728922458518e+03,3.254564230942966333e+03,2.475103297507668685e+03,1.624339592299319293e+03,1.184733444000523377e+03,1.117988670187080288e+03,1.699309009895233203e+03,2.487511585679331802e+03,3.520899269599540730e+03,4.926651973365522281e+03,5.056660305423388309e+03,5.116677090108832999e+03,5.281013949359879916e+03,5.671196003587912855e+03,6.293106016374846149e+03,6.871972868915596337e+03,7.675456700129064302e+03,8.629562200817395933e+03,8.634548621027477566e+03
4.149908419337550185e+03,2.098201981591747426e+03,8.911094208906120002e+02,9.961296769664719477e+02,1.264565230512932203e+03,1.045998459739676946e+03,0.000000000000000000e+00,1.531534379488609602e+03,2.624456451661324536e+03,3.431176879407075376e+03,3.963699870911833386e+03,4.289830493931737692e+03,4.479683991830976083e+03,4.647637177462704130e+03,4.681850868572792024e+03,4.708881631791403379e+03,4.614800224398797582e+03,4.484354629647893489e+03,4.315243819556679227e+03,4.021737932784754321e+03,3.396998920616046234e+03,1.637392812437571592e+03,1.296599184190875803e+03,1.723431976544996587e+03,1.737434603085827803e+03,1.473893558647372402e+03,2.629654856947332519e+03,3.373000757650534979e+03,3.987209425149349954e+03,4.297106959597592322e+03,4.487786214951772308e+03,4.695733548185609834e+03,4.746357024076491143e+03,4.764161206340550962e+03,4.708038893448357157e+03,4.605757182290690253e+03,4.226652155600721017e+03,3.722727867811132455e+03,2.983389906353751030e+03,2.014642565485661862e+03,1.243586703406277593e+03,1.658762557517574805e+03,1.409735475580829643e+03,1.199839757819539045e+03,2.026413416194556476e+03,3.254734329489220272e+03,4.802148361815629869e+03,4.930035609517557532e+03,4.994580807679907593e+03,5.159949762890702004e+03,5.560627382669087638e+03,6.190250748825385926e+03,6.775362171541564749e+03,7.586050450955688575e+03,8.546231365669553270e+03,8.551433927840451361e+03
3.786408456571983606e+03,1.091943221967146656e+03,1.350112670195427199e+03,2.037212392789058185e+03,2.245005345205220237e+03,2.128351500836063224e+03,1.531534379488609602e+03,0.000000000000000000e+00,1.810218679239244238e+03,2.876544937555798242e+03,3.537536776408737296e+03,3.942871415605612583e+03,4.164938334877627312e+03,4.353550887876847810e+03,4.395590770558846089e+03,4.422927587519873668e+03,4.309642547693349115e+03,4.163012103967230360e+03,3.967424143362180075e+03,3.584757267468262398e+03,2.829117628441003035e+03,1.215640708981618445e+03,2.040134663311328723e+03,2.482565876937274879e+03,2.502529453706124514e+03,2.210693707112462107e+03,1.836321383152262115e+03,2.806674722870480309e+03,3.547365986819562295e+03,3.948643452011200225e+03,4.167410813549429804e+03,4.402713178635784971e+03,4.459514659691108136e+03,4.478922266200492231e+03,4.414374096819004080e+03,4.296265548900181784e+03,3.846180009654577589e+03,3.227639884222264300e+03,2.295819098564452815e+03,1.260594039861101692e+03,1.843229804205408982e+03,2.473974288018729112e+03,2.291559173236511924e+03,1.634977573750382362e+03,1.150559477433093889e+03,2.656769006811765848e+03,4.475440214225950513e+03,4.626486643952024679e+03,4.710108880553253584e+03,4.886597111828771631e+03,5.316269222344232730e+03,5.975722634125490003e+03,6.582326395567029977e+03,7.413924938924073103e+03,8.388007875002827859e+03,8.393276780323012645e+03
3.183924971198632647e+03,1.576226330335990269e+03,2.451669703147909786e+03,2.885949025498871379e+03,3.019253918143071132e+03,2.955625070193382726e+03,2.624456451661324536e+03,1.810218679239244238e+03,0.000000000000000000e+00,1.926912787047943311e+03,2.854105172086941820e+03,3.379476849717675123e+03,3.666689560534572138e+03,3.908890678099498928e+03,3.969637249030281055e+03,3.997009395924772434e+03,3.846590770481749587e+03,3.655646606431073451e+03,3.399361279874651245e+03,2.885102366756986612e+03,1.826132464466305464e+03,2.261516256359379440e+03,2.906296115524226479e+03,3.202018998486224518e+03,3.217506039017046533e+03,3.036552193232043464e+03,1.540343792794318460e+03,1.850525270775246781e+03,2.841621407264226491e+03,3.377339929589547864e+03,3.657898835245287046e+03,3.967220787626723450e+03,4.033925879338861250e+03,4.055603133663054450e+03,3.978373020329882820e+03,3.818974876993953785e+03,3.229962142881010095e+03,2.405723453211795004e+03,1.272208097932269311e+03,2.040841465888243874e+03,2.760275751120221685e+03,3.174515431089016602e+03,3.063707449044933583e+03,2.629326571999429689e+03,1.776679080632055502e+03,1.671480547964055859e+03,3.961450477904371382e+03,4.143948640286604132e+03,4.268505567265621721e+03,4.486444038557804561e+03,4.965464026654497502e+03,5.661763565062227826e+03,6.292040386251715972e+03,7.147568195625093722e+03,8.143323250095994808e+03,8.148622385273243708e+03
2.357103542721682061e+03,2.660386584272642722e+03,3.261964285518767156e+03,3.593810790790168994e+03,3.693709216732906043e+03,3.656494131450670920e+03,3.431176879407075376e+03,2.876544937555798242e+03,1.926912787047943311e+03,0.000000000000000000e+00,1.833300211822017218e+03,2.636528188525383939e+03,3.029572595451567850e+03,3.377014016356261436e+03,3.522799470749223474e+03,3.562231089265996616e+03,3.323385338944481646e+03,3.038287328230976073e+03,2.666474826432843201e+03,1.800378694731871747e+03,1.233424771385210533e+03,3.129952679798510871e+03,3.611675788328716408e+03,3.839004659775446726e+03,3.852041536639995684e+03,3.729648315264510074e+03,2.661656313901810336e+03,1.555087778872946046e+03,1.809941558295309278e+03,2.656676265143689761e+03,3.030610774524946464e+03,3.505651801813109159e+03,3.600660494964762165e+03,3.624248381848741701e+03,3.497504141844893638e+03,3.244677179628199610e+03,2.352134042854600466e+03,1.301874289886186489e+03,2.101534333660885295e+03,2.970883650812798805e+03,3.504427104867957496e+03,3.809881450474081703e+03,3.740360469853711038e+03,3.415086040887776562e+03,2.783552266838602009e+03,1.915855799491300331e+03,3.366367858026726481e+03,3.599527484422248108e+03,3.763717665642128395e+03,4.069983114898072017e+03,4.613638152261179130e+03,5.354548201710757894e+03,5.990144294311049634e+03,6.868402579930816501e+03,7.883368682091209848e+03,7.888506836601574832e+03
