0.000000000000000000e+00,5.822575189057007083e+04,8.894641011555308069e+04,8.629351656153026852e+04,7.030018610849250399e+04,7.836363653718982823e+04,9.262667909409536514e+04,9.475174152372159006e+04,8.566585378083595424e+04,8.831069858617111458e+04,9.477963646386026812e+04,8.524399264724949899e+04,8.891089745107354247e+04,9.316685379647559603e+04,9.178110517784234253e+04,9.013364509807976719e+04,8.840346327366336482e+04,8.998581818079552613e+04,8.665680213796129101e+04,9.519816899091412779e+04,9.184045847494895861e+04,9.050020948103668343e+04,9.340748555716358533e+04,9.388517268687940668e+04,9.118321348923219193e+04,1.114912463788549358e+05,8.835063301414469606e+04,8.426014608474269335e+04,8.827691594887613610e+04,8.946617838354319974e+04,8.754350300216038886e+04,8.633735832316438609e+04,8.019925013295712415e+04,8.494432521690805152e+04,7.854897206060226017e+04,8.660155645316839218e+04,7.545128209572336345e+04,8.489685537887974351e+04,8.607997944934849511e+04,8.399223188750457484e+04,8.647270217370637693e+04,8.492954968874898623e+04,7.705736336868237413e+04,7.896443440069588542e+04,8.517852104127001076e+04
5.822575189057007083e+04,0.000000000000000000e+00,9.256052786690169887e+04,9.235787856785539770e+04,8.186308558874686423e+04,8.800933550039844704e+04,1.020184409795085521e+05,1.018633456946675433e+05,9.111469676975021139e+04,9.598713822058589722e+04,1.014527839369415306e+05,9.040817922744595853e+04,9.462864020240204991e+04,1.024524226523398975e+05,1.012237407879750099e+05,1.015330365989343700e+05,9.991084283055395645e+04,1.029255680631005671e+05,9.661807988961404772e+04,1.052030716492863721e+05,1.007496695318554994e+05,1.001817843378306279e+05,1.032100278504440939e+05,1.035601849645390466e+05,1.006095038591203192e+05,1.171009618752593815e+05,9.891459345370317169e+04,9.358398890064348234e+04,1.016734268408224016e+05,1.015005842117850261e+05,9.978708462187787518e+04,9.770270743035983469e+04,9.306772042622169829e+04,9.490117648375248245e+04,9.232320891484156891e+04,1.003699779150481481e+05,8.731924411287729163e+04,9.715798970520074363e+04,9.673628645101939037e+04,9.530252573078438581e+04,9.641236858527340519e+04,9.261423245316662360e+04,8.800305160807193897e+04,9.164888111761778418e+04,9.388670370422337146e+04
8.894641011555308069e+04,9.256052786690169887e+04,0.000000000000000000e+00,4.912194609224076703e+04,8.488411338734572928e+04,8.656903380796297279e+04,8.474569891675135295e+04,8.485269302476504527e+04,4.654832980175831472e+04,7.322563159546787210e+04,6.054486401743105671e+04,7.215481190236806287e+04,7.466873651892638009e+04,8.390717133634204220e+04,6.783337035461960477e+04,7.460722496142302407e+04,7.982642937788642303e+04,7.938747196223944775e+04,7.508724859566430678e+04,7.381152811120259867e+04,6.989156707834629924e+04,7.546757662216491008e+04,7.998245669381116750e+04,8.519937664482271066e+04,8.873252830714145966e+04,8.623667052168866212e+04,7.007395569444459397e+04,7.254046056742226938e+04,9.139271382883773185e+04,8.470550065373622056e+04,8.641762987248570425e+04,9.337282850070449058e+04,8.330087182617146755e+04,1.018470489688649104e+05,9.460678204253727745e+04,8.971616600826369540e+04,8.135242152170215559e+04,8.098363862808838894e+04,8.851150536763214041e+04,7.653258566490444355e+04,8.194523524417048611e+04,1.016466287198528444e+05,7.905369605246711581e+04,8.463163912706385599e+04,9.497600290307188698e+04
8.629351656153026852e+04,9.235787856785539770e+04,4.912194609224076703e+04,0.000000000000000000e+00,7.740452269947534660e+04,8.406408099975438381e+04,8.034237788434357208e+04,8.327713121659545868e+04,3.770648527626171563e+04,7.062075689672250883e+04,4.783452014439280902e+04,6.904653267583371780e+04,7.227925413514365209e+04,8.086696548721508589e+04,5.563333937287511071e+04,6.364990436320052686e+04,6.853049135644445778e+04,6.789641149574921292e+04,6.362515324233841966e+04,6.139407071805423766e+04,5.806639706691989704e+04,6.798110530466954515e+04,7.444084227387422288e+04,8.219894356106409396e+04,8.671046726446425600e+04,8.619360813437259640e+04,6.187849753347130172e+04,6.864692738369452127e+04,8.127472235846065450e+04,7.511405576558929170e+04,7.587763909377300297e+04,8.741217703056120081e+04,7.472559615018410841e+04,9.617922001139278291e+04,8.911091713826073101e+04,8.054121840675592830e+04,7.632959062149468809e+04,7.123309796872832521e+04,8.420547806737586507e+04,6.601016267380600038e+04,7.564316352013256983e+04,9.432826380724411865e+04,7.183882106107209984e+04,7.719686286732020380e+04,8.779609005593977054e+04
7.030018610849250399e+04,8.186308558874686423e+04,8.488411338734572928e+04,7.740452269947534660e+04,0.000000000000000000e+00,4.644320178693612252e+04,7.040752622648516262e+04,7.798326973709676531e+04,7.779290218979763449e+04,7.913810205723985564e+04,8.407855385028797900e+04,7.900106538381399878e+04,8.418849554290388187e+04,7.707649586323650146e+04,8.040664274037150608e+04,7.712910634053194372e+04,7.030870677155780140e+04,7.253416642674323521e+04,7.308260225480135705e+04,8.020593706965872843e+04,7.898181271800704417e+04,7.614193028592556948e+04,7.720500926681433339e+04,7.667276955999447091e+04,7.287553531726288202e+04,8.416054190520578413e+04,7.738728290875825041e+04,7.390100596969870094e+04,6.312574449901788466e+04,7.134899264958863205e+04,6.905555244310376293e+04,6.265559624557665666e+04,6.549684928384710656e+04,6.089806839939733618e+04,5.617033987791216350e+04,6.126223378685593343e+04,6.408959142134870490e+04,6.735487048709433293e+04,6.716422531708452152e+04,6.888367946924951684e+04,7.019356184706528438e+04,5.778843359954343759e+04,6.133790034807987104e+04,5.830951846063359699e+04,6.263436666435095685e+04
7.836363653718982823e+04,8.800933550039844704e+04,8.656903380796297279e+04,8.406408099975438381e+04,4.644320178693612252e+04,0.000000000000000000e+00,7.975495236451727396e+04,8.318941057343273133e+04,8.318667388203159499e+04,8.710053170076016977e+04,9.076908617903788399e+04,8.623499892219381582e+04,9.257319574381141865e+04,8.424590319679779350e+04,9.114259213573930901e+04,8.971497339166047459e+04,8.403393105499347439e+04,8.520260196274703776e+04,8.775192338316209498e+04,9.086864147584786406e+04,9.011049309597429237e+04,8.760729628226502973e+04,8.703017182755046815e+04,8.565912190381770779e+04,8.255194455344606831e+04,8.843805176003606175e+04,8.843332918833999429e+04,8.638097528970084386e+04,7.711585949364822591e+04,8.420793371899037447e+04,8.294348050128099567e+04,7.666971020625141682e+04,8.093168526397076494e+04,7.383221765221410897e+04,7.005349786492319254e+04,7.545256125907960813e+04,7.807787419621300069e+04,7.936889098730872502e+04,7.857898739060614025e+04,8.326053681133037026e+04,8.159361932773748413e+04,6.828566757624136517e+04,7.530648034827032825e+04,7.195806671172019560e+04,7.466118622818336007e+04
9.262667909409536514e+04,1.020184409795085521e+05,8.474569891675135295e+04,8.034237788434357208e+04,7.040752622648516262e+04,7.975495236451727396e+04,0.000000000000000000e+00,5.662268656643194117e+04,8.366628871494827035e+04,6.033722888621052698e+04,8.656071263569701114e+04,6.561588477732682077e+04,6.682735723905039777e+04,4.208608710065858759e+04,7.708152139491733396e+04,7.960896681069549231e+04,6.484988257934605645e+04,7.828322972173757444e+04,6.604704384754440980e+04,7.656734452101273928e+04,7.324323316183811403e+04,5.708221010768622364e+04,5.026836416121265211e+04,4.392482491206363920e+04,4.773888507053751528e+04,9.253496472384949448e+04,6.902153588876227150e+04,6.611882569199429417e+04,5.807180228437790356e+04,5.561371159965180414e+04,6.320676934650335897e+04,5.345497826728068321e+04,6.554142492347626830e+04,6.588000646040090942e+04,7.157177429530260270e+04,7.143850743043416878e+04,6.721274003490347241e+04,5.722999768284218590e+04,4.660021275106245594e+04,6.284680431811617746e+04,4.992563071543027763e+04,6.665335493014767417e+04,7.278265429344704899e+04,6.706606109236131306e+04,6.006944772788851697e+04
9.475174152372159006e+04,1.018633456946675433e+05,8.485269302476504527e+04,8.327713121659545868e+04,7.798326973709676531e+04,8.318941057343273133e+04,5.662268656643194117e+04,0.000000000000000000e+00,8.682960059923195513e+04,5.899302298954146681e+04,8.624299221128152567e+04,6.153950052157210303e+04,5.941992426226632961e+04,5.399132147032010835e+04,7.787873158600037277e+04,7.986425885212895810e+04,7.774719085242766596e+04,8.330248206052773457e+04,7.842560567328667094e+04,7.749405207211196830e+04,7.716844330712038209e+04,6.762219713887068792e+04,6.026764285805926193e+04,5.638039523530602310e+04,5.505804957194659073e+04,8.732700158599026327e+04,7.854386900891155528e+04,7.958984423069603508e+04,7.614812023724593746e+04,7.117074907025786524e+04,7.763257588652533013e+04,6.847659153154637897e+04,7.986350998978372081e+04,6.532500264149349096e+04,7.795291636052318790e+04,8.340792547407069651e+04,7.666523214961943449e+04,7.201220777139435813e+04,6.173269695136699738e+04,7.640714175243786303e+04,6.823805676941722049e+04,6.238452815402359556e+04,8.778980532056420634e+04,8.118062227047602937e+04,5.701411679478110455e+04
8.566585378083595424e+04,9.111469676975021139e+04,4.654832980175831472e+04,3.770648527626171563e+04,7.779290218979763449e+04,8.318667388203159499e+04,8.366628871494827035e+04,8.682960059923195513e+04,0.000000000000000000e+00,7.329135924285971851e+04,5.251749256941003114e+04,7.076304907223414921e+04,7.643372901481633016e+04,8.421875601801402809e+04,6.159411302587572573e+04,6.592574003966810415e+04,7.407986660430477059e+04,7.179313678046183486e+04,6.843376436055358499e+04,6.743122330608873744e+04,6.469121696009315201e+04,7.381655411370986258e+04,7.843353944228174805e+04,8.611167012019091635e+04,9.046121933612138673e+04,8.634211020765449211e+04,6.616842840643766976e+04,7.137076049133451306e+04,8.488705011104889854e+04,7.975742263541868306e+04,8.079486932349303970e+04,9.043828036720718956e+04,7.794526813305391988e+04,9.917559224090124189e+04,9.226471246123814490e+04,8.467238757771790551e+04,7.911035545855025703e+04,7.578078011900400452e+04,8.696321648579587054e+04,7.071653396405404783e+04,7.930572952329764667e+04,9.713885450620851771e+04,7.193809935864043655e+04,8.043568256964502507e+04,9.126598524520339561e+04
8.831069858617111458e+04,9.598713822058589722e+04,7.322563159546787210e+04,7.062075689672250883e+04,7.913810205723985564e+04,8.710053170076016977e+04,6.033722888621052698e+04,5.899302298954146681e+04,7.329135924285971851e+04,0.000000000000000000e+00,7.369859414383037074e+04,4.608713316823394416e+04,4.872343927493203955e+04,5.232397388280868472e+04,6.794091536196474044e+04,7.628597168039236567e+04,6.890819451833909261e+04,8.068939509005907166e+04,6.746677639318765432e+04,7.027872893936540640e+04,6.600328889532329049e+04,5.346529994720732066e+04,4.890286967039808951e+04,5.753666145163511101e+04,6.166597557721006160e+04,9.184801804490947688e+04,6.871031657214117877e+04,6.971039206842084241e+04,7.031719768939304049e+04,6.242857333162913710e+04,6.837746547901116719e+04,6.837725541354421875e+04,6.881130499981739558e+04,7.561953797942858364e+04,7.618347777205023158e+04,7.561092826510351733e+04,6.883576205884752562e+04,6.225227096081009950e+04,6.185459299123379606e+04,6.555671940303653537e+04,5.731293574170891952e+04,7.836016593340627151e+04,7.491578211490847752e+04,6.995946614608206437e+04,7.182448565156006953e+04
