0.000000000000000000e+00,4.646687207032535298e+03,5.840627772575296149e+03,6.879015506112195908e+03,9.192352667057471990e+03,8.391622912828695917e+03,8.882672458218863540e+03,8.280721372226355015e+03,8.266605967519184560e+03,8.469972523896110943e+03,9.388771076841319882e+03,1.301376154947729810e+04,9.851176500522200513e+03,1.294241394708767984e+04,1.055570817667443771e+04,1.094221298458402998e+04,1.105081208680056807e+04,1.032302933036390095e+04,1.059999524108892729e+04,1.042843338079962086e+04,1.080944379286514049e+04,1.175758817860913405e+04,1.202395094061068812e+04,1.228277181891559121e+04,1.234971572772210857e+04,1.279026988682298179e+04,1.225349803117427837e+04,1.255027097980986764e+04,1.238296348483078691e+04,1.200237698217356410e+04,1.099770456352889050e+04,1.032338659441621894e+04,1.081147954208307783e+04,1.168033973059949676e+04,1.199401636928452353e+04,1.187321223033850947e+04,1.226029253321441320e+04,1.224169544811658488e+04,1.188583681904155128e+04,1.225200833877168770e+04,1.138887326394567390e+04,1.127248824942070132e+04,1.212375782869666546e+04,1.353347566017051759e+04,1.208467433938054637e+04,1.274799258271222607e+04,1.280576725542024178e+04,1.308659965172114789e+04,1.346897119307866342e+04,1.358256673910377503e+04,1.416787943828513562e+04,1.494530496696430419e+04,1.491219941300881146e+04,1.519951650181340301e+04,1.548000834768685672e+04,1.588093248731566746e+04,0.000000000000000000e+00
4.646687207032535298e+03,0.000000000000000000e+00,3.742596885111249776e+03,5.381106505378051224e+03,8.155984074421781770e+03,7.497135601162754028e+03,8.346728580707458605e+03,7.702105282179544702e+03,7.644336233084358355e+03,7.741828057162523692e+03,8.614281752480239447e+03,1.242406152503141675e+04,9.043740081772859412e+03,1.221741004104796775e+04,9.736260518745753870e+03,1.005346748915782155e+04,1.029220338141655884e+04,9.555954100861648840e+03,9.788941663371220784e+03,9.690800224955493832e+03,1.002695360848284690e+04,1.094558826397401208e+04,1.116601546359893109e+04,1.141854228875098488e+04,1.152909128634530134e+04,1.205092048120972504e+04,1.161555105116483537e+04,1.215612998998133844e+04,1.215184095792284279e+04,1.198267079763234869e+04,1.103559115367686536e+04,1.026342974405273708e+04,1.039657829929288164e+04,1.115412696917325411e+04,1.137304853101783010e+04,1.110833112778160285e+04,1.137264464014895202e+04,1.151922190177006451e+04,1.136028725184532777e+04,1.177702142592360724e+04,1.094427193659842123e+04,1.083270250470991414e+04,1.158886139072024343e+04,1.312643457133506126e+04,1.176141180584457106e+04,1.238973115123954267e+04,1.242586774524096472e+04,1.257818798997308659e+04,1.286855562558891870e+04,1.302065270168015013e+04,1.362423658207845801e+04,1.441729799388392348e+04,1.449668700082895884e+04,1.470539765226080453e+04,1.506348538685542371e+04,1.542640438411451396e+04,0.000000000000000000e+00
5.840627772575296149e+03,3.742596885111249776e+03,0.000000000000000000e+00,3.742972377966776548e+03,7.447033391447378563e+03,6.929359526279647980e+03,8.012457668461478534e+03,7.470832149098207992e+03,7.412980035046656667e+03,7.444965592040627598e+03,8.429790454757092448e+03,1.233597960799540306e+04,8.831176560597423304e+03,1.201416759959255251e+04,9.258113888788282566e+03,9.636914882079279778e+03,9.921189887194756011e+03,9.189143642847580850e+03,9.509661829482149187e+03,9.377335750509184436e+03,9.777359556081235496e+03,1.065009869020555379e+04,1.075248651863070518e+04,1.099598531283125521e+04,1.111872362778706338e+04,1.163478919734541887e+04,1.095056796599033441e+04,1.165560837822984467e+04,1.186860342341117939e+04,1.193386579817604434e+04,1.112698034309175819e+04,1.036355814058722353e+04,1.050235624356081098e+04,1.107016695146590610e+04,1.116599525842221919e+04,1.081373528332254318e+04,1.097090039857947886e+04,1.103335447127864609e+04,1.106220549137142734e+04,1.163184326655815858e+04,1.070674242916296862e+04,1.057754394407712061e+04,1.141835069818133707e+04,1.301925956249199771e+04,1.170260451542461124e+04,1.244442208380908960e+04,1.242652111860384866e+04,1.253789655847834365e+04,1.277413332567862199e+04,1.287527113846099382e+04,1.346584416217567559e+04,1.433026433810638446e+04,1.435205296580719551e+04,1.453979680432686473e+04,1.484776622556045913e+04,1.519679685182246976e+04,0.000000000000000000e+00
6.879015506112195908e+03,5.381106505378051224e+03,3.742972377966776548e+03,0.000000000000000000e+00,5.991891233621897300e+03,6.516179649320595672e+03,7.950681990314434188e+03,7.688537377161054792e+03,7.655007344506156187e+03,7.400965372466286681e+03,8.008555508537969217e+03,1.257980679060206421e+04,9.264190898292392376e+03,1.226019106249491415e+04,9.374598889196851815e+03,9.269743062482662936e+03,9.385568561478914489e+03,9.319513840443796653e+03,9.701986915632849559e+03,9.684280745391379241e+03,1.000625399437810120e+04,1.053141289982832131e+04,1.084007912537739685e+04,1.100661829688544458e+04,1.109888258639885134e+04,1.163111290652982279e+04,1.062219860585468632e+04,1.078371341937044963e+04,1.152502399611813053e+04,1.182352292865506934e+04,1.137893885894228697e+04,1.071791529273401466e+04,1.070460737771863751e+04,1.099559694200857666e+04,1.133191776943921286e+04,1.097768959197587901e+04,1.106479514295457921e+04,1.089196352056542491e+04,1.077990279795358583e+04,1.136858706162608360e+04,1.094897602010722039e+04,1.068352572369642076e+04,1.142917959532591703e+04,1.305515439289040114e+04,1.175847230250934808e+04,1.240356646291700781e+04,1.276541570024246357e+04,1.285969054837583644e+04,1.311777970711646412e+04,1.317235008138881312e+04,1.350512034172378480e+04,1.424420880373650289e+04,1.464327241432066876e+04,1.469366899949333856e+04,1.498946019708533277e+04,1.519923226496815732e+04,0.000000000000000000e+00
9.192352667057471990e+03,8.155984074421781770e+03,7.447033391447378563e+03,5.991891233621897300e+03,0.000000000000000000e+00,5.405328317708611394e+03,7.566551085754488668e+03,7.700167977965764294e+03,8.128034271034561243e+03,7.454703787244186060e+03,7.186351902506905390e+03,1.304367162437202569e+04,1.001219258926094881e+04,1.289875044335704843e+04,1.015716053935497803e+04,9.217017455651284763e+03,8.797630855330733539e+03,9.834991187930445449e+03,1.029485870606209028e+04,1.046817710439102666e+04,1.081144352577899008e+04,1.072189742743494571e+04,1.163942470896017039e+04,1.162301028133413092e+04,1.158396225151163344e+04,1.216046885974747238e+04,1.096225687428392666e+04,1.020234076082562751e+04,1.121083754428951579e+04,1.171556899078194328e+04,1.150319276935254311e+04,1.129350361441874338e+04,1.112396738278809971e+04,1.090869743726436536e+04,1.204466805962984836e+04,1.162225327168154217e+04,1.161375350847241862e+04,1.140945527475633025e+04,1.082208547369664484e+04,1.071696618036572909e+04,1.164987153004964057e+04,1.133118132509656243e+04,1.184475336734897974e+04,1.341952275604394526e+04,1.185182057744687336e+04,1.223960959798574368e+04,1.353885168690402497e+04,1.369392808672636238e+04,1.400255379485386220e+04,1.404205945246865485e+04,1.399931840404296418e+04,1.432088495480955135e+04,1.534475825811570940e+04,1.555035628387870202e+04,1.579703449666729284e+04,1.584840394347525216e+04,0.000000000000000000e+00
8.391622912828695917e+03,7.497135601162754028e+03,6.929359526279647980e+03,6.516179649320595672e+03,5.405328317708611394e+03,0.000000000000000000e+00,5.373691282535693063e+03,5.705733763310117865e+03,6.618264945503900890e+03,7.071003127012477307e+03,8.224564095169704160e+03,1.229080502290650475e+04,9.261413199099275516e+03,1.246411078523668766e+04,9.777047816186985074e+03,9.685577898206563987e+03,9.753278582667278897e+03,8.977600762143969405e+03,9.427759212972216119e+03,9.765949228484674677e+03,1.037414955015013220e+04,1.126799798840314179e+04,1.133488164913923720e+04,1.121546798944278271e+04,1.104438298160843624e+04,1.138320464544144124e+04,1.034000316999744973e+04,1.039678032961311874e+04,9.994583010589336482e+03,1.015679864808707316e+04,1.004914049945485021e+04,1.016509403683899109e+04,1.092443360850629870e+04,1.169115765582372478e+04,1.168340849238739065e+04,1.123916861298471849e+04,1.110564506606111354e+04,1.080243621185100528e+04,1.061254027606522868e+04,1.133141740177850807e+04,1.064321247451969430e+04,1.052344123057324396e+04,1.128876829714646374e+04,1.287148611380054717e+04,1.163789623504914198e+04,1.283632204159543471e+04,1.324211630031597633e+04,1.352711445784144598e+04,1.389776469236886624e+04,1.393939076860996647e+04,1.439184966878482737e+04,1.505898972190564382e+04,1.507520469733926984e+04,1.530973593284183153e+04,1.568343812221504231e+04,1.580794177339736962e+04,0.000000000000000000e+00
8.882672458218863540e+03,8.346728580707458605e+03,8.012457668461478534e+03,7.950681990314434188e+03,7.566551085754488668e+03,5.373691282535693063e+03,0.000000000000000000e+00,5.405428135988259783e+03,6.656937367221522436e+03,7.425298714529752033e+03,8.749378701751582412e+03,1.289824276145107797e+04,9.839118128956490182e+03,1.296047045185161733e+04,1.048905841553192477e+04,1.059239673329674406e+04,1.054574945442754870e+04,9.722209242531071141e+03,1.010520404983936714e+04,1.037515001765711895e+04,1.108720528857928002e+04,1.190686952981291142e+04,1.222030687012416274e+04,1.216713378098729117e+04,1.194454049625424886e+04,1.224604118344629387e+04,1.118724673704618726e+04,1.119635050163918822e+04,1.062192527014038023e+04,1.042562878998991619e+04,1.011574435663960685e+04,1.030321234157363870e+04,1.093414257675876615e+04,1.215267220728700158e+04,1.242350972059681771e+04,1.203992686393376607e+04,1.202359052030573548e+04,1.177281480077406923e+04,1.141672450593591566e+04,1.190692549643991515e+04,1.126790424169426115e+04,1.120300573754870311e+04,1.201082604708460531e+04,1.348896869873811374e+04,1.223495536476406050e+04,1.322075410523540813e+04,1.368615184532572493e+04,1.414433268525248423e+04,1.455204154062265843e+04,1.467859962666775937e+04,1.516234805914575736e+04,1.584285857693950675e+04,1.553666253307575425e+04,1.589882455822900010e+04,1.619877356811699428e+04,1.644113065860569986e+04,0.000000000000000000e+00
8.280721372226355015e+03,7.702105282179544702e+03,7.470832149098207992e+03,7.688537377161054792e+03,7.700167977965764294e+03,5.705733763310117865e+03,5.405428135988259783e+03,0.000000000000000000e+00,4.173301863566172869e+03,5.515572187502983070e+03,7.339701303337841637e+03,1.205336661591983648e+04,8.769639647987856733e+03,1.212317668765075723e+04,9.501079681336839712e+03,9.679076878619523995e+03,9.691436987820497961e+03,8.853289903257205879e+03,9.195099081092899723e+03,9.377322118340514862e+03,1.019355968791603482e+04,1.128710262005030381e+04,1.153361660538479009e+04,1.161093844422402617e+04,1.141069571839397395e+04,1.146375536685554835e+04,1.030922377722438432e+04,1.065824747424377347e+04,1.014667692728348811e+04,9.797922858103151157e+03,9.062045225370949993e+03,9.088042834161708015e+03,1.018493590772424432e+04,1.122510082112607779e+04,1.163126686517352209e+04,1.133413094252099836e+04,1.127880489630350348e+04,1.110042956626232990e+04,1.089384303173121953e+04,1.129558685209987743e+04,1.058831510046159929e+04,1.047868456545096888e+04,1.142724198765571600e+04,1.300359267877695493e+04,1.158358174793564103e+04,1.262776823776319179e+04,1.296852356455541121e+04,1.359868905446384088e+04,1.409711592647431098e+04,1.421967222235184636e+04,1.481556943818893160e+04,1.552704545480489651e+04,1.545276874148418938e+04,1.558372916074873137e+04,1.580829823577246316e+04,1.605427176105447143e+04,0.000000000000000000e+00
8.266605967519184560e+03,7.644336233084358355e+03,7.412980035046656667e+03,7.655007344506156187e+03,8.128034271034561243e+03,6.618264945503900890e+03,6.656937367221522436e+03,4.173301863566172869e+03,0.000000000000000000e+00,3.580947562370100513e+03,6.197149299834895828e+03,1.165781115818889702e+04,8.214645620272935048e+03,1.174971299413067027e+04,8.996827119725436205e+03,9.282790630456596773e+03,9.306989106162429380e+03,8.510470786037822108e+03,8.836510170876428674e+03,8.889286079320683712e+03,9.592842308489913194e+03,1.077111887306841163e+04,1.101086516935773216e+04,1.119054490779314619e+04,1.111756165812528525e+04,1.141012568827447649e+04,1.002396889682156325e+04,1.052327286963949700e+04,1.037753650921041117e+04,9.969967229412492088e+03,9.068650891946541378e+03,8.685059770791751362e+03,9.694347018294498412e+03,1.073796829531172807e+04,1.112521807027216892e+04,1.092907905035378644e+04,1.103934138031363182e+04,1.079391774720055582e+04,1.070505008551251194e+04,1.121264343398898563e+04,1.039794338639435227e+04,1.015701488299246557e+04,1.109605758316378342e+04,1.269791680639823608e+04,1.127186088846396524e+04,1.223597723473228507e+04,1.244755976531534725e+04,1.303452246067199667e+04,1.362580614944398621e+04,1.380874969398454596e+04,1.438681709065671930e+04,1.515553515679688462e+04,1.513080541294663271e+04,1.527278783035772722e+04,1.540199683302317680e+04,1.560291197892979289e+04,0.000000000000000000e+00
8.469972523896110943e+03,7.741828057162523692e+03,7.444965592040627598e+03,7.400965372466286681e+03,7.454703787244186060e+03,7.071003127012477307e+03,7.425298714529752033e+03,5.515572187502983070e+03,3.580947562370100513e+03,0.000000000000000000e+00,4.274943456416185654e+03,1.124471188307332341e+04,7.543160205701980885e+03,1.129069634699273774e+04,8.407299520192207638e+03,8.363243310263558669e+03,8.297223518208449605e+03,8.088191557243661919e+03,8.473793450659813971e+03,8.419029437332308589e+03,8.907279176793417719e+03,9.736874156182304432e+03,1.036613840561850338e+04,1.055005041062177042e+04,1.058767316793966347e+04,1.134132434457671479e+04,1.005235185858963268e+04,1.012689824181133736e+04,1.058713383205153877e+04,1.047986896652580981e+04,9.472778203298914377e+03,8.730203764963300273e+03,9.047017433632270695e+03,9.727099047963381963e+03,1.058383795647381885e+04,1.037070012101408611e+04,1.066868595469931643e+04,1.055699871070258087e+04,1.017908531690773088e+04,1.058620318045022577e+04,1.033783405748009682e+04,9.948796080151587375e+03,1.085640977078093601e+04,1.254097803203514741e+04,1.086056272329668172e+04,1.156634018271198147e+04,1.210599281347863325e+04,1.248415713792611132e+04,1.308427718039199681e+04,1.329734371134983485e+04,1.370370912887777376e+04,1.440123409835292478e+04,1.474170634251328192e+04,1.493138201536936685e+04,1.510121563539418275e+04,1.526466719439234112e+04,0.000000000000000000e+00
