0.000000000000000000e+00,1.280246530078411524e+04,1.652477995819201533e+04,1.821049457806598366e+04,1.931541858780719122e+04,2.063598004564875373e+04,2.217588779883759344e+04,2.395360681493345692e+04,2.449451211552835957e+04,2.751406084976313650e+04,3.153917136232910343e+04,3.453430257166499359e+04,2.800715949141981764e+04,2.691896517533919905e+04,2.972497664890293527e+04,2.962312239338342988e+04,2.783037254511706124e+04,2.706480809710928588e+04,2.703272456569036876e+04,2.677098733911657109e+04,2.661429853376694155e+04,2.692809258211826818e+04,2.660628651695376902e+04,2.627092070035705183e+04,2.645359979494510117e+04,2.668304565116620506e+04,2.736549093901557353e+04,2.940198030745634242e+04,3.042233250061287617e+04,3.139958857480087318e+04,3.067550373216872686e+04,2.905710779367716168e+04,2.701899059303786271e+04,2.704413754094097749e+04,2.676248915719333309e+04,2.585292084293633525e+04,2.613798564031635033e+04,2.634632073828353532e+04,2.622079819108942320e+04,2.856023186764152342e+04,3.265594331818030696e+04,3.563436743744462001e+04,3.552909845934007899e+04,3.462434394886207156e+04,3.370371407987536804e+04,3.286821349470549467e+04,3.292452747994995298e+04,3.335965051442606637e+04,3.461860611803528445e+04,3.469939543661787320e+04,3.442925001280972356e+04,3.391655799163749180e+04,3.417020040262545808e+04,3.476840340181149804e+04,3.531278138924187806e+04,3.491106719779346895e+04,3.366735053595875797e+04,3.362937417562865448e+04,3.342468943593764561e+04,3.411549444493179908e+04,3.481248004986302840e+04,3.545250353798642027e+04,3.617526389061094960e+04,3.648604607547928754e+04,3.652904956940741977e+04,3.712642030803222588e+04,3.725079517271782970e+04,3.694553260619398498e+04,3.616844088120972447e+04,3.500840831381113821e+04,3.327372335642619873e+04,3.358880881252766994e+04,3.270789640302841508e+04,3.213382174940252298e+04,3.180181762101313143e+04,3.201381140834448524e+04,3.211269214812339123e+04,3.314602804929261038e+04,3.351607787482138519e+04,3.361172119795172330e+04,3.384936476672856952e+04,3.391695903886989254e+04,3.352225071998195926e+04,3.380140813963560504e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.280246530078411524e+04,0.000000000000000000e+00,1.030044349638510721e+04,1.460015659352881266e+04,1.720659140820411267e+04,1.997075434506885358e+04,2.235408273671647839e+04,2.475052525817467176e+04,2.527259922876490600e+04,2.796442749478591213e+04,3.173789398250270460e+04,3.466524110370468406e+04,2.842116246156592388e+04,2.607596778005872693e+04,2.891506974841295232e+04,2.879892284444021425e+04,2.694200795535959696e+04,2.644157258728934539e+04,2.677429372655013867e+04,2.685526109846427062e+04,2.651680098017553973e+04,2.640781355121168235e+04,2.585678850042189151e+04,2.566883960931773618e+04,2.596522026138456567e+04,2.629013023719883495e+04,2.691471475894832838e+04,2.907939496543208224e+04,3.005269541433392806e+04,3.106251158551236949e+04,3.031273897408768971e+04,2.867708420014580770e+04,2.651518991069056210e+04,2.650819678263031528e+04,2.612122572204845710e+04,2.566025344336630224e+04,2.621533108274280676e+04,2.652238801046841763e+04,2.627126605670682693e+04,2.892080170819185514e+04,3.282555547808214760e+04,3.574459138573968085e+04,3.565096483344763692e+04,3.477126534463304415e+04,3.382972645634786022e+04,3.303878709268497187e+04,3.312511078053072561e+04,3.353053005181655317e+04,3.474114167189664295e+04,3.480716866617684718e+04,3.454429875134745089e+04,3.411227123941233731e+04,3.437163673728740832e+04,3.494617913942017913e+04,3.546663508613820886e+04,3.511528086808388616e+04,3.391345870660305809e+04,3.376368873508940305e+04,3.345059425315026601e+04,3.417104198164097761e+04,3.498622433822121093e+04,3.562531196276429546e+04,3.631821724393383920e+04,3.661811841758425726e+04,3.667050801393113215e+04,3.726331993320260517e+04,3.737027567614224972e+04,3.706279515752510633e+04,3.636079193612275412e+04,3.524215070369686146e+04,3.297776239292845275e+04,3.305450179963897244e+04,3.210867106492751191e+04,3.142660430626240850e+04,3.109271413048669274e+04,3.141728197452536187e+04,3.154400973419953152e+04,3.250878209721941312e+04,3.294106215146474278e+04,3.318134045413639979e+04,3.370856115126881923e+04,3.389574443299044651e+04,3.304203847289787518e+04,3.324880398851489008e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.652477995819201533e+04,1.030044349638510721e+04,0.000000000000000000e+00,1.118661783362405549e+04,1.555914746664783706e+04,1.967596728668379365e+04,2.251530038045666515e+04,2.506897889823169680e+04,2.558014971722308110e+04,2.803614475002712788e+04,3.174733238137438093e+04,3.468492846083913173e+04,2.851682094834657619e+04,2.563052625072037699e+04,2.860485766244799743e+04,2.844720925777376033e+04,2.646451058808097150e+04,2.612489124698238811e+04,2.662858330399480474e+04,2.683408230424744761e+04,2.639808195894379242e+04,2.611903256460891862e+04,2.542916501447328847e+04,2.535207676787887613e+04,2.572465971052298482e+04,2.618419453495605194e+04,2.683811296769299952e+04,2.916647891368215278e+04,3.010982909468557773e+04,3.109937404514907030e+04,3.038992124775109187e+04,2.873542177251752219e+04,2.640098910604972480e+04,2.632562706227905801e+04,2.587668204946027254e+04,2.561382799930110923e+04,2.623631907193693405e+04,2.657905817660977118e+04,2.631710153746759897e+04,2.892834471394782304e+04,3.281767103931424208e+04,3.577434025480899436e+04,3.567396706283424282e+04,3.478872498542194080e+04,3.384490663305504131e+04,3.304033877786005905e+04,3.313930179979635432e+04,3.353444813587954559e+04,3.474876410592240427e+04,3.481110495389747666e+04,3.455043109877580719e+04,3.415216339007478382e+04,3.443984223734758416e+04,3.499122955192582594e+04,3.550870174572196265e+04,3.517030761878526391e+04,3.399529220511506719e+04,3.383180613794623787e+04,3.348171181904159312e+04,3.421522108490404935e+04,3.508074607562016172e+04,3.571931117601157894e+04,3.640959098918605014e+04,3.671023511229246651e+04,3.677184377874831989e+04,3.736500188678919949e+04,3.746701985746602440e+04,3.716132917428781366e+04,3.645410854454656510e+04,3.534004769851361198e+04,3.286700086037022265e+04,3.275992928190915700e+04,3.182931523332538563e+04,3.108354754528775811e+04,3.072357891840919547e+04,3.111720355544950144e+04,3.127381009904746315e+04,3.220578214993344591e+04,3.270414897396255765e+04,3.302593765343960695e+04,3.366674552135911654e+04,3.391583970818144007e+04,3.285644278778073203e+04,3.303002201365096698e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.821049457806598366e+04,1.460015659352881266e+04,1.118661783362405549e+04,0.000000000000000000e+00,1.048148042978650483e+04,1.679523168111183259e+04,2.081316578514626235e+04,2.420510182218200134e+04,2.482220632820508035e+04,2.758267344024380509e+04,3.135597967604508085e+04,3.438534358964538842e+04,2.798604078226696220e+04,2.525007113741285139e+04,2.868683152017125030e+04,2.847530644455166839e+04,2.614818213141687738e+04,2.565481087437548558e+04,2.608363359145592403e+04,2.624625310189789161e+04,2.579773863259211066e+04,2.570105262868030695e+04,2.497261344175001432e+04,2.484806990268777008e+04,2.536486285307944490e+04,2.605346792442150399e+04,2.700836658436678772e+04,2.951974578519050920e+04,3.045995960090829249e+04,3.140212247426907925e+04,3.073419405519366774e+04,2.912479697020371532e+04,2.639104991174893075e+04,2.620548478849372259e+04,2.574708350258054998e+04,2.525165077552124058e+04,2.557870719737237596e+04,2.597685294214472378e+04,2.587916922717806301e+04,2.829554614736852454e+04,3.245067364307063690e+04,3.553421107265167666e+04,3.541400257745171984e+04,3.450945023870971636e+04,3.354160074031096156e+04,3.272047596095313202e+04,3.282571127604067442e+04,3.320666781603737763e+04,3.444659080212547997e+04,3.452309045005100052e+04,3.426134519802089198e+04,3.385810354176106193e+04,3.420117108293979982e+04,3.476092998532209458e+04,3.528160708105861704e+04,3.492509607558562857e+04,3.375900323370630213e+04,3.357420801415602182e+04,3.321441894050814153e+04,3.396882603211341484e+04,3.490118600022287865e+04,3.558417798372819379e+04,3.633259773108309309e+04,3.664076748195180699e+04,3.671451681858282973e+04,3.733270835934895149e+04,3.746279517363820923e+04,3.715336023235748871e+04,3.634783226456760167e+04,3.511367661530688201e+04,3.248944357958680848e+04,3.239046152462069585e+04,3.138094723625496408e+04,3.059417828970705887e+04,3.020970071756098696e+04,3.063457448882345852e+04,3.080074010655054735e+04,3.179948381132578288e+04,3.233360300574896610e+04,3.269264895626830184e+04,3.337888811975449789e+04,3.363160093490064901e+04,3.247376859867150779e+04,3.264184950336093243e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.931541858780719122e+04,1.720659140820411267e+04,1.555914746664783706e+04,1.048148042978650483e+04,0.000000000000000000e+00,1.177346303722436824e+04,1.793536385654501282e+04,2.275916059768192281e+04,2.356388072877588274e+04,2.688204993630110403e+04,3.075420319783000014e+04,3.392123291457165760e+04,2.721673327201526627e+04,2.471382539749212810e+04,2.858904073242083177e+04,2.834574642203359326e+04,2.562895558846482891e+04,2.488744515926665918e+04,2.519592029145389824e+04,2.534447762553162102e+04,2.488232317440444967e+04,2.504482555117598895e+04,2.424063127386519045e+04,2.397377446989253440e+04,2.473661721685653174e+04,2.563925590877214563e+04,2.697179374004503916e+04,2.957486216554803468e+04,3.048375597665952955e+04,3.142076642215564061e+04,3.077261842757241538e+04,2.919029696282322766e+04,2.616439296066250245e+04,2.580683261162445706e+04,2.527412105516354859e+04,2.450401482750606738e+04,2.465816040944226188e+04,2.506158668604679406e+04,2.505519513438750437e+04,2.745039526936712355e+04,3.188521636363366633e+04,3.511765256170545763e+04,3.498322959013025684e+04,3.405838204547835630e+04,3.304984472312123398e+04,3.220037866582351126e+04,3.229936514512293797e+04,3.268413824098406985e+04,3.396724603529744491e+04,3.404187112627604074e+04,3.377412717352651089e+04,3.336582598508357478e+04,3.373769750261407899e+04,3.432825567468757072e+04,3.485774345663948770e+04,3.448385763577600301e+04,3.329843897575864685e+04,3.310189141625306365e+04,3.272133794806048536e+04,3.350546555414517206e+04,3.451387529353569698e+04,3.524344453306817013e+04,3.606302912186212052e+04,3.638681243863283453e+04,3.647377386713512533e+04,3.712593754146949505e+04,3.728346578727447195e+04,3.695977282427472528e+04,3.603587927638301335e+04,3.468692789798384911e+04,3.184228936667716698e+04,3.177771286085341126e+04,3.067683865901560785e+04,2.994128145591610519e+04,2.954620927932958512e+04,2.983590096399795584e+04,2.998712265104888502e+04,3.113942627745472419e+04,3.170365228872743319e+04,3.208017371108468433e+04,3.289395830206181563e+04,3.314236847802717239e+04,3.178433190006420409e+04,3.196058013136555746e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.063598004564875373e+04,1.997075434506885358e+04,1.967596728668379365e+04,1.679523168111183259e+04,1.177346303722436824e+04,0.000000000000000000e+00,1.180040317107855117e+04,1.948984397349298888e+04,2.081399617244711771e+04,2.599446959985476497e+04,3.006069076237561239e+04,3.338786425734392833e+04,2.617697574205215278e+04,2.466396039433408441e+04,2.887570254075635603e+04,2.863908591224412157e+04,2.564717178689703360e+04,2.434537785015063128e+04,2.422525791400247545e+04,2.420707590767478905e+04,2.396213558002448917e+04,2.469259715650164071e+04,2.393210197389303721e+04,2.338225963322370080e+04,2.433403956737572662e+04,2.539343572001659049e+04,2.716626998278859537e+04,2.978256059807210113e+04,3.068662374716529303e+04,3.162386590325074576e+04,3.099052566511401892e+04,2.942590708127089238e+04,2.620362993513950641e+04,2.561688030273009281e+04,2.503074033396960294e+04,2.372205778735520289e+04,2.365174007223234003e+04,2.404610241459807730e+04,2.413714282087991887e+04,2.641839650908327167e+04,3.123272209291852414e+04,3.463744129631641408e+04,3.451210354193288367e+04,3.355228918006082677e+04,3.250589170699458919e+04,3.162507395336420086e+04,3.171284468126403590e+04,3.209758677672033446e+04,3.341058630966776400e+04,3.349816002409987414e+04,3.323908474138018937e+04,3.280611031500402896e+04,3.317196440771655762e+04,3.380547455664656445e+04,3.435228536308307230e+04,3.396255640162232885e+04,3.270401334359284738e+04,3.249578606698436488e+04,3.208573681213955206e+04,3.291187223986761092e+04,3.398692139469022368e+04,3.479973855904222728e+04,3.573551081362830882e+04,3.610444983654795215e+04,3.618772019775368244e+04,3.687170784098395961e+04,3.707483967897876573e+04,3.672024402605610521e+04,3.564448654264396464e+04,3.412803823837424716e+04,3.108638763546425253e+04,3.139508546289369770e+04,3.040577888421417447e+04,2.988875558169629949e+04,2.956251194409235541e+04,2.956384172900977137e+04,2.959746888014705837e+04,3.087382133602917384e+04,3.129971351839264753e+04,3.159630824954200943e+04,3.251627149255896438e+04,3.270267706337096024e+04,3.120635568812026031e+04,3.152536415509327708e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.217588779883759344e+04,2.235408273671647839e+04,2.251530038045666515e+04,2.081316578514626235e+04,1.793536385654501282e+04,1.180040317107855117e+04,0.000000000000000000e+00,1.404716650748092252e+04,1.646979741155852025e+04,2.496022698214076809e+04,2.948951917207277438e+04,3.292408958667272236e+04,2.500717385515922433e+04,2.512717719035529444e+04,2.940071824141624165e+04,2.914739768067780096e+04,2.610548679875463858e+04,2.419336058829977992e+04,2.355552511266216970e+04,2.325850696220684040e+04,2.347508344559626494e+04,2.476394579491065087e+04,2.413925514131936143e+04,2.341317929666360578e+04,2.432071268144245914e+04,2.542552393866266721e+04,2.764580842249560010e+04,3.015318364064959314e+04,3.102998296630201730e+04,3.199072183028008294e+04,3.135073343108212066e+04,2.981893689326449385e+04,2.656163964776553621e+04,2.573603919495784066e+04,2.510608945167499041e+04,2.362164351700328552e+04,2.331178768825312727e+04,2.364496860503965945e+04,2.380130731003317487e+04,2.548281441808741511e+04,3.059999818264528221e+04,3.421762039099777758e+04,3.409805563534839166e+04,3.311230376897825772e+04,3.203712190916053441e+04,3.114027338779898491e+04,3.122361630952827545e+04,3.158687198646121033e+04,3.294188772335278918e+04,3.304598944568986917e+04,3.277947718890566466e+04,3.227089839503126859e+04,3.262302581681584707e+04,3.331812704319957265e+04,3.390678762267135608e+04,3.348820670524785237e+04,3.208762218606604438e+04,3.189661459918647961e+04,3.147976618930779659e+04,3.234012656815859373e+04,3.349759093162086356e+04,3.442533551034668199e+04,3.548818499006043567e+04,3.587747103529899323e+04,3.596281468251212209e+04,3.667045481189023121e+04,3.691082159595815028e+04,3.653524108309375151e+04,3.529257650460238801e+04,3.359375010160142119e+04,3.058834035852624584e+04,3.126934553200909431e+04,3.047076103961811896e+04,3.015618144667204251e+04,2.995347489580288311e+04,2.990148704775107035e+04,2.977316042643003311e+04,3.087089527910561446e+04,3.124557551611886811e+04,3.149622920640410666e+04,3.227621596814406439e+04,3.239023745067580603e+04,3.106644796239449352e+04,3.149055074321933716e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.395360681493345692e+04,2.475052525817467176e+04,2.506897889823169680e+04,2.420510182218200134e+04,2.275916059768192281e+04,1.948984397349298888e+04,1.404716650748092252e+04,0.000000000000000000e+00,8.674957297365202976e+03,2.162886229863497283e+04,2.837109937360020922e+04,3.193797769636411613e+04,2.246742762806072278e+04,2.618758429739784697e+04,3.034304080565080585e+04,3.004315915479000978e+04,2.707023168024605184e+04,2.441025591153464120e+04,2.310952214516156891e+04,2.226749241233216890e+04,2.332404333395871799e+04,2.515390779448150715e+04,2.480960192479132456e+04,2.391076058783647386e+04,2.459830895723312642e+04,2.580761192189370558e+04,2.842303087677726580e+04,3.076764794209953470e+04,3.161336010472854105e+04,3.260781771464112171e+04,3.195477627662278246e+04,3.045886777096212245e+04,2.729974707453023802e+04,2.618955485812299230e+04,2.537893255350796971e+04,2.387438699620101033e+04,2.340545214972946997e+04,2.352308209917212662e+04,2.379824341089883455e+04,2.422199592656778259e+04,2.935459688211015964e+04,3.331447772199184692e+04,3.320120929692136997e+04,3.217440476528184809e+04,3.106860446388799392e+04,3.005778763574804179e+04,3.010305244212798789e+04,3.052931392576589133e+04,3.202728772122267037e+04,3.214452770777252590e+04,3.184395156069997392e+04,3.120487264123579735e+04,3.156853896418912700e+04,3.234368432081615174e+04,3.303265497453640273e+04,3.253755576595052844e+04,3.092697233807708835e+04,3.085282849630498822e+04,3.057482421863103082e+04,3.143859519409070708e+04,3.256443002896177495e+04,3.358618565720078186e+04,3.485637744771624421e+04,3.528285888674644229e+04,3.538451620726295369e+04,3.613136985901132721e+04,3.639696813990897499e+04,3.601798322905755776e+04,3.452279000087254826e+04,3.256834538320925276e+04,3.038459941593473195e+04,3.130799721051333472e+04,3.065664295421796487e+04,3.047675428366426058e+04,3.041373321197300902e+04,3.043590042295003514e+04,3.022488408212597278e+04,3.086802983311313074e+04,3.115051846545810986e+04,3.132102356423362289e+04,3.173916399690361868e+04,3.171040760626813790e+04,3.103521113008684551e+04,3.151420394573715021e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.449451211552835957e+04,2.527259922876490600e+04,2.558014971722308110e+04,2.482220632820508035e+04,2.356388072877588274e+04,2.081399617244711771e+04,1.646979741155852025e+04,8.674957297365202976e+03,0.000000000000000000e+00,2.102524315092552570e+04,2.832793298338483146e+04,3.187487651043799633e+04,2.203741393126044204e+04,2.647180110356413206e+04,3.061833332244765188e+04,3.030341993351110068e+04,2.729781460524274371e+04,2.446043042230433639e+04,2.307401411159666168e+04,2.214753306553202856e+04,2.337501772310557135e+04,2.527506217378773363e+04,2.496105885841542477e+04,2.399157968028584219e+04,2.467197579125730772e+04,2.604201840402383823e+04,2.871049992018057310e+04,3.100351129218340793e+04,3.184215560298305718e+04,3.283296984909022285e+04,3.219043476114050645e+04,3.070007508134260570e+04,2.754831543549129128e+04,2.637031683541123493e+04,2.543917495823141508e+04,2.395160142871311837e+04,2.346304580019747664e+04,2.355322405861884545e+04,2.382211147465845715e+04,2.408189875081364153e+04,2.924431501449027928e+04,3.327305872791550064e+04,3.316217032168801961e+04,3.212272390034768978e+04,3.100064737854803388e+04,2.996410846144193056e+04,3.000567629262752598e+04,3.045085476997980368e+04,3.196725327234071665e+04,3.209074609257279735e+04,3.177087744040975304e+04,3.110092623844309855e+04,3.148010828726560067e+04,3.228624585726443547e+04,3.299453538424699218e+04,3.246225713039872062e+04,3.079193707775108851e+04,3.073837380033428417e+04,3.046932001028369632e+04,3.134161341837397777e+04,3.252361750243181450e+04,3.355778666055794019e+04,3.486468487675525103e+04,3.529420788174531481e+04,3.539720748244692368e+04,3.615667732398681255e+04,3.642675177972907841e+04,3.603638187535571342e+04,3.449849855347842094e+04,3.249823973010802001e+04,3.034092549676352064e+04,3.134294360954774311e+04,3.071708179860841119e+04,3.053859278574433483e+04,3.049736105523745209e+04,3.053903864455317307e+04,3.031799219569050183e+04,3.087703148692612740e+04,3.113639734922891512e+04,3.129819601652878555e+04,3.171071186348575065e+04,3.167343267016114987e+04,3.103711075829060792e+04,3.152013917059239611e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.751406084976313650e+04,2.796442749478591213e+04,2.803614475002712788e+04,2.758267344024380509e+04,2.688204993630110403e+04,2.599446959985476497e+04,2.496022698214076809e+04,2.162886229863497283e+04,2.102524315092552570e+04,0.000000000000000000e+00,2.678055438808808685e+04,3.026651626431186378e+04,2.059019322395915515e+04,2.845569465561115794e+04,3.227303498622818006e+04,3.198802174252212717e+04,2.916481087429442778e+04,2.618966624877447248e+04,2.457143511161678543e+04,2.348481242562132320e+04,2.456216033296268870e+04,2.673520324507645637e+04,2.655983779652580415e+04,2.540035782774991094e+04,2.576256277150080859e+04,2.754379959869974118e+04,3.010567093681221377e+04,3.219094427181755964e+04,3.298154013485200994e+04,3.397475905564460845e+04,3.334812841825120995e+04,3.198617214429652813e+04,2.898297440069147706e+04,2.778561425150327705e+04,2.649510564655676717e+04,2.530433785605332741e+04,2.517971962159618124e+04,2.503890984492329153e+04,2.532692731286376875e+04,2.393018596993156461e+04,2.721503857959636298e+04,3.181848333560172978e+04,3.170265460669332970e+04,3.055382590155264916e+04,2.905965381571172475e+04,2.720834862684795735e+04,2.711951834216905263e+04,2.786917000717873452e+04,3.045627140672639143e+04,3.048029215192741322e+04,2.994089732938979432e+04,2.939745891513129754e+04,2.988328523141990809e+04,3.050646335888263638e+04,3.130278036107168373e+04,3.045751568259853593e+04,2.932066234851668560e+04,2.977259735431895024e+04,2.986397877972269271e+04,3.060550639454997872e+04,3.125894327317617353e+04,3.220164221140175141e+04,3.371141148368227732e+04,3.423236841872678633e+04,3.440080752281974128e+04,3.536492866291590326e+04,3.569440177861372649e+04,3.507055362487688399e+04,3.309510215189538576e+04,3.105855890267877840e+04,3.091545402473862123e+04,3.212536599532406035e+04,3.157628446934636304e+04,3.136073332830546133e+04,3.130299095756011957e+04,3.139238887232560228e+04,3.127512528974246743e+04,3.151395584851913372e+04,3.160411513114079207e+04,3.158486891781777740e+04,3.171257985581206958e+04,3.154130686364787107e+04,3.167325196439716819e+04,3.210802884015446762e+04,0.000000000000000000e+00,0.000000000000000000e+00
